gene_id	Symbol	baseMean.tumor.KO.WT	log2FoldChange.tumor.KO.WT	padj.tumor.KO.WT	gene_biotype	reg_tumor	tpm.Tumor_HDLBP_KO_2	tpm.Tumor_HDLBP_KO_3	tpm.Tumor_HDLBP_KO_4	tpm.Tumor_HDLBP_KO_5	tpm.Tumor_WT_1	tpm.Tumor_WT_2	tpm.Tumor_WT_3	tpm.Tumor_WT_4	tpm.Tumor_WT_5	tpm.Tumor_WT_6	tpm.Tumor_WT_7	tpm.Tumor_WT_8
ENSG00000197183.8	C20orf112	244.803610623647	-1.38859931904071	2.0271838729857e-15	protein_coding	down_tumor	3.73	8.08	3.27	4.98	10.27	11.14	13.26	10.65	12.14	9.52	13.19	11.02
ENSG00000070214.11	SLC44A1	753.645169338465	-1.38382549593073	1.0789505287994e-34	protein_coding	down_tumor	5.66	7.75	4.62	6.11	16.75	15.81	19.81	18.22	20.53	18.44	19.73	17.99
ENSG00000169814.8	BTD	87.8815936556664	-1.38302670085741	8.26530869962574e-10	protein_coding	down_tumor	3.28	3.73	4.51	5.44	12.01	12.54	10.73	14.13	15.96	10.96	15.28	8.14
ENSG00000107020.5	PLGRKT	199.435856645445	-1.38275590991837	9.35666978322334e-14	protein_coding	down_tumor	14.19	23.35	8.74	16.82	46.18	44.84	51.52	54.27	46.32	44.31	54.97	43.05
ENSG00000125534.5	PPDPF	1581.7010479324	-1.37869850297394	1.00926029474251e-14	protein_coding	down_tumor	99.49	181.13	134.15	121.62	409.32	565.93	543.04	483.77	511.66	360.56	499.04	340.84
ENSG00000156273.11	BACH1	337.841978051804	-1.36848085395517	9.6873982800141e-09	protein_coding	down_tumor	2.69	6.4	4.53	4.3	8.45	16.97	14.4	11.57	16.32	10.23	14.5	8.76
ENSG00000204128.5	C2orf72	222.340877489101	-1.36616665602	4.52184063372115e-05	protein_coding	down_tumor	4.38	6.35	3.84	7.51	11.8	29.52	20.54	14.57	17.23	14.44	16.45	10.67
ENSG00000136156.8	ITM2B	1629.75448830536	-1.36472205353738	6.65649675931522e-09	protein_coding	down_tumor	57.61	128.81	50.66	99.01	229.04	258.49	304.57	287.61	321.15	322.87	372.3	246.88
ENSG00000156171.10	DRAM2	250.096722994159	-1.35996354332824	1.86976738965404e-12	protein_coding	down_tumor	10.24	17.53	8.93	20.75	46.26	50.09	47.6	41.3	48.28	47.82	50.39	34.67
ENSG00000182712.11	CMC4	67.3980666659632	-1.35520332746685	0.00116486957873408	protein_coding	down_tumor	0.82	6.15	2.43	10.19	11.31	21.28	11.15	13.89	10.69	14.23	14.57	13.45
ENSG00000164414.12	SLC35A1	172.374279624768	-1.35455591795536	1.35878653748351e-07	protein_coding	down_tumor	4.12	11.94	3.25	8.9	19.42	18.85	19.58	18.16	20.02	20.09	21.86	19.37
ENSG00000152558.10	TMEM123	1595.74307422706	-1.35347742118174	9.05185710962662e-24	protein_coding	down_tumor	29.53	48.4	30.82	33.18	91.13	90.42	110.06	99.38	101.15	111.2	110.48	81.48
ENSG00000104765.10	BNIP3L	1049.23501023282	-1.35092117538842	1.11855302746718e-09	protein_coding	down_tumor	36.59	53.93	39.16	36.79	75.81	113.55	104.68	73.8	108.66	80.6	93.37	67.01
ENSG00000130733.6	YIPF2	153.576842130991	-1.35090496983141	2.13677376513239e-07	protein_coding	down_tumor	9.43	8.78	10.83	14.91	20.76	29.1	33.52	25.81	32.97	14.89	36.81	18.49
ENSG00000167930.11	ITFG3	342.868561236826	-1.34862187866492	1.08322993591469e-14	protein_coding	down_tumor	6.7	10.34	8.72	12.33	23.59	26.83	26.24	29.73	29.34	23.27	35.07	20.89
ENSG00000099204.14	ABLIM1	2106.41378292111	-1.3455010695905	3.80120348201412e-26	protein_coding	down_tumor	21.99	28.18	20.65	22.52	60.65	66.82	80.81	61.56	69.4	66	61.24	49.08
ENSG00000143815.10	LBR	687.121016896818	-1.33945658935118	9.96701995974617e-19	protein_coding	down_tumor	11.96	19.6	14.53	13.16	38.06	35.47	41.37	41.23	35.56	38.34	35.08	40.6
ENSG00000188706.8	ZDHHC9	487.428933834959	-1.33726170470235	8.58504722966833e-18	protein_coding	down_tumor	9.86	9.92	6.9	8.89	25.08	33.87	31.87	29.82	31.96	25.19	34	20.6
ENSG00000185000.5	DGAT1	275.442493356369	-1.33541184857927	2.11645593711414e-06	protein_coding	down_tumor	5.85	31.15	8.54	29.2	43.77	53	47.13	38.12	42.58	33.61	43.45	42.86
ENSG00000100290.2	BIK	75.2499158122997	-1.33458360319525	0.000107754444474307	protein_coding	down_tumor	1.33	12.4	3.88	5.79	15.76	18.03	21.28	15.25	19.85	15.48	16.48	13.87
ENSG00000163235.11	TGFA	92.7771400783913	-1.32900166701014	0.00295067046057007	protein_coding	down_tumor	0.35	3.42	0.82	1.96	3.84	5.22	5.29	5.29	3.93	3.21	5.41	3.33
ENSG00000182871.10	COL18A1	949.067580827748	-1.32636029019229	6.45804726923739e-08	protein_coding	down_tumor	14.48	13.42	13.44	13.55	40.12	32.77	54.2	50.55	48.49	52.47	42.76	40.81
ENSG00000137414.5	FAM8A1	260.749949799554	-1.32387770726777	3.74900989672721e-06	protein_coding	down_tumor	1.08	6.31	3.11	5.53	9	12.63	12.55	10.72	12.42	12.43	12.74	8.95
ENSG00000151491.8	EPS8	1073.12228810174	-1.32361668426711	3.15225803669573e-14	protein_coding	down_tumor	16.11	39.51	24.92	31.28	58.85	60.98	71.1	57.34	68.31	63.01	68.73	56.72
ENSG00000106078.13	COBL	229.255375806193	-1.32143844132419	7.10969261781637e-10	protein_coding	down_tumor	1.86	4.71	3.87	2.96	8.92	12.83	11.6	10.33	11.66	7.98	11.71	7.58
ENSG00000129038.11	LOXL1	71.3236995758596	-1.32046962847766	0.00462440502977911	protein_coding	down_tumor	5.05	7.69	6.14	6.07	15.33	7.3	31.18	29.41	19.59	14.25	30.8	15.85
ENSG00000136052.5	SLC41A2	269.590102276593	-1.31929917466564	3.514959254174e-16	protein_coding	down_tumor	7.05	9.8	6.17	6.11	13.91	13.34	19.7	13.23	15.37	17.53	17.31	14.35
ENSG00000177854.7	TMEM187	72.1679730179455	-1.31665416269508	6.19781789959884e-05	protein_coding	down_tumor	1.09	4.88	2.45	4.05	11.4	10.89	8.69	10.3	11.06	9.33	13.58	7.54
ENSG00000165152.4	TMEM246	214.550466995005	-1.31579719814291	7.17578221535732e-19	protein_coding	down_tumor	2.82	4.36	3.15	3.54	8.91	10.39	11.82	10.15	10.26	9.12	11.92	7.69
ENSG00000188559.9	RALGAPA2	308.52563900987	-1.31574767425578	7.07088079006967e-06	protein_coding	down_tumor	0.76	6.81	3.39	6.41	7.98	9.7	8.57	7.17	11.15	9.88	10.46	10.11
ENSG00000165102.10	HGSNAT	942.66564985189	-1.31446031962873	2.753018260841e-07	protein_coding	down_tumor	9.75	24.48	18.16	27.82	43.04	39.59	50.59	42.19	51.13	43.95	45.6	39
ENSG00000250722.1	SEPP1	267.031781044076	-1.31442423477155	3.58330463422093e-07	protein_coding	down_tumor	12.26	10.85	15.23	9.71	21.85	40.91	32.77	29.38	39.15	28.89	45.4	21.39
ENSG00000196937.6	FAM3C	457.170799813272	-1.31317719217218	1.81924237599007e-06	protein_coding	down_tumor	5.03	29.82	8.2	20.52	43.6	55.18	40.52	46.51	47.85	46.59	43.6	48.34
ENSG00000170348.4	TMED10	1761.13002147255	-1.30128117793458	9.09678105158715e-09	protein_coding	down_tumor	49.36	123.65	53.48	103.84	199.05	234.46	238.48	233.76	230.13	197.67	249.18	189.16
ENSG00000136826.10	KLF4	435.799410268439	-1.30021248245478	7.52581744735117e-17	protein_coding	down_tumor	8.5	20.12	8.59	10.77	35.9	34.57	39.55	37.45	36.72	37.59	34.13	34.69
ENSG00000067167.3	TRAM1	3582.55644959982	-1.29855551968624	1.17280962639182e-27	protein_coding	down_tumor	84.42	130.01	81.93	106.74	268.53	236.62	281.12	276.42	274.32	278.08	271.59	229.98
ENSG00000267757.1	AC006132.1	32.6133626145492	-1.29787446301507	0.00546090667365011	protein_coding	down_tumor	0.79	3.4	2.06	5.93	6.43	9.2	9.84	9.41	13.13	10.54	9.92	3.7
ENSG00000156026.10	MCU	569.272614295556	-1.29782782332714	2.52412572319431e-16	protein_coding	down_tumor	16.65	22.12	17.01	16.34	47.29	60.85	64.75	51.15	56.87	48.96	57.67	38.82
ENSG00000130827.5	PLXNA3	320.983124842996	-1.29671324342416	0.000689231503271746	protein_coding	down_tumor	6.03	5.14	1.6	7.41	12.64	14.64	20.63	7.89	24.34	15.21	15.05	6.97
ENSG00000151553.10	FAM160B1	287.561857844498	-1.29541359670892	1.07688362520681e-29	protein_coding	down_tumor	3.99	6.75	4.27	5.98	13.01	12.39	10.92	11.15	13.61	10.38	14.24	11.89
ENSG00000225828.1	FAM229A	80.3074796528423	-1.29498299897873	3.63348681600971e-05	protein_coding	down_tumor	3.2	8.43	2.25	11.02	10.15	7.59	15.33	9.23	12.66	10.76	9.22	11.92
ENSG00000112812.11	PRSS16	116.575264603937	-1.29074335045168	4.72547392105129e-06	protein_coding	down_tumor	2.21	8.57	7.58	5.42	9.76	19.14	18.02	12.47	15.44	12.75	14.72	9.53
ENSG00000142188.12	TMEM50B	266.836506867638	-1.29023462414367	1.93277249228467e-08	protein_coding	down_tumor	6.24	18.9	5.89	17.34	25.76	31.18	31.65	25.17	39.71	35.57	36.23	29.73
ENSG00000116711.8	PLA2G4A	1007.71280583986	-1.29000831650892	2.40531923939816e-07	protein_coding	down_tumor	10.85	43.17	15.93	33.38	63.1	54.04	78	78.99	72.73	81.44	86.27	63.57
ENSG00000108679.8	LGALS3BP	1878.60437327447	-1.28641570753511	2.31180358014561e-05	protein_coding	down_tumor	27.09	124.65	47.95	106.84	199.89	223.16	226.72	250.61	250.68	184.57	279.58	180.08
ENSG00000027697.8	IFNGR1	323.57760447254	-1.28634279045258	1.15970696635554e-07	protein_coding	down_tumor	6.13	18.34	7.47	14.52	30.39	24.63	29.77	32.33	33.39	32.02	36.56	34.86
ENSG00000050405.9	LIMA1	304.538307866506	-1.28486976831301	6.79737913462093e-08	protein_coding	down_tumor	7.47	14.79	5	7.46	21.1	25.01	25.92	18.62	22.44	21.89	27.56	20.99
ENSG00000082458.7	DLG3	169.504309121455	-1.28289011989143	1.02596757950709e-11	protein_coding	down_tumor	4.27	3.99	4.57	3.7	8.58	9.16	9.75	8.89	10.45	6.77	13.33	8.56
ENSG00000171155.7	C1GALT1C1	218.80272167105	-1.27948835717337	3.23273112169725e-11	protein_coding	down_tumor	6.58	15.12	5.86	13.67	28.59	23.7	29.11	32.25	32.51	31.26	31.35	29.52
ENSG00000150551.10	LYPD1	48.9327705127403	-1.2794178673476	0.000284485990944129	protein_coding	down_tumor	3.76	1.05	2.33	1.24	5.32	4.22	6.02	6.33	5.32	7.16	5.16	3.99
ENSG00000163453.7	IGFBP7	729.852806111461	-1.279311300724	0.000183095986865697	protein_coding	down_tumor	21.24	62.09	24.15	44.2	79.06	36.68	138.76	148.66	118.71	120.32	163.38	98.56
ENSG00000163637.7	PRICKLE2	100.820468530214	-1.27892766772105	1.44984588413853e-07	protein_coding	down_tumor	1.4	1.08	0.55	0.96	2.07	2.07	3.29	2.27	2.53	3.21	2.55	1.71
ENSG00000136295.10	TTYH3	736.692585694018	-1.27177421084174	6.95668902550311e-14	protein_coding	down_tumor	9.3	16.3	6.93	15.56	36.7	28.36	44.42	36.91	37.96	34.72	33.15	30.88
ENSG00000204580.7	DDR1	853.607695684675	-1.26186779855082	2.61975353843832e-09	protein_coding	down_tumor	10.61	25.27	17.9	23.58	51.52	49.41	57.45	48.03	57.01	42.11	55.23	42.93
ENSG00000135525.14	MAP7	1034.2190226036	-1.26069954603719	9.60495099254244e-38	protein_coding	down_tumor	17.62	20.77	19.01	18.22	47.47	45.24	59.22	52.4	53.75	56.4	51.77	41.81
ENSG00000196975.10	ANXA4	5378.12498982658	-1.25891163911661	6.47898897736008e-12	protein_coding	down_tumor	116.76	343.3	147.15	287.65	539.89	535	660.07	608.12	620.62	671.41	683.77	529.99
ENSG00000143375.10	CGN	319.770610669345	-1.25866167133537	4.24873447839076e-07	protein_coding	down_tumor	3.1	12.65	3.75	12.08	21.6	19.63	28.68	16.06	27.84	20.84	20.47	17.96
ENSG00000151690.10	MFSD6	311.357713619911	-1.25714037747201	1.63060269042943e-14	protein_coding	down_tumor	9.61	9.61	9.95	6.53	18.14	18.79	19.45	19.54	19.17	16.39	20.15	15.83
ENSG00000213096.5	ZNF254	145.899257646107	-1.2565639476904	3.43514297452434e-06	protein_coding	down_tumor	0.94	6.71	2.27	4.17	8.39	9.71	9.99	8.11	8.69	10.77	8.4	7.02
ENSG00000119725.13	ZNF410	289.96096530988	-1.2517924288289	0.000205043724314697	protein_coding	down_tumor	11.57	15.36	4.88	10.71	26.57	26.41	29.5	28.22	31.67	26.65	30.01	27.18
ENSG00000140391.10	TSPAN3	2793.4657623873	-1.24995076792552	4.19785468328803e-07	protein_coding	down_tumor	67.96	233.73	71.88	181.3	352.34	391.79	333.96	346.78	379.35	369	366.4	348.87
ENSG00000091409.10	ITGA6	681.335900390554	-1.24831389847091	1.1202978562712e-11	protein_coding	down_tumor	9.65	12.81	6.27	10.69	27	21.73	27.24	27.82	25.43	25.41	27.09	24.13
ENSG00000006025.7	OSBPL7	152.829965573987	-1.24773434869273	5.18009116346562e-05	protein_coding	down_tumor	1.99	3.71	3.78	5.4	10.86	7.95	12.7	9.32	16.18	12.08	8.73	4.33
ENSG00000134569.5	LRP4	133.690034243151	-1.24736444656807	0.00217489270255935	protein_coding	down_tumor	1.8	4.09	1.81	4.88	3.32	11.54	9.46	4.54	11.82	10.63	9.44	5.81
ENSG00000184500.10	PROS1	438.219560056616	-1.24734917061542	0.000576736323264401	protein_coding	down_tumor	3.11	17.41	4.25	14.86	25.24	20.76	26.82	29.49	27.58	28.96	26.86	22.25
ENSG00000080822.12	CLDND1	394.05858186237	-1.24409690629636	9.50188447413567e-08	protein_coding	down_tumor	11.07	39.22	14.3	34.1	46.33	58.5	55.58	46.55	55.99	50.68	48.35	48.06
ENSG00000102804.10	TSC22D1	2212.82694993388	-1.24191270094335	4.02961284074609e-07	protein_coding	down_tumor	33.45	157.94	60.31	126.36	242.02	226.64	267.27	273.49	277.23	308.09	268.02	236.42
ENSG00000197568.9	HHLA3	49.1943124793303	-1.24176919768548	4.55063434468722e-05	protein_coding	down_tumor	2.54	8.22	2.51	6.76	8.39	12.39	15.16	14.07	13.02	13.78	16.21	15.32
ENSG00000136783.9	NIPSNAP3A	138.673842338954	-1.24102880069344	1.00926029474251e-14	protein_coding	down_tumor	5.34	8.31	5.26	5.98	19.35	15.79	18.4	19.94	19.04	15.04	16.88	16.59
ENSG00000152952.7	PLOD2	1500.36039146384	-1.24052112363876	8.83614714395192e-08	protein_coding	down_tumor	28.5	56.78	25.19	46.56	82.96	84.25	99.21	85.57	115.93	117.1	99.47	81.66
ENSG00000104763.13	ASAH1	738.96518759405	-1.23747146840101	2.77940629133641e-17	protein_coding	down_tumor	18.72	52.93	29.75	55.42	79.74	81.98	89.29	86.29	100.34	84.28	101.5	82.68
ENSG00000100300.13	TSPO	584.020091050175	-1.23508280205905	4.42778694289333e-11	protein_coding	down_tumor	53.66	69.92	40.47	66.64	128.21	148.23	148.25	159.11	143.39	111.99	155.63	145.54
ENSG00000198169.4	ZNF251	266.820818821645	-1.23486067446579	4.1743732435596e-06	protein_coding	down_tumor	4.74	11.87	9.2	20.65	26.81	22.8	31.09	20.15	28.88	30.27	29.21	28.77
ENSG00000154545.12	MAGED4	32.1333184204806	-1.23358776625071	0.0162774140474391	protein_coding	down_tumor	1.24	2.18	1.11	1.54	1.95	4	2.71	1.51	4.16	1.32	3.14	1.47
ENSG00000198682.8	PAPSS2	683.764449828665	-1.23350104733257	8.35537166563767e-15	protein_coding	down_tumor	8.83	17.53	12.54	16.23	32.05	40.66	40.5	35.58	38.74	35.31	44.4	25.28
ENSG00000107331.12	ABCA2	338.588860618323	-1.22777550109521	1.92088205085423e-09	protein_coding	down_tumor	9.68	5.24	7.66	9.27	14.78	19.52	28.07	18.26	25.59	12.64	28.21	12.06
ENSG00000143457.6	GOLPH3L	515.536028545898	-1.22722536386174	2.19824333286181e-05	protein_coding	down_tumor	7.61	31.17	9.83	30.61	44.64	44.59	56.11	40.98	51.07	56.87	54.9	50.42
ENSG00000138617.10	PARP16	102.491144078839	-1.22581257937302	1.02053430755952e-07	protein_coding	down_tumor	2.68	5.27	3.12	3.51	8.79	10.04	11.84	11.78	12.15	8.22	13.52	8.96
ENSG00000166311.5	SMPD1	109.101500694376	-1.22532474052586	9.18803420917932e-05	protein_coding	down_tumor	1.73	8.83	4.59	9.43	12.62	14.95	17.74	13.57	14.61	16.79	13.45	16.2
ENSG00000100196.6	KDELR3	256.672595939002	-1.22150964378006	0.000522420808995276	protein_coding	down_tumor	5.02	22.45	6.04	15.18	23.11	39.16	32.96	30.87	36.69	29.45	40.15	20.66
ENSG00000182022.13	CHST15	93.8534245015519	-1.22139155849814	4.16213415402948e-07	protein_coding	down_tumor	0.86	2.64	1.1	1.65	5.82	2.34	5.99	5.25	3.93	4.78	4.31	3.87
ENSG00000106460.14	TMEM106B	727.540615732489	-1.21685046118662	1.18289904476591e-17	protein_coding	down_tumor	11.03	21.98	12.62	17.73	37.86	46.21	40.45	34.88	37.95	36.62	44.66	32.23
ENSG00000198171.8	DDRGK1	650.525899080013	-1.21676824198382	2.41407779980155e-11	protein_coding	down_tumor	31.85	53.66	30.4	55.96	80.88	98.65	119.9	122.99	128.6	80.03	129.57	96.91
ENSG00000125304.8	TM9SF2	1183.65481479254	-1.21599140025195	2.86381282878091e-07	protein_coding	down_tumor	12.71	45.45	19.27	36.38	66.68	69.1	67.51	69.48	71.76	74.72	78.59	66.63
ENSG00000169692.8	AGPAT2	756.480266674954	-1.2147503723183	2.66283489615442e-13	protein_coding	down_tumor	20.69	52.78	32.66	55.52	106.09	107.8	107.31	108.66	120.13	89.43	112.94	109.39
ENSG00000102316.12	MAGED2	604.169963848699	-1.21437032961259	1.60853481563676e-08	protein_coding	down_tumor	23.09	30.91	22.38	25.71	59.33	84.03	85.09	63.56	78.62	58.7	86.62	42.34
ENSG00000066248.10	NGEF	92.4735652711474	-1.21290073698932	3.89987748706223e-07	protein_coding	down_tumor	4.95	3.24	5.93	1.85	5.56	6.51	10.89	7.17	10.56	6.23	7.19	4.98
ENSG00000105755.3	ETHE1	442.87778356887	-1.21231660441281	3.01215938113607e-13	protein_coding	down_tumor	23.29	43.17	28.54	48.93	105.77	102.51	104.84	100.04	108.69	88.08	120.93	76.89
ENSG00000248098.6	BCKDHA	408.830194150377	-1.21196947155417	3.33592053646481e-08	protein_coding	down_tumor	16.75	36.89	28.63	36.26	53.69	58.84	53.7	52.53	52.73	40.69	63.37	45.47
ENSG00000125170.6	DOK4	820.44099983535	-1.21068283212598	2.64183394803714e-10	protein_coding	down_tumor	13.61	31	19.99	33.48	54.03	66	69.79	61.02	64.26	61.12	67.45	53.52
ENSG00000170266.11	GLB1	486.916750020652	-1.20950771563103	1.08614594040912e-12	protein_coding	down_tumor	16.83	16.98	16.01	24.92	45.53	48.85	52.64	47.88	52.97	55.22	53.59	40.27
ENSG00000170017.8	ALCAM	1728.33186024588	-1.20772205136206	2.99440525415359e-08	protein_coding	down_tumor	14.92	40.4	17.82	42.01	76.7	86.65	78.13	70.74	87.65	74.16	86.58	68.4
ENSG00000186815.8	TPCN1	631.78434643545	-1.20577597904146	8.85631235831304e-06	protein_coding	down_tumor	5.1	14.35	10.99	18.88	24.93	30.01	34.18	24.09	31.83	28.65	32.24	24.34
ENSG00000164647.4	STEAP1	231.501788850515	-1.19793715340024	3.90426849555873e-05	protein_coding	down_tumor	5.37	35.36	7.32	28.47	35.63	29.91	46.13	50.59	41.1	47.65	41.2	40.92
ENSG00000155903.7	RASA2	327.487213132722	-1.19776287750467	2.01538704726548e-09	protein_coding	down_tumor	2.96	6.04	4.02	6.28	9.98	12.26	15.55	10.82	14.12	12.96	13.66	12.33
ENSG00000182220.9	ATP6AP2	938.629547065564	-1.19690986709949	5.16610942421957e-07	protein_coding	down_tumor	18.99	55.64	16.92	47.2	88.99	85.2	90.54	95.83	92.25	95.12	97.93	89.22
ENSG00000138613.9	APH1B	152.355070423837	-1.19605569313188	7.55561366761643e-11	protein_coding	down_tumor	7.4	15.77	6.49	13.81	22.77	17.16	22.43	17.4	17.34	17.23	20.26	13.11
ENSG00000091490.6	SEL1L3	323.607405864324	-1.19588965319458	1.2461425430744e-14	protein_coding	down_tumor	9.43	13.27	8.48	13.48	20.62	24.54	21.98	22.28	19.61	32.04	21.56	19.67
ENSG00000117525.9	F3	169.021051628631	-1.19569371098463	0.0101835648305285	protein_coding	down_tumor	0.68	15.19	3.25	8.31	12.52	12	20.73	14.51	21.62	16.31	16.38	20.29
ENSG00000142875.15	PRKACB	418.962118275017	-1.19518090333735	1.70627652236386e-11	protein_coding	down_tumor	14.37	10.6	8.37	7.17	23.14	25.23	26.57	22.21	22.3	18.82	23.81	16.91
ENSG00000108176.10	DNAJC12	475.331403620065	-1.19484206703117	1.0176558638997e-09	protein_coding	down_tumor	19.45	53.75	26.52	37.28	73.01	91.38	93.51	77.42	96.02	95.02	95.42	70.7
ENSG00000099849.10	RASSF7	840.607225893088	-1.19412763585252	3.89317601364356e-06	protein_coding	down_tumor	22.22	57.52	29.89	67.86	131.36	163.48	144.4	120.05	150.78	113.82	121.79	88.32
ENSG00000121578.8	B4GALT4	850.898108659394	-1.19388880923535	1.78658237162821e-22	protein_coding	down_tumor	31.4	53.15	29.04	51.89	79.16	88.62	87.14	88.51	105.06	88.88	98.08	97.5
ENSG00000197562.5	RAB40C	373.419422596985	-1.19166407601883	5.68716681768013e-06	protein_coding	down_tumor	5.16	15.97	7.98	18.31	25.31	34.29	49.09	28.35	47.1	31.77	39.9	25.89
ENSG00000124786.8	SLC35B3	147.619794374367	-1.19047661351986	5.46278450810722e-11	protein_coding	down_tumor	3.1	7.55	4.96	6.71	13.13	14.19	17.33	13.82	15.22	15.76	14.19	11.82
ENSG00000131941.3	RHPN2	1359.58268355086	-1.18635824926163	5.68727856417123e-10	protein_coding	down_tumor	16.5	49.4	25.55	34.2	77.72	86.58	98.38	76.85	88.8	73.55	88.97	64
ENSG00000133794.13	ARNTL	84.7950341289186	-1.17873793634951	1.77721700862091e-09	protein_coding	down_tumor	2.14	6.42	4.91	4.05	15.58	8.38	9.61	10.53	11.25	7.52	9.84	9.19
ENSG00000123989.9	CHPF	257.914545296913	-1.17868070844904	2.98848484865342e-05	protein_coding	down_tumor	2.49	10.54	4.44	11.47	15.99	21.87	22.03	17.43	18.6	15.65	22.02	15.96
ENSG00000139163.11	ETNK1	1078.94141544609	-1.17473241068817	0.00156648314818674	protein_coding	down_tumor	10.95	30.89	10.75	20.88	43.27	52.4	40.41	34.51	40.91	45.34	38.98	35.29
ENSG00000137343.13	ATAT1	58.0894270577618	-1.17326187757306	6.84447252606717e-08	protein_coding	down_tumor	2.14	2.9	2.99	2.85	9.01	6.7	7.22	5.74	7.02	6.55	8.2	6.18
ENSG00000125505.12	MBOAT7	761.539208047244	-1.17212028781331	1.40326259983595e-11	protein_coding	down_tumor	21.73	36.72	23.1	40.02	72.55	91.49	80.04	80.37	89.41	66.71	90.24	64.05
ENSG00000134247.9	PTGFRN	273.106767209536	-1.17090847025967	1.90932193848118e-09	protein_coding	down_tumor	4.74	38.23	4.35	23.29	43.43	24.62	35.02	39.72	36.41	45.48	39.42	46.36
ENSG00000062716.6	VMP1	3980.29373091295	-1.17017275378025	2.33795233737952e-05	protein_coding	down_tumor	74.79	192.05	73.3	137.08	311.61	283.62	316.67	299.9	330.9	331.99	309.31	215.56
ENSG00000107798.13	LIPA	433.957213193147	-1.16974489663513	2.09875976465942e-12	protein_coding	down_tumor	11.92	21.25	9.09	15.12	33.18	32.79	39.71	40.42	35.73	31.32	39.34	31.38
ENSG00000099326.4	MZF1	336.436514115281	-1.16895662327482	0.000644836977219862	protein_coding	down_tumor	2.86	14.82	5.07	19.15	21.66	25.11	31.54	22.08	32.12	25.63	32.43	24.29
ENSG00000168264.6	IRF2BP2	1264.84999055442	-1.1669778286383	3.36854460726854e-07	protein_coding	down_tumor	26.37	45.06	23.52	37.45	83.18	77.62	89.8	71.31	97.83	87.57	86.26	62.75
ENSG00000138764.9	CCNG2	167.367314508227	-1.16663008986313	1.69109781829218e-05	protein_coding	down_tumor	2.15	3.6	5.38	3.92	7.75	10.8	16.33	8.82	11.94	8.86	11.28	5.8
ENSG00000151689.8	INPP1	166.458511577801	-1.16597609797368	6.77556301625522e-09	protein_coding	down_tumor	5.59	8.39	6.03	9.38	16.31	19.69	20.96	18.48	22.39	15.74	22.18	15.2
ENSG00000092964.12	DPYSL2	833.395074532171	-1.16452924938364	2.16011880882439e-17	protein_coding	down_tumor	13.87	19.21	12.31	12.32	38.66	34.93	37.7	36.71	36.81	40.36	32.46	34.94
ENSG00000116667.8	C1orf21	73.8345510850166	-1.16451424098414	0.00707949363705101	protein_coding	down_tumor	2.14	3.44	5.23	2.28	5.98	18.43	8.51	7.94	13.07	8.11	17.29	4.65
ENSG00000167600.9	CYP2S1	455.955101041027	-1.16057989274736	5.24448527041415e-08	protein_coding	down_tumor	9.9	16.6	10.38	19.3	29.75	33.94	34.42	30.29	38.1	32.16	40.42	27.77
ENSG00000115170.9	ACVR1	138.778556888983	-1.15878025927232	6.8297110546923e-10	protein_coding	down_tumor	4.15	4.73	3.79	3.45	7.97	9.2	11.85	10.47	12.98	9.75	10.39	7.92
ENSG00000046647.9	GEMIN8	87.4898348293193	-1.15720699167729	0.00169470567312984	protein_coding	down_tumor	1.12	10.02	4.06	9.93	11.99	18.88	16.78	13.44	19.03	17.17	16.01	13.81
ENSG00000109107.9	ALDOC	71.8851684238661	-1.15685562781457	0.000332132230190725	protein_coding	down_tumor	11.4	3.01	5.95	3.08	9.25	10.65	11.13	7.46	10.23	8.87	10.25	5.64
ENSG00000123131.8	PRDX4	1147.56257691799	-1.15619555309039	2.16070737312641e-07	protein_coding	down_tumor	42.4	118.26	69.01	149.75	215.72	238.53	242.82	252.37	261.01	215.38	279.4	206.26
ENSG00000151150.16	ANK3	215.461746093633	-1.15606168702067	2.40035241965508e-11	protein_coding	down_tumor	9.6	9.49	8.1	5.27	9.89	12.38	12.68	11.22	11.54	11.25	12.51	11.6
ENSG00000119986.6	AVPI1	499.356555481381	-1.15595028992291	2.51055005171463e-12	protein_coding	down_tumor	19.42	32.72	22.94	30.85	54.36	73.88	80.11	81.18	82.51	56.24	78.67	56.75
ENSG00000175938.6	ORAI3	118.889814473974	-1.15210938726855	0.000101284969964835	protein_coding	down_tumor	2.65	9.32	3.31	6.52	8.75	12.73	15.17	11.34	14.05	10.81	13.94	7.83
ENSG00000162298.12	SYVN1	531.134958442805	-1.15174581068494	0.000708520770369279	protein_coding	down_tumor	6.69	23.57	5.41	23.75	31.05	36.14	40.22	30.25	38.93	33.32	37.59	35.62
ENSG00000127990.11	SGCE	213.735408917066	-1.15152353503098	3.58259919387006e-08	protein_coding	down_tumor	13.87	21.45	7.58	15.26	37.99	22.26	32.93	35.42	33.65	37.94	38.15	32.3
ENSG00000102265.7	TIMP1	1407.58310281718	-1.14676201050019	0.000400573809717967	protein_coding	down_tumor	61.85	260.44	81.92	324.14	328.42	403.99	372.72	319.67	448.69	387.95	418.44	370.48
ENSG00000198960.6	ARMCX6	127.251736507535	-1.14537639760033	6.06999924476725e-05	protein_coding	down_tumor	12.45	7.79	14.81	12.34	20.18	28.11	26.62	31.11	27.32	25.51	26.35	17.74
