gene_id	Symbol	gene_biotype	localization	tpm_wt	log2FoldChange.mem.wt.vs.cyt.wt	padj.mem.wt.vs.cyt.wt
ENSG00000117152.9	RGS4	protein_coding	cytosolic	1.185	-0.403506017043535	0.822943361052105
ENSG00000117153.11	KLHL12	protein_coding	cytosolic	21.71	-0.454462669172735	0.0152411908726509
ENSG00000117154.7	IGSF21	protein_coding	membrane	1.005	4.40785747071968	0.00451797252553629
ENSG00000117155.12	SSX2IP	protein_coding	cytosolic	25.6	-0.473520305696282	0.00336879057809831
ENSG00000117174.6	ZNHIT6	protein_coding	cytosolic	18.235	-1.02191148002755	9.08891861675423e-14
ENSG00000117222.9	RBBP5	protein_coding	cytosolic	14.39	-0.747542812818944	4.78342165439379e-05
ENSG00000117242.7	PINK1-AS	antisense	membrane	2.58	3.66484547989905	1.02566822870402e-19
ENSG00000117245.8	KIF17	protein_coding	NA	1.305	0.636657739835848	0.612180315385752
ENSG00000117262.14	GPR89A	protein_coding	membrane	15.235	3.8447704768371	1.26051742598099e-54
ENSG00000117266.11	CDK18	protein_coding	cytosolic	15.88	-0.227366864750697	0.730524227966195
ENSG00000117280.8	RAB7L1	protein_coding	cytosolic	22.535	-0.351485312813845	0.130518279258689
ENSG00000117289.7	TXNIP	protein_coding	cytosolic	10.215	-0.527413171389069	0.090814565289223
ENSG00000117298.10	ECE1	protein_coding	membrane	18.02	2.91088225150357	2.42397272809979e-37
ENSG00000117305.10	HMGCL	protein_coding	cytosolic	20.72	-0.468837780474133	0.134894083857045
ENSG00000117308.10	GALE	protein_coding	cytosolic	37.68	-0.0637719068722684	0.892262209740773
ENSG00000117318.8	ID3	protein_coding	cytosolic	21.905	0.410738935366743	0.617404921167621
ENSG00000117322.12	CR2	protein_coding	membrane	2.895	3.048323746861	1.20530963229367e-07
ENSG00000117335.14	CD46	protein_coding	membrane	51.56	3.49591806875187	8.66360485670459e-119
ENSG00000117360.8	PRPF3	protein_coding	cytosolic	27.395	-0.585783867822014	0.00271854126610702
ENSG00000117362.8	APH1A	protein_coding	membrane	130.855	2.09010817655431	4.25212876008694e-42
ENSG00000117385.11	LEPRE1	protein_coding	membrane	22.14	3.68052043376341	2.31251006798798e-39
ENSG00000117394.15	SLC2A1	protein_coding	membrane	29.47	4.44613834266146	3.42098617701982e-48
ENSG00000117395.6	EBNA1BP2	protein_coding	cytosolic	112.985	-0.369820378386201	0.00696998426909981
ENSG00000117399.9	CDC20	protein_coding	cytosolic	146.58	-0.665685857590507	1.43899524615593e-05
ENSG00000117407.12	ARTN	protein_coding	NA	1.095	1.16456872090706	0.568897381623442
ENSG00000117408.6	IPO13	protein_coding	cytosolic	17.6	0.127008722702511	0.705301510464059
ENSG00000117410.9	ATP6V0B	protein_coding	membrane	138.405	3.42142700295622	4.49797211379077e-58
ENSG00000117411.12	B4GALT2	protein_coding	cytosolic	75.1	0.407370543255556	0.0169889292538513
ENSG00000117419.10	ERI3	protein_coding	cytosolic	140.125	-0.171482445494497	0.385905044235992
ENSG00000117448.9	AKR1A1	protein_coding	cytosolic	144.435	-0.225252510530885	0.22475072165882
ENSG00000117450.9	PRDX1	protein_coding	cytosolic	1275.795	-0.44619895543554	0.00370282099038631
ENSG00000117461.10	PIK3R3	protein_coding	cytosolic	10.58	-0.601021462688029	0.00113831203734974
ENSG00000117475.9	BLZF1	protein_coding	cytosolic	8.12	-0.848751421955616	3.36052408337873e-07
ENSG00000117477.8	CCDC181	protein_coding	cytosolic	5.19	-0.462367235110383	0.0880593180396966
ENSG00000117479.8	SLC19A2	protein_coding	membrane	13.915	3.89236486148865	1.5778516662744e-54
ENSG00000117480.11	FAAH	protein_coding	membrane	6.31	2.50557467344843	1.09171921130825e-09
ENSG00000117481.6	NSUN4	protein_coding	cytosolic	13.885	-0.0710280860643324	0.823373590061832
ENSG00000117500.8	TMED5	protein_coding	membrane	44.88	3.20089920196412	1.97799876114455e-116
ENSG00000117505.8	DR1	protein_coding	cytosolic	45.68	-0.182608503961355	0.247645647408898
ENSG00000117519.11	CNN3	protein_coding	cytosolic	103.58	-0.593019619920643	0.000280766877532446
ENSG00000117523.11	PRRC2C	protein_coding	cytosolic	49.275	-0.0880206683771995	0.843832637046544
ENSG00000117525.9	F3	protein_coding	membrane	2.15	2.29194664537364	0.00139590739302509
ENSG00000117528.7	ABCD3	protein_coding	cytosolic	34.925	0.023109228264281	0.936328605513076
ENSG00000117533.10	VAMP4	protein_coding	cytosolic	7.43	-0.0767570797270427	0.820282822398688
ENSG00000117543.15	DPH5	protein_coding	cytosolic	85.76	-0.52081706024244	0.0236709735178922
ENSG00000117569.14	PTBP2	protein_coding	cytosolic	15.45	-0.788854711344558	4.18812821856445e-05
ENSG00000117592.8	PRDX6	protein_coding	cytosolic	299.37	-0.420932704190192	0.00067790607218929
ENSG00000117593.8	DARS2	protein_coding	cytosolic	74.1	-0.733547458506995	1.3143536392328e-05
ENSG00000117597.13	DIEXF	protein_coding	cytosolic	9.51	-0.260842063359842	0.224218578844417
ENSG00000117602.7	RCAN3	protein_coding	cytosolic	10.285	-0.342732716261021	0.0966405130717596
ENSG00000117614.5	SYF2	protein_coding	cytosolic	44.095	-0.876843606516585	5.44506542166918e-07
ENSG00000117616.13	C1orf63	protein_coding	NA	29.32	0.946059620658416	0.00730809997301003
ENSG00000117620.8	SLC35A3	protein_coding	membrane	10.565	2.00594697453061	5.0639723597273e-28
ENSG00000117625.9	RCOR3	protein_coding	cytosolic	13.53	0.173284740698499	0.568068876183085
ENSG00000117632.16	STMN1	protein_coding	cytosolic	648.44	-0.369762309515412	0.0459186380456802
ENSG00000117640.13	MTFR1L	protein_coding	cytosolic	41.695	-0.11210232225189	0.71124104506695
ENSG00000117643.10	MAN1C1	protein_coding	membrane	4.45	2.62120310147969	9.71189242016458e-08
ENSG00000117650.8	NEK2	protein_coding	cytosolic	34.76	-0.549681008951812	0.00201922482285044
ENSG00000117676.9	RPS6KA1	protein_coding	cytosolic	20.365	-0.305059633807075	0.138678095021096
ENSG00000117682.12	DHDDS	protein_coding	cytosolic	19.775	-0.08024986554742	0.828794393445064
ENSG00000117691.5	NENF	protein_coding	NA	114.505	1.37797559011768	4.77279372611401e-15
ENSG00000117697.10	NSL1	protein_coding	cytosolic	35.475	-0.095286505381579	0.733496223321329
ENSG00000117707.11	PROX1	protein_coding	NA	2.175	0.761872984297595	0.0358923691212236
ENSG00000117713.13	ARID1A	protein_coding	cytosolic	19.075	-0.113025333343465	0.84264587482612
ENSG00000117724.8	CENPF	protein_coding	cytosolic	25.95	0.339543651893345	0.0533260576160832
ENSG00000117748.5	RPA2	protein_coding	cytosolic	105.875	-0.642345360468466	2.8631601162001e-07
ENSG00000117751.13	PPP1R8	protein_coding	cytosolic	61.91	-0.47746592934768	0.00100785091924329
ENSG00000117758.9	STX12	protein_coding	cytosolic	26.6	-0.507762592764195	0.000886532090255426
ENSG00000117791.11	MARC2	protein_coding	NA	16.185	1.00331352897036	0.000308880732440394
ENSG00000117859.14	OSBPL9	protein_coding	cytosolic	56.065	-0.399546554321096	0.00876212996492987
ENSG00000117862.7	TXNDC12	protein_coding	membrane	55.455	3.66653047026676	2.36895157941565e-125
ENSG00000117868.11	ESYT2	protein_coding	membrane	34.805	3.09670758583992	1.04682048932383e-118
ENSG00000117877.6	CD3EAP	protein_coding	cytosolic	16.17	-0.402346130848059	0.0262521220741543
ENSG00000117899.6	MESDC2	protein_coding	membrane	17.985	3.45416309487255	1.68789731017532e-105
ENSG00000117906.9	RCN2	protein_coding	membrane	147.785	3.09472891893051	1.71345895423916e-150
ENSG00000117984.8	CTSD	protein_coding	membrane	44.02	4.3189119086423	4.04235356759845e-48
ENSG00000118007.8	STAG1	protein_coding	cytosolic	6.425	-0.805776658127392	1.45592072964549e-05
ENSG00000118046.10	STK11	protein_coding	cytosolic	54.91	0.155288458225211	0.536133600806263
ENSG00000118058.16	KMT2A	protein_coding	NA	9.735	1.13489375658917	2.63241369658874e-06
ENSG00000118096.3	IFT46	protein_coding	cytosolic	21.92	-0.207102347604084	0.326409196838704
ENSG00000118162.9	KPTN	protein_coding	cytosolic	16.735	-0.91035347294615	0.0181541975047032
ENSG00000118181.6	RPS25	protein_coding	cytosolic	1571.245	-0.575424108207855	0.000151943597984209
ENSG00000118193.7	KIF14	protein_coding	cytosolic	4.99	-0.650197618656168	0.000298913904634841
ENSG00000118197.9	DDX59	protein_coding	cytosolic	16.445	-0.371398510482188	0.174121412737307
ENSG00000118200.10	CAMSAP2	protein_coding	cytosolic	10.28	-0.1441449039641	0.653081129363328
ENSG00000118217.5	ATF6	protein_coding	membrane	9.33	2.25305525528893	6.02752679775864e-51
ENSG00000118242.11	MREG	protein_coding	cytosolic	8.36	-0.129469783553577	0.811043156809709
ENSG00000118246.9	FASTKD2	protein_coding	cytosolic	14.82	-0.574428084740333	0.0115915448272904
ENSG00000118257.12	NRP2	protein_coding	membrane	6.9	3.90299151227204	3.36019053684465e-19
ENSG00000118260.10	CREB1	protein_coding	cytosolic	9.2	-0.19396873283214	0.483735875783357
ENSG00000118263.10	KLF7	protein_coding	cytosolic	2.585	0.320513169187753	0.684786604656594
ENSG00000118276.7	B4GALT6	protein_coding	NA	13.18	0.777215770221992	0.00478865351442737
ENSG00000118292.4	C1orf54	protein_coding	NA	20.025	0.94812436644782	0.113259164224108
ENSG00000118363.7	SPCS2	protein_coding	membrane	86.215	2.72210716743659	1.62975856104089e-114
ENSG00000118369.8	USP35	protein_coding	cytosolic	1.235	0.302606218615601	0.828294235107655
ENSG00000118402.5	ELOVL4	protein_coding	membrane	18.33	3.6415934798022	5.57306390233359e-57
ENSG00000118412.8	CASP8AP2	processed_transcript	cytosolic	8.45	-0.153639183666341	0.533071847097555
ENSG00000118418.10	HMGN3	protein_coding	cytosolic	154.365	-0.433469890661759	0.00131225896184936
ENSG00000118420.12	UBE3D	protein_coding	cytosolic	17.405	-0.132541073431746	0.679246175944046
ENSG00000118454.8	ANKRD13C	protein_coding	cytosolic	13.605	-0.535013671364007	0.00104986213590714
ENSG00000118482.7	PHF3	protein_coding	cytosolic	8.275	-0.317474336057173	0.0477842799808277
ENSG00000118496.4	FBXO30	protein_coding	cytosolic	4.88	0.0733735133044683	0.789740087050601
ENSG00000118503.10	TNFAIP3	protein_coding	cytosolic	2.105	-0.373449997168237	0.569321348234652
ENSG00000118507.11	AKAP7	protein_coding	cytosolic	5	-0.227214510039897	0.630100723797293
ENSG00000118513.14	MYB	protein_coding	cytosolic	4.745	-0.171688538039802	0.774849572589561
ENSG00000118515.7	SGK1	protein_coding	cytosolic	2.01	-0.387075828168399	0.620917140269579
ENSG00000118518.11	RNF146	protein_coding	cytosolic	14.395	-0.452859979766435	0.0613570923586143
ENSG00000118564.10	FBXL5	protein_coding	cytosolic	26.395	-0.154808812998756	0.569268659871245
ENSG00000118579.7	MED28	protein_coding	cytosolic	85.36	-0.0959287225062414	0.617421093638656
ENSG00000118600.7	TMEM5	protein_coding	NA	19.875	1.11166644088248	1.79674366483215e-11
ENSG00000118620.8	ZNF430	protein_coding	cytosolic	3.59	-0.281700706027106	0.517636646939705
ENSG00000118640.6	VAMP8	protein_coding	cytosolic	108.58	0.07601173030889	0.826412406084124
ENSG00000118655.4	DCLRE1B	protein_coding	cytosolic	12.145	0.0826981031633738	0.799025870996829
ENSG00000118680.8	MYL12B	protein_coding	cytosolic	173.82	-0.387225908695992	0.0298013874525802
ENSG00000118689.10	FOXO3	protein_coding	cytosolic	18.585	-0.397094462692108	0.0429116116630787
ENSG00000118690.8	ARMC2	protein_coding	cytosolic	3.195	0.221740520694749	0.794262272156317
ENSG00000118705.12	RPN2	protein_coding	membrane	155.015	4.68438461264605	4.3511555338941e-149
ENSG00000118707.5	TGIF2	protein_coding	cytosolic	34.125	-0.321140303730349	0.065139257583498
ENSG00000118762.3	PKD2	protein_coding	membrane	5.18	1.96954359110125	9.31582178599554e-13
ENSG00000118777.6	ABCG2	protein_coding	membrane	1.17	2.05617787293246	1.90265038093976e-05
ENSG00000118804.7	FAM47E-STBD1	protein_coding	membrane	2.235	2.68990765125593	4.5252862332893e-07
ENSG00000118816.5	CCNI	protein_coding	cytosolic	105.71	-0.130520520747616	0.323310160225816
ENSG00000118855.14	MFSD1	protein_coding	membrane	11.04	2.71474587453272	3.02275154376308e-28
ENSG00000118873.11	RAB3GAP2	protein_coding	cytosolic	9.445	-0.272127492506758	0.147267457905884
ENSG00000118894.10	FAM86A	protein_coding	cytosolic	23.005	0.122122215057586	0.716389996578916
ENSG00000118900.10	UBN1	protein_coding	cytosolic	18.125	-0.372167103350378	0.222968637860851
ENSG00000118922.12	KLF12	protein_coding	cytosolic	5.12	0.492918476281482	0.0398526173521488
ENSG00000118939.13	UCHL3	protein_coding	cytosolic	65.23	-0.253742280455505	0.154013999892403
ENSG00000118960.8	HS1BP3	protein_coding	cytosolic	11.835	-0.452159227281549	0.125482500343845
ENSG00000118961.10	C2orf43	protein_coding	cytosolic	13.84	0.163557657292792	0.616343757495957
ENSG00000118965.10	WDR35	protein_coding	cytosolic	7.3	-0.812717483449786	7.71886849917112e-05
ENSG00000118971.3	CCND2	protein_coding	cytosolic	23.97	-0.542636873323209	0.00133234745347146
ENSG00000118985.10	ELL2	protein_coding	cytosolic	12.305	-0.222603941084721	0.262572259003542
ENSG00000119004.10	CYP20A1	protein_coding	NA	4.35	1.47230322064311	1.15233537686937e-05
ENSG00000119013.4	NDUFB3	protein_coding	cytosolic	170.97	-0.36076546363849	0.0381003609142798
ENSG00000119041.6	GTF3C3	protein_coding	cytosolic	15.405	-0.749628730189689	0.00125021565352423
ENSG00000119042.12	SATB2	protein_coding	cytosolic	8.43	-0.553646197877018	0.044047993078991
ENSG00000119048.3	UBE2B	protein_coding	cytosolic	66.49	-0.470923212732067	0.000232539033370555
ENSG00000119138.3	KLF9	protein_coding	cytosolic	11.11	-0.259547571505818	0.386833072839661
ENSG00000119139.12	TJP2	protein_coding	cytosolic	12.695	-1.18128884484437	1.9142474303788e-08
ENSG00000119185.8	ITGB1BP1	protein_coding	cytosolic	54.7	-0.383187989480739	0.0225392712319044
ENSG00000119203.9	CPSF3	protein_coding	cytosolic	35.305	-0.772802741666005	9.06910003953116e-06
ENSG00000119231.6	SENP5	protein_coding	cytosolic	14.08	0.0848376228395171	0.763103471083053
ENSG00000119242.4	CCDC92	protein_coding	cytosolic	12.615	0.180231586324246	0.643722329477249
ENSG00000119280.12	C1orf198	protein_coding	cytosolic	28.96	-0.252372299656488	0.103826160979427
ENSG00000119285.6	HEATR1	protein_coding	cytosolic	25.705	0.0478525933295185	0.92021826295069
ENSG00000119314.11	PTBP3	protein_coding	cytosolic	19.74	-0.605945627604815	6.44523706263604e-06
ENSG00000119318.8	RAD23B	protein_coding	cytosolic	107.305	-0.619375787100497	1.59683513550887e-06
ENSG00000119321.4	FKBP15	protein_coding	cytosolic	5.775	0.398240011451837	0.171048818580635
ENSG00000119326.10	CTNNAL1	protein_coding	cytosolic	47.85	-0.32258953112197	0.0179713965996735
ENSG00000119328.7	FAM206A	protein_coding	cytosolic	9.005	-0.0856133547335263	0.79439522357736
ENSG00000119333.7	WDR34	protein_coding	cytosolic	64.68	-0.0422826957592639	0.888527288198903
ENSG00000119335.12	SET	protein_coding	cytosolic	631.24	-0.789824288286691	1.15462456393851e-16
ENSG00000119383.15	PPP2R4	protein_coding	cytosolic	109.965	-0.175730116312269	0.435930750410912
ENSG00000119392.10	GLE1	protein_coding	cytosolic	23.005	-0.178763158216968	0.38637684726115
ENSG00000119396.6	RAB14	protein_coding	cytosolic	24.685	-0.502528760422841	0.000763433843712765
ENSG00000119397.12	CNTRL	protein_coding	cytosolic	1.87	-0.447147982116607	0.156034833348013
ENSG00000119401.10	TRIM32	protein_coding	cytosolic	8.175	0.0681644240396162	0.874234662043106
ENSG00000119402.12	FBXW2	protein_coding	cytosolic	19.11	-0.332132364561657	0.0183623385231433
ENSG00000119403.9	PHF19	protein_coding	cytosolic	34.08	-0.0694075810195629	0.837268799879487
ENSG00000119408.12	NEK6	protein_coding	cytosolic	24.44	-0.200428004648512	0.373936161758358
ENSG00000119411.10	BSPRY	protein_coding	cytosolic	4.08	0.501554287531074	0.602147674146814
ENSG00000119414.7	PPP6C	protein_coding	cytosolic	35.74	-0.197395535017328	0.166812972066928
ENSG00000119421.5	NDUFA8	protein_coding	cytosolic	128.055	-0.282276859979763	0.163505592818511
ENSG00000119431.5	HDHD3	protein_coding	cytosolic	15.91	0.417213200996978	0.197823395193388
ENSG00000119446.9	RBM18	protein_coding	cytosolic	8.305	-0.282311708116892	0.104683488059221
ENSG00000119471.10	HSDL2	protein_coding	cytosolic	21.545	-0.698863076066762	0.00026815986137088
ENSG00000119487.12	MAPKAP1	protein_coding	cytosolic	39.485	-0.309740189157568	0.019418658788871
ENSG00000119509.8	INVS	protein_coding	cytosolic	5.465	0.118603777577567	0.817020291336086
ENSG00000119514.5	GALNT12	protein_coding	membrane	6.68	3.72841265414519	3.37358127780084e-10
ENSG00000119522.11	DENND1A	protein_coding	cytosolic	9.42	-0.0970084959101087	0.818728763344706
ENSG00000119523.8	ALG2	protein_coding	membrane	13.185	2.05411358263138	3.09091880227967e-17
ENSG00000119537.11	KDSR	protein_coding	membrane	20.83	2.75403299645505	7.11452011480248e-66
ENSG00000119541.5	VPS4B	protein_coding	cytosolic	15.7	-1.1850154357999	2.0052171172223e-12
ENSG00000119547.5	ONECUT2	protein_coding	NA	3.76	1.19919891371815	4.75364202040242e-11
ENSG00000119559.11	C19orf25	protein_coding	cytosolic	34.635	-0.0759546112256385	0.847742031827977
ENSG00000119574.8	ZBTB45	protein_coding	cytosolic	6.605	0.44698589900201	0.36534777897806
ENSG00000119596.13	YLPM1	protein_coding	cytosolic	17.88	-0.307017759895923	0.46761575899888
ENSG00000119599.12	DCAF4	protein_coding	cytosolic	16.315	-0.644782976354048	0.0298869010754671
ENSG00000119616.7	FCF1	protein_coding	cytosolic	40.27	-0.793765221675186	5.0189671118428e-05
ENSG00000119630.9	PGF	protein_coding	NA	5.79	1.46372789673982	0.00515341105987329
ENSG00000119632.3	IFI27L2	protein_coding	cytosolic	62.65	-0.192162192780626	0.658191598768853
ENSG00000119636.11	CCDC176	protein_coding	cytosolic	1.09	-0.436485692512527	0.599480160150358
ENSG00000119638.8	NEK9	protein_coding	cytosolic	28.86	-0.315621335067695	0.0847596498724932
ENSG00000119640.4	ACYP1	protein_coding	cytosolic	55.115	-0.309656687686751	0.398333791249387
ENSG00000119650.8	IFT43	protein_coding	cytosolic	29.72	-0.189659529856689	0.671506862573205
ENSG00000119655.4	NPC2	protein_coding	NA	75.97	1.41330856493617	5.41406569282327e-20
ENSG00000119661.10	DNAL1	protein_coding	cytosolic	9.64	-0.162201004533244	0.571507820251575
ENSG00000119669.3	IRF2BPL	protein_coding	cytosolic	5.7	0.182233305107925	0.764304717370204
ENSG00000119673.10	ACOT2	protein_coding	cytosolic	15.955	-0.172092088569103	0.698189641789161
ENSG00000119682.12	AREL1	protein_coding	NA	14.5	1.36434317154864	9.69813035163601e-10
ENSG00000119684.11	MLH3	protein_coding	cytosolic	8.32	-0.237075161903522	0.54127565569321
ENSG00000119685.15	TTLL5	protein_coding	cytosolic	9.045	-0.357401652272852	0.147993342651889
ENSG00000119688.16	ABCD4	protein_coding	NA	15.615	1.16469842680534	3.02513893180477e-07
ENSG00000119689.10	DLST	protein_coding	cytosolic	71.65	-0.681171324934687	1.47414031089978e-05
ENSG00000119698.7	PPP4R4	protein_coding	cytosolic	4.385	0.0493027595556392	0.948820460860027
ENSG00000119699.3	TGFB3	protein_coding	NA	1.565	1.1217761033009	0.196849707912864
ENSG00000119705.5	SLIRP	protein_coding	cytosolic	475.615	-0.439512484184747	0.00971165035754599
ENSG00000119707.9	RBM25	protein_coding	cytosolic	23.115	-0.640653996657064	8.56403907312256e-05
ENSG00000119711.8	ALDH6A1	protein_coding	cytosolic	6.595	-0.237873430713653	0.417878230882514
ENSG00000119715.10	ESRRB	protein_coding	cytosolic	2.89	-0.198811413844376	0.878619616153505
ENSG00000119718.6	EIF2B2	protein_coding	cytosolic	40.06	-0.363841786923086	0.107408206966871
ENSG00000119720.13	NRDE2	protein_coding	cytosolic	12.335	-0.238952528603825	0.437105914118774
ENSG00000119723.11	COQ6	protein_coding	cytosolic	15.945	-0.0851522470264918	0.835700579003942
ENSG00000119725.13	ZNF410	protein_coding	cytosolic	34.34	-0.0595998175583784	0.803870222405517
ENSG00000119729.6	RHOQ	protein_coding	cytosolic	22.475	-0.412338317489728	0.00875841620352736
ENSG00000119760.11	SUPT7L	protein_coding	NA	16.925	0.516668149269998	0.00323965983533455
ENSG00000119771.10	KLHL29	protein_coding	cytosolic	4.585	-0.0498905060923507	0.94704718580121
ENSG00000119772.12	DNMT3A	protein_coding	cytosolic	3.535	-0.715655752227302	0.218989962819684
ENSG00000119777.14	TMEM214	protein_coding	membrane	18.29	2.14768160798434	4.01454462372172e-20
ENSG00000119778.10	ATAD2B	protein_coding	cytosolic	3.085	-0.507297794334388	0.0568888281527691
ENSG00000119782.9	FKBP1B	protein_coding	cytosolic	15.37	0.0485542574979147	0.948820460860027
ENSG00000119787.9	ATL2	protein_coding	NA	35.87	1.17572953588602	1.8114566657329e-11
ENSG00000119801.8	YPEL5	protein_coding	cytosolic	13.095	-0.157414673544689	0.739208677000651
ENSG00000119812.14	FAM98A	protein_coding	cytosolic	65.425	-0.951066279300474	6.20889907275741e-08
ENSG00000119820.6	YIPF4	protein_coding	membrane	22.795	2.12098137894003	1.09856569551675e-42
ENSG00000119844.10	AFTPH	protein_coding	cytosolic	8.555	-0.412750697758694	0.0155022258057097
ENSG00000119862.8	LGALSL	protein_coding	cytosolic	11.79	-0.298509288160371	0.147871502233967
ENSG00000119865.4	CNRIP1	protein_coding	cytosolic	11.795	-0.0626952463128482	0.888527288198903
ENSG00000119866.16	BCL11A	protein_coding	cytosolic	5.78	0.130629621488566	0.801363598316487
ENSG00000119878.5	CRIPT	protein_coding	cytosolic	12.46	-0.144579774037502	0.594987622968642
ENSG00000119888.6	EPCAM	protein_coding	membrane	58.915	2.3266880931907	1.48318283981924e-56
ENSG00000119899.11	SLC17A5	protein_coding	membrane	16.405	3.04830353456948	3.77148030766542e-48
ENSG00000119900.7	OGFRL1	protein_coding	cytosolic	15.495	0.0257656424189829	0.943416191372049
ENSG00000119906.7	FAM178A	protein_coding	cytosolic	8.94	-0.422137334112321	0.0110742811405904
ENSG00000119912.11	IDE	protein_coding	cytosolic	16.725	-0.892068537681017	4.77703646547171e-07
ENSG00000119927.9	GPAM	protein_coding	NA	4.975	0.519753141225359	0.0224271472533806
ENSG00000119929.8	CUTC	protein_coding	cytosolic	67.63	-0.423842815456319	0.0477615634103683
ENSG00000119946.9	CNNM1	protein_coding	membrane	11.12	2.29943241271725	3.25213970867467e-19
ENSG00000119950.16	MXI1	protein_coding	cytosolic	27.515	-0.218062388098095	0.356535461602465
ENSG00000119953.8	SMNDC1	protein_coding	cytosolic	25.07	-0.472164741967356	0.00111776193995598
ENSG00000119965.8	C10orf88	protein_coding	cytosolic	12.03	-0.368767167654889	0.113053494271613
ENSG00000119969.10	HELLS	protein_coding	cytosolic	45.465	-0.954044054276145	4.90704858973097e-11
ENSG00000119977.16	TCTN3	protein_coding	membrane	31.485	2.53969485166841	4.02858093596071e-59
ENSG00000119979.11	FAM45A	protein_coding	cytosolic	51.015	-0.0346837045831627	0.927730735298537
ENSG00000119986.6	AVPI1	protein_coding	cytosolic	16.04	0.144218741629648	0.73661375142714
ENSG00000120008.11	WDR11	protein_coding	cytosolic	33.465	-0.330315810129954	0.0454082361326243
ENSG00000120029.8	C10orf76	protein_coding	cytosolic	13.59	0.13507082124056	0.715219026636535
ENSG00000120049.14	KCNIP2	protein_coding	cytosolic	1.745	0.210688316263181	0.927504637493384
ENSG00000120053.9	GOT1	protein_coding	cytosolic	53.52	-0.582983268804565	0.00353375486127803
ENSG00000120057.4	SFRP5	protein_coding	membrane	1.78	4.18675804116421	6.76735617091133e-05
ENSG00000120063.5	GNA13	protein_coding	cytosolic	19.365	-0.144920157456775	0.583636156854498
ENSG00000120068.5	HOXB8	protein_coding	NA	6.01	0.948748068568264	0.145922355996711
ENSG00000120071.8	KANSL1	protein_coding	cytosolic	17.705	0.196415478440684	0.464047270675894
ENSG00000120075.5	HOXB5	protein_coding	cytosolic	8.075	0.268580227399363	0.629058642091081
ENSG00000120093.7	HOXB3	protein_coding	NA	29.775	1.01583876446032	0.000439994425453055
ENSG00000120129.5	DUSP1	protein_coding	cytosolic	11.065	-0.196777083570398	0.625213420682918
ENSG00000120137.6	PANK3	protein_coding	cytosolic	31.54	-0.311685828889844	0.0891250725483144
ENSG00000120149.7	MSX2	protein_coding	cytosolic	7.115	-0.0598431375415781	0.892794410159763
ENSG00000120158.7	RCL1	protein_coding	cytosolic	23.16	-0.26243811701463	0.301734155963055
ENSG00000120159.7	CAAP1	protein_coding	cytosolic	21.815	-0.523748537063558	0.00303726114313486
ENSG00000120162.9	MOB3B	protein_coding	NA	4.27	0.53494025974085	0.0189908903982403
ENSG00000120253.9	NUP43	protein_coding	cytosolic	46.15	-0.741004538331164	1.76629847208307e-07
ENSG00000120254.11	MTHFD1L	protein_coding	cytosolic	47.67	-0.909840014181453	2.32158597072128e-06
ENSG00000120256.5	LRP11	protein_coding	membrane	34.655	2.64473509438114	4.25613645738309e-45
ENSG00000120265.12	PCMT1	protein_coding	NA	171.335	1.24461967165832	1.06160091230964e-25
ENSG00000120278.10	PLEKHG1	protein_coding	cytosolic	2.29	-0.336330489098175	0.48762095658702
ENSG00000120306.5	CYSTM1	protein_coding	cytosolic	115.285	-0.205867794215006	0.373163311036064
ENSG00000120314.14	WDR55	protein_coding	cytosolic	23.315	0.292063093628874	0.245971010306302
ENSG00000120318.11	ARAP3	protein_coding	cytosolic	2.935	-0.589550661653046	0.485677701117936
ENSG00000120333.4	MRPS14	protein_coding	cytosolic	44.82	-0.333464977089714	0.0348160920964769
ENSG00000120334.11	CENPL	protein_coding	cytosolic	14.705	-0.229825258776913	0.424314422385423
ENSG00000120370.8	GORAB	protein_coding	cytosolic	4.585	-0.111607765549863	0.80253749891052
ENSG00000120437.7	ACAT2	protein_coding	cytosolic	67.945	-0.522393612618829	0.000340603358371079
ENSG00000120438.7	TCP1	protein_coding	cytosolic	258.355	-0.484247005538122	0.000407923161360209
ENSG00000120451.6	SNX19	protein_coding	membrane	14.74	2.50440116256694	6.2947229656779e-44
ENSG00000120458.5	MSANTD2	protein_coding	NA	2.955	0.789685271245331	0.0578561858950776
ENSG00000120509.6	PDZD11	protein_coding	cytosolic	89.39	-0.165382023873143	0.418263951807822
ENSG00000120519.10	SLC10A7	protein_coding	membrane	3.17	2.50492918008714	3.01773652961458e-13
ENSG00000120526.6	NUDCD1	protein_coding	cytosolic	10.86	-0.879539647690043	2.55980428629325e-05
ENSG00000120533.8	ENY2	protein_coding	cytosolic	134.6	-0.276761135323643	0.0632309146875632
ENSG00000120539.10	MASTL	protein_coding	cytosolic	18.435	-0.294622452742434	0.129534764671692
ENSG00000120549.11	KIAA1217	protein_coding	cytosolic	2.42	0.221075934304509	0.784612388452141
ENSG00000120555.9	SEPT7P9	pseudogene	cytosolic	1.89	-1.24166011475994	0.57543624753109
ENSG00000120616.11	EPC1	protein_coding	cytosolic	11.83	-0.120553969953628	0.717004996286895
ENSG00000120647.5	CCDC77	protein_coding	cytosolic	14.005	-1.2758407813561	1.65741478451597e-09
ENSG00000120656.7	TAF12	protein_coding	cytosolic	19.835	-0.121679945297418	0.762650867267058
ENSG00000120658.8	ENOX1	protein_coding	cytosolic	5.68	-0.43481154087917	0.180007968250956
