gene_id	Symbol	Transcript.stable.ID.version	l_utr5	l_cds	l_utr3	start
ENSG00000157224.11	CLDN12	ENST00000287916.4	287	735	2543	7
ENSG00000157637.8	SLC38A10	ENST00000374759.3	384	3360	556	9
ENSG00000157800.13	SLC37A3	ENST00000326232.9	204	1485	1660	12
ENSG00000157837.11	SPPL3	ENST00000353487.2	504	1155	2489	15
ENSG00000157916.14	RER1	ENST00000605895.1	133	591	2320	39
ENSG00000158201.5	ABHD3	ENST00000289119.2	140	1230	694	26
ENSG00000158270.10	COLEC12	ENST00000400256.3	208	2229	684	34
ENSG00000158457.4	TSPAN33	ENST00000289407.4	109	852	922	25
ENSG00000158470.5	B4GALT5	ENST00000371711.4	188	1167	3367	13
ENSG00000158669.7	AGPAT6	ENST00000396987.3	927	1371	4000	20
ENSG00000158850.10	B4GALT3	ENST00000319769.5	223	1182	506	12
ENSG00000159063.8	ALG8	ENST00000299626.5	72	1581	22	13
ENSG00000159164.5	SV2A	ENST00000369146.3	491	2229	1696	168
ENSG00000159348.8	CYB5R1	ENST00000367249.4	75	918	658	7
ENSG00000159363.13	ATP13A2	ENST00000326735.8	34	3543	263	45
ENSG00000159461.10	AMFR	ENST00000290649.5	211	1932	1457	83
ENSG00000160216.14	AGPAT3	ENST00000291572.8	271	1131	4144	20
ENSG00000160446.14	ZDHHC12	ENST00000372663.4	13	804	312	7
ENSG00000160606.6	TLCD1	ENST00000292090.3	111	744	162	45
ENSG00000160613.8	PCSK7	ENST00000320934.3	631	2358	1660	13
ENSG00000160767.16	FAM189B	ENST00000361361.2	510	2007	565	33
ENSG00000161091.8	MFSD12	ENST00000355415.2	170	1443	511	25
ENSG00000161638.6	ITGA5	ENST00000293379.4	262	3150	1032	999
ENSG00000162144.5	CYB561A3	ENST00000294072.4	678	729	1654	7
ENSG00000162298.12	SYVN1	ENST00000377190.3	95	1854	1103	5
ENSG00000162493.12	PDPN	ENST00000376057.4	44	711	2046	206
ENSG00000162496.4	DHRS3	ENST00000376223.2	384	909	430	7
ENSG00000162512.11	SDC3	ENST00000336798.7	1493	1155	3744	329
ENSG00000162694.9	EXTL2	ENST00000370113.3	287	993	1555	21
ENSG00000162769.8	FLVCR1	ENST00000366971.4	198	1668	4073	109
ENSG00000163053.6	SLC16A14	ENST00000295190.4	459	1533	2398	31
ENSG00000163069.8	SGCB	ENST00000381431.5	223	957	3251	68
ENSG00000163082.9	SGPP2	ENST00000321276.7	86	1200	2050	84
ENSG00000163291.10	PAQR3	ENST00000515853.1	0	267	3103	58
ENSG00000163399.11	ATP1A1	ENST00000295598.5	252	3072	330	98
ENSG00000163463.7	KRTCAP2	ENST00000295682.4	31	489	32	25
ENSG00000163527.5	STT3B	ENST00000295770.2	209	2481	1556	66
ENSG00000163870.10	TPRA1	ENST00000355552.3	377	1122	434	43
ENSG00000163900.6	TMEM41A	ENST00000421852.1	96	795	1936	4
ENSG00000163933.5	RFT1	ENST00000394738.3	53	1509	238	15
ENSG00000164040.12	PGRMC2	ENST00000296425.5	21	672	2074	47
ENSG00000164081.8	TEX264	ENST00000341333.5	91	942	307	5
ENSG00000164180.9	TMEM161B	ENST00000296595.6	125	1464	1005	106
ENSG00000164181.9	ELOVL7	ENST00000425382.1	149	846	2832	29
ENSG00000164294.9	GPX8	ENST00000503787.1	75	630	706	18
ENSG00000164414.12	SLC35A1	ENST00000369552.4	27	1014	810	9
ENSG00000164647.4	STEAP1	ENST00000297205.2	200	1020	93	73
ENSG00000164828.13	SUN1	ENST00000429178.1	0	2133	1568	185
ENSG00000164889.8	SLC4A2	ENST00000413384.2	256	3726	160	709
ENSG00000165152.4	TMEM246	ENST00000374848.3	322	1212	2710	20
ENSG00000165282.9	PIGO	ENST00000341666.3	23	3270	397	7
ENSG00000165474.5	GJB2	ENST00000382848.4	138	681	1431	21
ENSG00000165476.8	REEP3	ENST00000373758.4	183	768	4254	4
ENSG00000165650.7	PDZD8	ENST00000334464.5	240	3465	2779	2
ENSG00000165661.11	QSOX2	ENST00000358701.5	38	2097	2395	661
ENSG00000165716.5	FAM69B	ENST00000371692.4	96	1296	276	26
ENSG00000165948.6	IFI27L1	ENST00000555523.1	219	315	146	13
ENSG00000165996.9	PTPLA	ENST00000361271.3	38	867	405	75
ENSG00000166292.7	TMEM100	ENST00000424486.2	303	405	1039	53
ENSG00000166471.6	TMEM41B	ENST00000528080.1	339	876	2753	50
ENSG00000166507.12	NDST2	ENST00000309979.6	557	2652	540	19
ENSG00000166562.4	SEC11C	ENST00000588875.1	50	486	182	34
ENSG00000166619.8	BLCAP	ENST00000373537.2	315	264	1494	20
ENSG00000166734.14	CASC4	ENST00000299957.6	299	1311	2352	13
ENSG00000166794.4	PPIB	ENST00000300026.3	219	651	211	11
ENSG00000166822.8	TMEM170A	ENST00000357613.4	89	366	4504	50
ENSG00000166881.5	TMEM194A	ENST00000300128.4	24	1335	4231	163
ENSG00000167114.8	SLC27A4	ENST00000300456.4	117	1932	979	20
ENSG00000167130.13	DOLPP1	ENST00000372546.4	32	717	1428	31
ENSG00000167536.9	DHRS13	ENST00000426464.2	21	891	657	4
ENSG00000167645.12	YIF1B	ENST00000339413.6	46	945	234	157
ENSG00000167695.10	FAM57A	ENST00000308278.8	236	774	1396	4
ENSG00000167700.4	MFSD3	ENST00000301327.4	260	1239	49	161
ENSG00000167904.10	TMEM68	ENST00000434581.2	200	975	1374	43
ENSG00000167930.11	ITFG3	ENST00000301678.3	144	1659	1098	49
ENSG00000167972.9	ABCA3	ENST00000301732.5	701	5115	793	22
ENSG00000168000.10	BSCL2	ENST00000407022.3	247	1197	72	27
ENSG00000168003.12	SLC3A2	ENST00000338663.7	152	1590	162	82
ENSG00000168216.6	LMBRD1	ENST00000370577.3	230	1623	356	10
ENSG00000168282.4	MGAT2	ENST00000305386.2	498	1344	868	12
ENSG00000168389.13	MFSD2A	ENST00000372811.5	163	1593	398	47
ENSG00000168394.9	TAP1	ENST00000354258.4	162	2427	370	74
ENSG00000168569.7	TMEM223	ENST00000307366.7	27	609	652	44
ENSG00000168575.5	SLC20A2	ENST00000342228.3	370	1959	1328	7
ENSG00000168591.11	TMUB2	ENST00000319511.6	650	906	862	15
ENSG00000168701.14	TMEM208	ENST00000304800.9	106	522	165	25
ENSG00000168917.8	SLC35G2	ENST00000393079.3	149	1239	189	104
ENSG00000168936.6	TMEM129	ENST00000382936.3	494	1089	1227	7
ENSG00000169359.9	SLC33A1	ENST00000359479.3	432	1650	322	73
ENSG00000169439.7	SDC2	ENST00000522911.1	63	519	95	118
ENSG00000169682.13	SPNS1	ENST00000311008.11	377	1587	244	97
ENSG00000169826.6	CSGALNACT2	ENST00000374466.3	335	1629	1766	13
ENSG00000170088.9	TMEM192	ENST00000306480.6	146	816	5236	48
ENSG00000170113.11	NIPA1	ENST00000337435.4	25	990	5552	26
ENSG00000170293.4	CMTM8	ENST00000307526.3	294	522	358	40
ENSG00000170425.3	ADORA2B	ENST00000304222.2	332	999	404	10
ENSG00000170522.5	ELOVL6	ENST00000302274.3	341	798	1951	34
ENSG00000170540.10	ARL6IP1	ENST00000304414.7	212	612	1583	42
ENSG00000170837.2	GPR27	ENST00000304411.2	0	1128	1319	22
ENSG00000170876.7	TMEM43	ENST00000306077.4	254	1203	1884	32
ENSG00000170881.4	RNF139	ENST00000303545.3	372	1995	270	50
ENSG00000171004.13	HS6ST2	ENST00000370836.2	416	1818	2207	154
ENSG00000171135.10	JAGN1	ENST00000307768.4	169	552	972	40
ENSG00000171155.7	C1GALT1C1	ENST00000304661.5	239	957	417	7
ENSG00000171492.10	LRRC8D	ENST00000394593.3	412	2577	356	26
ENSG00000172057.5	ORMDL3	ENST00000304046.2	140	462	1509	21
ENSG00000172269.12	DPAGT1	ENST00000354202.4	487	1227	491	15
ENSG00000172292.10	CERS6	ENST00000305747.6	587	1155	5472	38
ENSG00000172893.11	DHCR7	ENST00000355527.3	277	1428	961	37
ENSG00000172954.9	LCLAT1	ENST00000379509.3	152	1131	3605	7
ENSG00000173409.9	ARV1	ENST00000310256.2	57	816	462	140
ENSG00000173456.4	RNF26	ENST00000311413.4	596	1302	889	20
ENSG00000173530.5	TNFRSF10D	ENST00000312584.3	95	1161	2282	210
ENSG00000173638.14	SLC19A1	ENST00000311124.4	153	1776	1882	68
ENSG00000173852.9	DPY19L1	ENST00000310974.4	145	2028	2697	66
ENSG00000173905.4	GOLIM4	ENST00000470487.1	690	2091	1592	13
ENSG00000174106.2	LEMD3	ENST00000308330.2	26	2736	2002	472
ENSG00000174227.11	PIGG	ENST00000453061.2	106	2952	160	432
ENSG00000174233.7	ADCY6	ENST00000550422.1	136	3348	2393	152
ENSG00000174437.12	ATP2A2	ENST00000539276.2	109	3129	856	60
ENSG00000174669.7	SLC29A2	ENST00000357440.2	229	1371	914	13
ENSG00000174684.6	B3GNT1	ENST00000311181.4	147	1248	677	7
ENSG00000174851.10	YIF1A	ENST00000376901.4	185	882	57	140
ENSG00000174915.7	PTDSS2	ENST00000308020.5	176	1464	805	60
ENSG00000175283.7	DOLK	ENST00000372586.3	316	1617	157	20
ENSG00000175548.4	ALG10B	ENST00000308742.4	316	1422	1373	10
ENSG00000176022.3	B3GALT6	ENST00000379198.2	30	990	1773	12
ENSG00000176142.8	TMEM39A	ENST00000319172.5	421	1467	2481	79
ENSG00000176454.9	LPCAT4	ENST00000314891.6	178	1575	222	40
ENSG00000176915.10	ANKLE2	ENST00000357997.5	90	2817	1574	13
ENSG00000177042.10	TMEM80	ENST00000608174.1	137	507	977	46
ENSG00000177054.9	ZDHHC13	ENST00000446113.2	121	1869	455	290
ENSG00000177058.7	SLC38A9	ENST00000318672.3	36	1686	646	120
ENSG00000177119.11	ANO6	ENST00000320560.8	202	2733	3040	295
ENSG00000177239.10	MAN1B1	ENST00000371589.4	73	2100	592	86
ENSG00000177674.11	AGTRAP	ENST00000314340.5	54	480	573	24
ENSG00000177697.13	CD151	ENST00000322008.4	144	762	642	20
ENSG00000177706.8	FAM20C	ENST00000313766.5	231	1755	765	9
ENSG00000177728.10	KIAA0195	ENST00000314256.7	394	4071	748	67
ENSG00000178467.13	P4HTM	ENST00000383729.4	371	1509	247	60
ENSG00000178719.12	GRINA	ENST00000395068.4	124	1116	574	165
ENSG00000178904.14	DPY19L3	ENST00000392250.2	198	2151	3649	44
ENSG00000178927.12	C17orf62	ENST00000306645.5	168	564	1361	20
ENSG00000179085.7	DPM3	ENST00000368400.4	59	279	71	7
ENSG00000179598.5	PLD6	ENST00000321560.3	29	759	1772	5
ENSG00000179820.11	MYADM	ENST00000391770.4	148	969	1939	36
ENSG00000180776.11	ZDHHC20	ENST00000400590.3	199	1098	572	13
ENSG00000181027.6	FKRP	ENST00000318584.5	297	1488	1547	7
ENSG00000181704.7	YIPF6	ENST00000462683.1	744	711	5286	89
ENSG00000182022.13	CHST15	ENST00000435907.1	513	1686	2479	80
ENSG00000182087.8	TMEM259	ENST00000356663.3	122	1863	702	67
ENSG00000182197.6	EXT1	ENST00000378204.2	807	2241	5222	7
ENSG00000182858.9	ALG12	ENST00000330817.6	274	1467	3609	12
ENSG00000182963.5	GJC1	ENST00000426548.1	270	1191	6179	23
ENSG00000183726.6	TMEM50A	ENST00000374358.4	553	474	1656	21
ENSG00000183853.13	KIRREL	ENST00000368172.1	12	1716	5142	311
ENSG00000184840.7	TMED9	ENST00000332598.6	57	708	708	20
ENSG00000185000.5	DGAT1	ENST00000332324.4	274	1467	263	87
ENSG00000185344.9	ATP6V0A2	ENST00000330342.3	248	2571	3723	408
ENSG00000185432.10	METTL7A	ENST00000332160.4	288	735	2367	10
ENSG00000185803.4	SLC52A2	ENST00000530047.1	164	1338	255	9
ENSG00000185825.11	BCAP31	ENST00000345046.6	408	741	440	7
ENSG00000185883.6	ATP6V0C	ENST00000330398.4	234	468	473	13
ENSG00000185885.11	IFITM1	ENST00000408968.3	318	378	159	37
ENSG00000186205.8	MARC1	ENST00000366910.5	186	1014	970	21
ENSG00000186480.8	INSIG1	ENST00000340368.4	211	834	1965	88
ENSG00000186501.10	TMEM222	ENST00000608611.1	49	528	934	21
ENSG00000187955.7	COL14A1	ENST00000297848.3	270	5391	805	9
ENSG00000188603.12	CLN3	ENST00000359984.7	323	1317	237	38
ENSG00000188706.8	ZDHHC9	ENST00000357166.6	392	1095	3082	36
ENSG00000188807.8	TMEM201	ENST00000340305.5	9	1179	2663	13
ENSG00000188811.8	NHLRC3	ENST00000379600.3	322	1044	2183	5
ENSG00000189050.10	RNFT1	ENST00000305783.8	56	1308	737	165
ENSG00000196376.6	SLC35F1	ENST00000360388.4	201	1227	3424	61
ENSG00000196547.10	MAN2A2	ENST00000360468.3	18	3453	2797	7
ENSG00000196715.5	VKORC1L1	ENST00000360768.3	105	531	5263	92
ENSG00000196937.6	FAM3C	ENST00000359943.3	214	684	1610	7
ENSG00000197136.4	PCNXL3	ENST00000355703.3	539	6105	461	36
ENSG00000197217.8	ENTPD4	ENST00000358689.4	236	1851	3774	35
ENSG00000197375.8	SLC22A5	ENST00000245407.3	221	1674	1342	21
ENSG00000197563.5	PIGN	ENST00000400334.3	353	2796	1307	2
ENSG00000197822.6	OCLN	ENST00000355237.2	436	1569	4433	67
ENSG00000197858.6	GPAA1	ENST00000355091.4	121	1866	91	20
ENSG00000197977.3	ELOVL2	ENST00000354666.3	84	891	3022	28
ENSG00000198171.8	DDRGK1	ENST00000354488.3	58	945	303	5
ENSG00000198363.11	ASPH	ENST00000356457.5	225	942	1737	53
ENSG00000198663.12	C6orf89	ENST00000480824.2	294	1044	5523	57
ENSG00000198712.1	MT-CO2	ENST00000361739.1	0	684	0	26
ENSG00000198727.2	MT-CYB	ENST00000361789.2	0	1141	0	33
ENSG00000198763.3	MT-ND2	ENST00000361453.3	0	1042	0	7
ENSG00000198792.8	TMEM184B	ENST00000361906.3	209	1224	2178	39
ENSG00000198804.2	MT-CO1	ENST00000361624.2	0	1542	0	20
ENSG00000198818.5	SFT2D1	ENST00000361731.3	110	480	489	37
ENSG00000198840.2	MT-ND3	ENST00000361227.2	0	346	0	5
ENSG00000198886.2	MT-ND4	ENST00000361381.2	0	1378	0	23
ENSG00000198899.2	MT-ATP6	ENST00000361899.2	0	681	0	5
ENSG00000198925.6	ATG9A	ENST00000396761.2	212	2520	1067	62
ENSG00000198938.2	MT-CO3	ENST00000362079.2	0	784	0	15
ENSG00000204070.5	SYS1	ENST00000243918.5	291	471	2100	13
ENSG00000204160.7	ZDHHC18	ENST00000374142.4	95	1167	3758	85
ENSG00000204267.9	TAP2	ENST00000374897.2	132	2061	3491	20
ENSG00000204310.6	AGPAT1	ENST00000375107.3	318	852	1064	7
ENSG00000204386.6	NEU1	ENST00000375631.4	130	1248	667	20
ENSG00000204427.7	ABHD16A	ENST00000395952.3	163	1677	263	60
ENSG00000205060.6	SLC35B4	ENST00000378509.4	300	996	5501	5
ENSG00000205155.3	PSENEN	ENST00000587708.2	683	306	163	19
ENSG00000206527.5	PTPLB	ENST00000383657.5	158	765	3334	42
ENSG00000212907.2	MT-ND4L	ENST00000361335.1	0	297	0	4
ENSG00000213064.5	SFT2D2	ENST00000271375.4	72	483	10485	36
ENSG00000213593.5	TMX2	ENST00000278422.4	12	891	728	20
ENSG00000213625.4	LEPROT	ENST00000371065.4	138	396	4088	7
ENSG00000214160.5	ALG3	ENST00000397676.3	31	1317	180	43
ENSG00000219200.6	RNASEK	ENST00000402093.1	205	297	245	13
ENSG00000223802.3	CERS1	ENST00000542296.2	212	720	1015	7
ENSG00000226479.3	TMEM185B	ENST00000426077.2	432	1053	646	13
ENSG00000228253.1	MT-ATP8	ENST00000361851.1	0	207	0	7
ENSG00000240849.6	TMEM189	ENST00000371652.4	97	813	1288	46
ENSG00000240857.1	RDH14	ENST00000381249.3	108	1011	468	4
ENSG00000241697.3	TMEFF1	ENST00000334943.6	0	1026	1032	291
ENSG00000243279.2	PRAF2	ENST00000376390.4	84	537	715	40
