gene_id	Symbol	tpm_cutoff	localization_cat	loc_tar_CDS	log2FoldChange.ribo.rna.KO.WT
ENSG00000108474.12	PIGL	46.84	membrane	membrane_tc<1.66	0.0825002488529414
ENSG00000108582.7	CPD	23.235	membrane	membrane_tc>5.56 & tc<65.26	-0.220271013469628
ENSG00000108588.9	CCDC47	45.025	membrane	membrane_tc>5.56 & tc<65.26	-0.107320861793844
ENSG00000108639.3	SYNGR2	57.805	membrane	membrane_tc<1.66	0.272606608241405
ENSG00000108679.8	LGALS3BP	219.31	membrane	membrane_tc<1.66	-0.131582315864158
ENSG00000108784.5	NAGLU	22.12	membrane	nontarget_membrane	-0.153506883816002
ENSG00000109016.13	DHRS7B	25.065	membrane	membrane_tc>1.66 & tc<5.56	-0.0532526005261243
ENSG00000109084.9	TMEM97	64	membrane	nontarget_membrane	0.123262599917984
ENSG00000109099.9	PMP22	13.675	membrane	nontarget_membrane	0.0127058316915226
ENSG00000109133.8	TMEM33	22.305	membrane	membrane_tc>5.56 & tc<65.26	-0.21899758745972
ENSG00000109180.10	OCIAD1	133.275	membrane	membrane_tc<1.66	0.00398444300243579
ENSG00000109255.7	NMU	31.185	membrane	membrane_tc<1.66	0.127233764526282
ENSG00000109472.9	CPE	65.315	membrane	membrane_tc>5.56 & tc<65.26	-0.0612620175540839
ENSG00000109572.9	CLCN3	14.295	membrane	membrane_tc<1.66	0.00773437036161864
ENSG00000109586.7	GALNT7	19.17	membrane	membrane_tc>1.66 & tc<5.56	-0.17233409462708
ENSG00000109736.10	MFSD10	24.81	membrane	membrane_tc>5.56 & tc<65.26	0.0778763730861652
ENSG00000109762.11	SNX25	17.44	membrane	nontarget_membrane	-0.0478702344755166
ENSG00000109861.11	CTSC	45.075	membrane	membrane_tc>1.66 & tc<5.56	-0.24550169013798
ENSG00000109929.5	SC5D	23.61	membrane	membrane_tc>5.56 & tc<65.26	-0.197297693365641
ENSG00000110108.5	TMEM109	74.595	membrane	membrane_tc<1.66	0.0419998385390711
ENSG00000110328.5	GALNT18	12.065	membrane	membrane_tc>1.66 & tc<5.56	0.101459219642745
ENSG00000110344.5	UBE4A	13.155	membrane	membrane_tc>1.66 & tc<5.56	-0.0963181795244214
ENSG00000110492.11	MDK	175.61	membrane	membrane_tc<1.66	0.18719511653798
ENSG00000110651.7	CD81	193.41	membrane	membrane_tc>1.66 & tc<5.56	0.005924558501029
ENSG00000110660.10	SLC35F2	24.365	membrane	membrane_tc>1.66 & tc<5.56	0.11656027927543
ENSG00000110811.15	LEPREL2	20.1	membrane	nontarget_membrane	0.0769882104681096
ENSG00000110881.7	ASIC1	20.29	membrane	membrane_tc>1.66 & tc<5.56	-0.000833632487225999
ENSG00000110911.10	SLC11A2	29.09	membrane	membrane_tc>5.56 & tc<65.26	-0.243794954757626
ENSG00000110917.3	MLEC	98.955	membrane	membrane_tc<1.66	0.155844212322534
ENSG00000111186.8	WNT5B	13.725	membrane	nontarget_membrane	0.069787272837517
ENSG00000111371.11	SLC38A1	53.615	membrane	membrane_tc>5.56 & tc<65.26	-0.0128081765731854
ENSG00000111666.6	CHPT1	83.395	membrane	membrane_tc>1.66 & tc<5.56	0.0386935856284752
ENSG00000111670.10	GNPTAB	14.03	membrane	membrane_tc<1.66	-0.015789760979903
ENSG00000111684.6	LPCAT3	39.09	membrane	membrane_tc>5.56 & tc<65.26	-0.0671532211793747
ENSG00000111711.5	GOLT1B	34.445	membrane	membrane_tc<1.66	-0.255355649658026
ENSG00000111775.2	COX6A1	1156.49	membrane	nontarget_membrane	0.0381867293404209
ENSG00000111817.12	DSE	15.115	membrane	nontarget_membrane	-0.0659237946963549
ENSG00000111885.5	MAN1A1	18.12	membrane	membrane_tc>5.56 & tc<65.26	-0.220018003349066
ENSG00000111897.6	SERINC1	62.39	membrane	membrane_tc>5.56 & tc<65.26	-0.134745364623203
ENSG00000111962.7	UST	12.645	membrane	membrane_tc>1.66 & tc<5.56	-0.187600973256851
ENSG00000112378.11	PERP	41.76	membrane	nontarget_membrane	0.0910259117028823
ENSG00000112394.12	SLC16A10	13.63	membrane	membrane_tc>5.56 & tc<65.26	0.000561408347624071
ENSG00000112473.12	SLC39A7	81.14	membrane	nontarget_membrane	-0.0233536310650225
ENSG00000112655.11	PTK7	44.215	membrane	membrane_tc>5.56 & tc<65.26	0.0298691726199234
ENSG00000112697.11	TMEM30A	38.79	membrane	membrane_tc>5.56 & tc<65.26	-0.054411846632938
ENSG00000112715.16	VEGFA	32.12	membrane	membrane_tc<1.66	-0.151729719312839
ENSG00000112759.12	SLC29A1	74.875	membrane	membrane_tc>5.56 & tc<65.26	0.0457030659597145
ENSG00000112763.11	BTN2A1	21.55	membrane	membrane_tc<1.66	-0.257040243749604
ENSG00000112769.14	LAMA4	17.9	membrane	nontarget_membrane	-0.370091792478082
ENSG00000112893.5	MAN2A1	12.86	membrane	membrane_tc>5.56 & tc<65.26	-0.301290686817202
ENSG00000113161.11	HMGCR	22.92	membrane	membrane_tc>5.56 & tc<65.26	-0.262934990921903
ENSG00000113194.8	FAF2	28.4	membrane	membrane_tc>1.66 & tc<5.56	0.00618395939521684
ENSG00000113296.10	THBS4	13.78	membrane	membrane_tc>1.66 & tc<5.56	-0.198599908854943
ENSG00000113583.6	C5orf15	111.305	membrane	nontarget_membrane	0.0143735140642896
ENSG00000113621.10	TXNDC15	35.04	membrane	membrane_tc>1.66 & tc<5.56	0.107258435439611
ENSG00000113719.11	ERGIC1	64.05	membrane	membrane_tc<1.66	0.198346259200818
ENSG00000113732.4	ATP6V0E1	62.565	membrane	nontarget_membrane	0.0504670189554663
ENSG00000113739.6	STC2	23	membrane	nontarget_membrane	-0.0359601803017008
ENSG00000114395.6	CYB561D2	16.4	membrane	membrane_tc<1.66	0.0793619768189322
ENSG00000114529.8	C3orf52	10.71	membrane	nontarget_membrane	-0.0456452508701386
ENSG00000114544.11	SLC41A3	34.28	membrane	membrane_tc>5.56 & tc<65.26	0.00271730406223062
ENSG00000114554.7	PLXNA1	11.47	membrane	membrane_tc>5.56 & tc<65.26	-0.105484963882228
ENSG00000114631.10	PODXL2	46.98	membrane	membrane_tc>1.66 & tc<5.56	0.0517715842515083
ENSG00000114650.14	SCAP	25.03	membrane	membrane_tc>1.66 & tc<5.56	0.0772183019811891
ENSG00000114770.12	ABCC5	12.545	membrane	membrane_tc<1.66	0.130668146823906
ENSG00000114850.2	SSR3	57.575	membrane	membrane_tc>5.56 & tc<65.26	-0.0725989107517623
ENSG00000114902.9	SPCS1	161.2	membrane	membrane_tc<1.66	-0.0667874619173964
ENSG00000114988.7	LMAN2L	11.955	membrane	nontarget_membrane	-0.0434331014889912
ENSG00000115084.8	SLC35F5	15.885	membrane	membrane_tc>5.56 & tc<65.26	-0.0878142853048221
ENSG00000115107.15	STEAP3	18.585	membrane	membrane_tc>1.66 & tc<5.56	0.00332479282514968
ENSG00000115275.7	MOGS	21.585	membrane	nontarget_membrane	-0.123715765312227
ENSG00000115307.12	AUP1	61.055	membrane	membrane_tc>1.66 & tc<5.56	-0.0303320466313328
ENSG00000115310.13	RTN4	61.585	membrane	membrane_tc>1.66 & tc<5.56	-0.0451083163240242
ENSG00000115339.9	GALNT3	12.38	membrane	membrane_tc<1.66	-0.334253514414584
ENSG00000115414.14	FN1	14.425	membrane	membrane_tc>5.56 & tc<65.26	-0.650364640113536
ENSG00000115446.7	UNC50	28.425	membrane	membrane_tc>1.66 & tc<5.56	0.0641646989369201
ENSG00000115457.5	IGFBP2	64.42	membrane	membrane_tc>1.66 & tc<5.56	0.0702734218590104
ENSG00000115461.4	IGFBP5	13.17	membrane	nontarget_membrane	0.0896894669406055
ENSG00000115486.7	GGCX	27.485	membrane	membrane_tc<1.66	-0.0838555383092363
ENSG00000115526.6	CHST10	12.005	membrane	nontarget_membrane	0.0603833675033997
ENSG00000115652.10	UXS1	18.635	membrane	nontarget_membrane	0.150166378199734
ENSG00000115828.11	QPCT	35.97	membrane	membrane_tc>5.56 & tc<65.26	-0.0368672360858573
ENSG00000115884.6	SDC1	17.615	membrane	membrane_tc<1.66	0.0789351449030122
ENSG00000116005.7	PCYOX1	16.455	membrane	membrane_tc>1.66 & tc<5.56	-0.135780798815855
ENSG00000116133.7	DHCR24	81.33	membrane	membrane_tc>1.66 & tc<5.56	-0.0647215691369079
ENSG00000116209.7	TMEM59	124.825	membrane	membrane_tc>1.66 & tc<5.56	0.0762471384604577
ENSG00000116237.11	ICMT	110.01	membrane	membrane_tc<1.66	0.282738007236666
ENSG00000116260.12	QSOX1	22.95	membrane	membrane_tc>5.56 & tc<65.26	-0.055609196624929
ENSG00000116406.14	EDEM3	11.14	membrane	membrane_tc>1.66 & tc<5.56	-0.225641804115136
ENSG00000116521.6	SCAMP3	67.58	membrane	membrane_tc>5.56 & tc<65.26	-0.0257733963594293
ENSG00000116678.14	LEPR	15.795	membrane	nontarget_membrane	-0.349598215550135
ENSG00000116685.11	KIAA2013	33.125	membrane	membrane_tc<1.66	0.0867268365953354
ENSG00000116729.9	WLS	86.235	membrane	membrane_tc>5.56 & tc<65.26	-0.0901618453983901
ENSG00000116815.11	CD58	11.75	membrane	membrane_tc>5.56 & tc<65.26	0.019597909629647
ENSG00000116857.12	TMEM9	123.855	membrane	membrane_tc<1.66	0.145065591565523
ENSG00000116962.10	NID1	38.76	membrane	membrane_tc>5.56 & tc<65.26	-0.396204595309342
ENSG00000117114.15	LPHN2	33.51	membrane	membrane_tc>1.66 & tc<5.56	-0.0445015391278586
ENSG00000117122.9	MFAP2	18.175	membrane	membrane_tc>1.66 & tc<5.56	-0.0477998491908349
ENSG00000117262.14	GPR89A	15.235	membrane	nontarget_membrane	-0.0279547626901965
ENSG00000117298.10	ECE1	18.02	membrane	membrane_tc>5.56 & tc<65.26	-0.085007265655068
ENSG00000117335.14	CD46	51.56	membrane	membrane_tc>1.66 & tc<5.56	-0.253672253919849
ENSG00000117362.8	APH1A	130.855	membrane	nontarget_membrane	0.164633215951279
ENSG00000117385.11	LEPRE1	22.14	membrane	membrane_tc>5.56 & tc<65.26	0.0503046821637709
ENSG00000117394.15	SLC2A1	29.47	membrane	membrane_tc>5.56 & tc<65.26	0.0364620610325298
ENSG00000117410.9	ATP6V0B	138.405	membrane	membrane_tc<1.66	0.118096053516037
ENSG00000117479.8	SLC19A2	13.915	membrane	membrane_tc<1.66	-0.172295232921763
ENSG00000117500.8	TMED5	44.88	membrane	membrane_tc<1.66	0.0399551292771131
ENSG00000117620.8	SLC35A3	10.565	membrane	membrane_tc>1.66 & tc<5.56	0.0648191598608732
ENSG00000117862.7	TXNDC12	55.455	membrane	membrane_tc<1.66	0.116597022312117
ENSG00000117868.11	ESYT2	34.805	membrane	membrane_tc>1.66 & tc<5.56	0.0530639689699243
ENSG00000117899.6	MESDC2	17.985	membrane	membrane_tc>1.66 & tc<5.56	0.025540301179915
ENSG00000117906.9	RCN2	147.785	membrane	membrane_tc<1.66	0.236084138317364
ENSG00000117984.8	CTSD	44.02	membrane	nontarget_membrane	-0.060616187700321
ENSG00000118363.7	SPCS2	86.215	membrane	nontarget_membrane	0.0395357072180316
ENSG00000118402.5	ELOVL4	18.33	membrane	membrane_tc>5.56 & tc<65.26	-0.120986025283694
ENSG00000118705.12	RPN2	155.015	membrane	membrane_tc>1.66 & tc<5.56	-0.138851001300359
ENSG00000118855.14	MFSD1	11.04	membrane	nontarget_membrane	-0.314190468644097
ENSG00000119523.8	ALG2	13.185	membrane	nontarget_membrane	-0.0870877250179833
ENSG00000119537.11	KDSR	20.83	membrane	membrane_tc>1.66 & tc<5.56	0.0343852061777529
ENSG00000119777.14	TMEM214	18.29	membrane	membrane_tc<1.66	0.0987390275459298
ENSG00000119820.6	YIPF4	22.795	membrane	membrane_tc>5.56 & tc<65.26	0.06193732
ENSG00000119888.6	EPCAM	58.915	membrane	membrane_tc>1.66 & tc<5.56	0.006384243
ENSG00000119899.11	SLC17A5	16.405	membrane	nontarget_membrane	-0.2089237
ENSG00000119946.9	CNNM1	11.12	membrane	membrane_tc<1.66	0.198272
ENSG00000119977.16	TCTN3	31.485	membrane	membrane_tc>1.66 & tc<5.56	-0.2254924
ENSG00000120256.5	LRP11	34.655	membrane	membrane_tc<1.66	-0.01511113
ENSG00000120451.6	SNX19	14.74	membrane	nontarget_membrane	-0.09287434
ENSG00000120697.4	ALG5	50.33	membrane	nontarget_membrane	-0.006754088
ENSG00000120725.8	SIL1	16.71	membrane	membrane_tc>1.66 & tc<5.56	-0.1607184
ENSG00000120885.15	CLU	110.41	membrane	membrane_tc>1.66 & tc<5.56	0.01882793
ENSG00000120889.8	TNFRSF10B	74.935	membrane	membrane_tc<1.66	-0.03306769
ENSG00000120942.9	UBIAD1	20.735	membrane	membrane_tc<1.66	0.2162994
ENSG00000121039.5	RDH10	13.2	membrane	membrane_tc<1.66	-0.01631712
ENSG00000121057.8	AKAP1	35.735	membrane	membrane_tc<1.66	0.1228977
ENSG00000121064.8	SCPEP1	28.35	membrane	membrane_tc>1.66 & tc<5.56	-0.1833482
ENSG00000121073.9	SLC35B1	45.675	membrane	membrane_tc>1.66 & tc<5.56	-0.0502788
ENSG00000121753.8	BAI2	11.845	membrane	membrane_tc<1.66	-0.1454917
ENSG00000121775.13	TMEM39B	12.51	membrane	nontarget_membrane	0.254689
ENSG00000121940.11	CLCC1	22.39	membrane	membrane_tc<1.66	0.05875754
ENSG00000122642.6	FKBP9	24.7	membrane	membrane_tc>1.66 & tc<5.56	0.03661718
ENSG00000122643.14	NT5C3A	26.285	membrane	membrane_tc<1.66	0.1422928
ENSG00000122884.8	P4HA1	19.55	membrane	membrane_tc>5.56 & tc<65.26	-0.04031494
ENSG00000123131.8	PRDX4	395.21	membrane	membrane_tc>1.66 & tc<5.56	-0.01406372
ENSG00000123146.15	CD97	20.245	membrane	membrane_tc>5.56 & tc<65.26	-0.1751886
ENSG00000123179.9	EBPL	128.205	membrane	membrane_tc<1.66	0.1290716
ENSG00000123353.5	ORMDL2	24.9	membrane	nontarget_membrane	-0.1811485
ENSG00000123983.9	ACSL3	69.07	membrane	membrane_tc>5.56 & tc<65.26	-0.2134398
ENSG00000124145.5	SDC4	22.28	membrane	membrane_tc<1.66	0.1163973
ENSG00000124155.12	PIGT	42.955	membrane	membrane_tc>1.66 & tc<5.56	-0.2697186
ENSG00000124508.12	BTN2A2	17.18	membrane	membrane_tc<1.66	-0.3643618
ENSG00000124783.8	SSR1	63.78	membrane	membrane_tc>5.56 & tc<65.26	-0.05904378
ENSG00000125037.8	EMC3	77.895	membrane	membrane_tc>1.66 & tc<5.56	-0.02862106
ENSG00000125247.11	TMTC4	24.255	membrane	membrane_tc>1.66 & tc<5.56	0.1194439
ENSG00000125257.9	ABCC4	15.89	membrane	membrane_tc>5.56 & tc<65.26	-0.2766609
ENSG00000125266.6	EFNB2	34.105	membrane	nontarget_membrane	0.1667263
ENSG00000125304.8	TM9SF2	58.68	membrane	membrane_tc>5.56 & tc<65.26	-0.131925
ENSG00000125505.12	MBOAT7	22.22	membrane	nontarget_membrane	-0.1309633
ENSG00000125827.4	TMX4	14.715	membrane	membrane_tc>5.56 & tc<65.26	0.2188736
ENSG00000125844.11	RRBP1	11.835	membrane	nontarget_membrane	-0.1436739
ENSG00000125912.6	NCLN	44.46	membrane	membrane_tc>1.66 & tc<5.56	0.0224957
ENSG00000125991.14	ERGIC3	280.24	membrane	membrane_tc<1.66	0.1940321
ENSG00000126062.3	TMEM115	28.07	membrane	nontarget_membrane	0.1588744
ENSG00000126709.10	IFI6	20.105	membrane	nontarget_membrane	0.4600495
ENSG00000126773.8	PCNXL4	11.835	membrane	nontarget_membrane	0.076046
ENSG00000126777.13	KTN1	23.28	membrane	membrane_tc<1.66	-0.3082458
ENSG00000126821.7	SGPP1	12.925	membrane	membrane_tc>5.56 & tc<65.26	-0.196554
ENSG00000126903.11	SLC10A3	11.14	membrane	nontarget_membrane	0.2003026
ENSG00000127022.10	CANX	275.885	membrane	membrane_tc>5.56 & tc<65.26	-0.115038
ENSG00000127418.10	FGFRL1	17.725	membrane	nontarget_membrane	0.167276
ENSG00000127463.9	EMC1	21.55	membrane	membrane_tc>5.56 & tc<65.26	-0.2011148
ENSG00000127526.9	SLC35E1	18.66	membrane	nontarget_membrane	-0.08742598
ENSG00000127948.9	POR	26.33	membrane	membrane_tc<1.66	-0.2784166
ENSG00000127990.11	SGCE	36.01	membrane	membrane_tc<1.66	-0.02367782
ENSG00000128011.4	LRFN1	13.705	membrane	membrane_tc<1.66	0.04323893
ENSG00000128039.6	SRD5A3	10.76	membrane	membrane_tc>5.56 & tc<65.26	0.1395042
ENSG00000128228.4	SDF2L1	39.445	membrane	membrane_tc<1.66	0.3880961
ENSG00000128463.8	EMC4	101.61	membrane	nontarget_membrane	0.08354047
ENSG00000128567.12	PODXL	19.88	membrane	membrane_tc>5.56 & tc<65.26	-0.1647605
ENSG00000128595.12	CALU	112.275	membrane	nontarget_membrane	0.02038831
ENSG00000128602.5	SMO	22.01	membrane	membrane_tc<1.66	-0.05803497
ENSG00000128699.9	ORMDL1	34.335	membrane	membrane_tc>1.66 & tc<5.56	0.07278387
ENSG00000128791.7	TWSG1	26.935	membrane	membrane_tc>1.66 & tc<5.56	0.1112461
ENSG00000128973.7	CLN6	46.6	membrane	nontarget_membrane	0.2143525
ENSG00000129038.11	LOXL1	12.255	membrane	membrane_tc<1.66	0.216603
ENSG00000129103.13	SUMF2	60.825	membrane	membrane_tc<1.66	-0.03671855
ENSG00000129128.8	SPCS3	36.385	membrane	membrane_tc<1.66	0.06657461
ENSG00000129255.10	MPDU1	102.555	membrane	membrane_tc<1.66	-0.05367744
ENSG00000129353.10	SLC44A2	23.1	membrane	membrane_tc>5.56 & tc<65.26	-0.212508
ENSG00000129562.6	DAD1	205.035	membrane	membrane_tc<1.66	0.1170595
ENSG00000129625.8	REEP5	51.26	membrane	membrane_tc<1.66	0.06538347
ENSG00000129636.8	ITFG1	23.63	membrane	membrane_tc>5.56 & tc<65.26	-0.02550576
ENSG00000130175.5	PRKCSH	177.735	membrane	membrane_tc>1.66 & tc<5.56	0.0238281
ENSG00000130193.7	THEM6	26.385	membrane	nontarget_membrane	0.1243877
ENSG00000130202.5	PVRL2	50.64	membrane	membrane_tc>1.66 & tc<5.56	0.2292765
ENSG00000130203.5	APOE	12.715	membrane	nontarget_membrane	0.1680559
ENSG00000130208.5	APOC1	53.24	membrane	nontarget_membrane	0.05322385
ENSG00000130303.8	BST2	18.145	membrane	membrane_tc<1.66	0.05356035
ENSG00000130309.6	COLGALT1	48.85	membrane	membrane_tc>5.56 & tc<65.26	0.1923699
ENSG00000130508.6	PXDN	11.455	membrane	membrane_tc>1.66 & tc<5.56	-0.2172648
ENSG00000130702.9	LAMA5	20.175	membrane	membrane_tc>1.66 & tc<5.56	-0.6770997
ENSG00000130714.11	POMT1	34.995	membrane	membrane_tc>5.56 & tc<65.26	-0.2202936
ENSG00000130733.6	YIPF2	34.855	membrane	membrane_tc>1.66 & tc<5.56	0.35945
ENSG00000130962.13	PRRG1	12.53	membrane	nontarget_membrane	-0.08986808
ENSG00000131067.12	GGT7	12.12	membrane	membrane_tc>5.56 & tc<65.26	-0.05454422
ENSG00000131238.12	PPT1	79.03	membrane	membrane_tc>1.66 & tc<5.56	-0.078453
ENSG00000131389.12	SLC6A6	16.785	membrane	membrane_tc>5.56 & tc<65.26	-0.1884743
ENSG00000131446.11	MGAT1	59.615	membrane	nontarget_membrane	0.2214472
ENSG00000131504.11	DIAPH1	34.585	membrane	membrane_tc<1.66	-0.09426206
ENSG00000131507.9	NDFIP1	46.345	membrane	membrane_tc>5.56 & tc<65.26	0.00625344
ENSG00000131591.13	C1orf159	14.11	membrane	membrane_tc<1.66	0.2557405
ENSG00000131724.6	IL13RA1	18.645	membrane	membrane_tc>1.66 & tc<5.56	0.124408
ENSG00000131748.11	STARD3	32.34	membrane	membrane_tc>1.66 & tc<5.56	0.03550774
ENSG00000131871.10	VIMP	60.995	membrane	membrane_tc<1.66	0.1976771
ENSG00000131873.5	CHSY1	15.62	membrane	nontarget_membrane	0.185153
ENSG00000132182.7	NUP210	48.865	membrane	membrane_tc>5.56 & tc<65.26	-0.4210128
ENSG00000132329.6	RAMP1	52.16	membrane	nontarget_membrane	0.2884992
ENSG00000132386.6	SERPINF1	20.92	membrane	membrane_tc>5.56 & tc<65.26	-0.1930681
ENSG00000132581.5	SDF2	44.96	membrane	nontarget_membrane	0.07336477
ENSG00000132670.16	PTPRA	28.7	membrane	membrane_tc<1.66	0.09258238
ENSG00000132824.9	SERINC3	39.395	membrane	membrane_tc>5.56 & tc<65.26	-0.02906156
ENSG00000133027.13	PEMT	47.16	membrane	membrane_tc>1.66 & tc<5.56	0.1454769
ENSG00000133065.6	SLC41A1	21.905	membrane	membrane_tc>1.66 & tc<5.56	-0.04021197
ENSG00000133318.9	RTN3	102.115	membrane	membrane_tc>5.56 & tc<65.26	-0.1413692
ENSG00000133597.5	ADCK2	42.445	membrane	nontarget_membrane	0.02059898
ENSG00000133657.10	ATP13A3	56.555	membrane	membrane_tc>1.66 & tc<5.56	-0.1009205
ENSG00000133678.9	TMEM254	31.625	membrane	membrane_tc<1.66	-0.09673144
ENSG00000133687.11	TMTC1	11.15	membrane	membrane_tc<1.66	0.2471564
ENSG00000133872.9	TMEM66	91.09	membrane	membrane_tc>5.56 & tc<65.26	-0.0564678
ENSG00000133874.1	RNF122	10.995	membrane	nontarget_membrane	0.0674491
ENSG00000133935.6	C14orf1	13.67	membrane	membrane_tc>5.56 & tc<65.26	0.01203399
ENSG00000134109.6	EDEM1	12.57	membrane	membrane_tc<1.66	0.3741854
ENSG00000134153.5	EMC7	73.105	membrane	membrane_tc>1.66 & tc<5.56	0.02497349
ENSG00000134243.7	SORT1	21.485	membrane	membrane_tc>5.56 & tc<65.26	-0.03983476
ENSG00000134247.9	PTGFRN	36.67	membrane	membrane_tc<1.66	0.04339584
ENSG00000134250.13	NOTCH2	22.285	membrane	membrane_tc>5.56 & tc<65.26	-0.2455547
ENSG00000134255.9	CEPT1	32.57	membrane	membrane_tc>5.56 & tc<65.26	-0.313748
ENSG00000134285.6	FKBP11	47.045	membrane	membrane_tc<1.66	-0.708833
ENSG00000134294.9	SLC38A2	71.59	membrane	membrane_tc>5.56 & tc<65.26	-0.1361512
ENSG00000134824.9	FADS2	61.78	membrane	membrane_tc>5.56 & tc<65.26	-0.1150178
ENSG00000134851.8	TMEM165	48.845	membrane	membrane_tc>1.66 & tc<5.56	0.1465328
ENSG00000134871.13	COL4A2	21.61	membrane	membrane_tc>5.56 & tc<65.26	-0.3307737
ENSG00000134882.11	UBAC2	76.785	membrane	membrane_tc>1.66 & tc<5.56	0.07241973
ENSG00000134901.8	KDELC1	15.53	membrane	membrane_tc>5.56 & tc<65.26	-0.03219169
ENSG00000134910.8	STT3A	83.1	membrane	membrane_tc>5.56 & tc<65.26	-0.1652434
ENSG00000134970.13	TMED7	41.655	membrane	nontarget_membrane	0.1724285
ENSG00000135047.10	CTSL	45.005	membrane	nontarget_membrane	0.07787498
ENSG00000135052.12	GOLM1	88.55	membrane	membrane_tc<1.66	0.1976982
ENSG00000135124.10	P2RX4	10.345	membrane	nontarget_membrane	0.05846758
ENSG00000135211.5	TMEM60	16.125	membrane	membrane_tc<1.66	-0.1638213
ENSG00000135317.8	SNX14	41.14	membrane	membrane_tc>1.66 & tc<5.56	-0.2042403
ENSG00000135333.9	EPHA7	12.95	membrane	membrane_tc>1.66 & tc<5.56	-0.4602915
ENSG00000135346.4	CGA	13.82	membrane	membrane_tc<1.66	0.5480479
ENSG00000135404.7	CD63	289.305	membrane	membrane_tc<1.66	0.1984869
ENSG00000135452.5	TSPAN31	39.73	membrane	membrane_tc>1.66 & tc<5.56	-0.109219
ENSG00000135503.8	ACVR1B	19.485	membrane	membrane_tc>1.66 & tc<5.56	-0.1175135
ENSG00000135506.11	OS9	64.74	membrane	membrane_tc>1.66 & tc<5.56	-0.2035641
ENSG00000135535.10	CD164	105.86	membrane	membrane_tc>5.56 & tc<65.26	-0.05810834
ENSG00000135677.6	GNS	19.99	membrane	membrane_tc>5.56 & tc<65.26	-0.1368663
ENSG00000135750.10	KCNK1	12.21	membrane	membrane_tc>5.56 & tc<65.26	-0.0354457
ENSG00000135862.5	LAMC1	40.56	membrane	membrane_tc>5.56 & tc<65.26	-0.3404342
ENSG00000135916.11	ITM2C	103.45	membrane	membrane_tc>1.66 & tc<5.56	0.24622
ENSG00000135919.8	SERPINE2	25.24	membrane	membrane_tc>1.66 & tc<5.56	0.004041021
ENSG00000135926.8	TMBIM1	12.89	membrane	membrane_tc<1.66	-0.2221667
ENSG00000136026.9	CKAP4	53.64	membrane	membrane_tc>1.66 & tc<5.56	0.06760413
ENSG00000136156.8	ITM2B	108.255	membrane	membrane_tc>1.66 & tc<5.56	-0.0904976
ENSG00000136240.5	KDELR2	86.42	membrane	nontarget_membrane	0.09407535
ENSG00000136295.10	TTYH3	21.02	membrane	membrane_tc>5.56 & tc<65.26	-0.05693494
ENSG00000136720.6	HS6ST1	14.49	membrane	nontarget_membrane	-0.01847268
ENSG00000136731.8	UGGT1	11.8	membrane	membrane_tc>1.66 & tc<5.56	-0.3498088
ENSG00000136770.6	DNAJC1	13.69	membrane	membrane_tc>1.66 & tc<5.56	-0.1658361
ENSG00000136802.7	LRRC8A	12.36	membrane	membrane_tc<1.66	0.2081896
ENSG00000136816.11	TOR1B	15.72	membrane	membrane_tc<1.66	0.0190273
ENSG00000136827.11	TOR1A	50.975	membrane	nontarget_membrane	0.1192193
ENSG00000136868.9	SLC31A1	22.375	membrane	membrane_tc>1.66 & tc<5.56	-0.06239802
ENSG00000136943.6	CTSV	17.62	membrane	nontarget_membrane	-0.06299032
ENSG00000136986.5	DERL1	32.015	membrane	membrane_tc>5.56 & tc<65.26	0.008961197
ENSG00000137161.12	CNPY3	27.385	membrane	nontarget_membrane	-0.005610256
ENSG00000137207.7	YIPF3	63.165	membrane	membrane_tc>1.66 & tc<5.56	-0.05343083
ENSG00000137216.14	TMEM63B	13.49	membrane	membrane_tc>5.56 & tc<65.26	0.09987983
ENSG00000137404.10	NRM	19.38	membrane	nontarget_membrane	-0.1249866
ENSG00000137414.5	FAM8A1	23.055	membrane	membrane_tc<1.66	0.005282791
ENSG00000137509.6	PRCP	42.875	membrane	membrane_tc>1.66 & tc<5.56	-0.09042042
ENSG00000137522.13	RNF121	15.85	membrane	membrane_tc<1.66	-0.2009645
ENSG00000137563.7	GGH	52.87	membrane	membrane_tc>1.66 & tc<5.56	0.1730952
ENSG00000137700.12	SLC37A4	58.85	membrane	nontarget_membrane	-0.1398102
ENSG00000137726.11	FXYD6	11.65	membrane	nontarget_membrane	0.01492649
ENSG00000137824.11	RMDN3	29.43	membrane	membrane_tc<1.66	0.2084294
ENSG00000137842.2	TMEM62	11.92	membrane	membrane_tc<1.66	-0.2119756
ENSG00000137845.10	ADAM10	12.185	membrane	membrane_tc>5.56 & tc<65.26	-0.1573334
ENSG00000138018.13	EPT1	15.575	membrane	membrane_tc<1.66	-0.05141812
ENSG00000138031.10	ADCY3	50.995	membrane	membrane_tc>1.66 & tc<5.56	-0.08690436
ENSG00000138074.10	SLC5A6	34.77	membrane	membrane_tc>5.56 & tc<65.26	-0.0830743
ENSG00000138085.12	ATRAID	93.7	membrane	membrane_tc>1.66 & tc<5.56	-0.01855323
ENSG00000138138.9	ATAD1	41.12	membrane	membrane_tc>1.66 & tc<5.56	-0.1298057
ENSG00000138600.5	SPPL2A	19	membrane	membrane_tc>1.66 & tc<5.56	-0.0971509
ENSG00000138604.5	GLCE	26.88	membrane	membrane_tc<1.66	0.1357454
