gene_id	Symbol	tpm_cutoff	log2FoldChange.mem.cyt.293	log2FoldChange.mem.cyt.2A15	labels
ENSG00000100401.15	RANGAP1	102.395	-0.487508958290258	-0.343408618416754	NA
ENSG00000100403.10	ZC3H7B	30.26	-0.438669432104329	-0.651819703662802	NA
ENSG00000100410.3	PHF5A	131.865	-0.342954022163956	-0.227478529282621	NA
ENSG00000100412.11	ACO2	47.825	-0.328605752631068	0.202888313936296	NA
ENSG00000100413.12	POLR3H	47.53	-0.0129961704398309	-0.160053303084355	NA
ENSG00000100416.8	TRMU	49.95	-0.143904094976584	-0.056721421835541	NA
ENSG00000100417.7	PMM1	29.055	-0.0600934898741026	0.103166622359244	NA
ENSG00000100418.7	DESI1	37.455	0.0399900985935542	-0.145346119080434	NA
ENSG00000100422.9	CERK	27.48	-0.21373389515732	-0.427086954888083	NA
ENSG00000100425.14	BRD1	15.46	-0.831504403570718	-0.530890071715331	NA
ENSG00000100426.6	ZBED4	17.145	0.122655558761701	0.0852846230146625	NA
ENSG00000100441.5	KHNYN	19.59	-0.440413807966501	-0.48685803754767	NA
ENSG00000100442.6	FKBP3	124.67	-0.653297841154998	-0.503961338197065	NA
ENSG00000100445.12	SDR39U1	58.88	-0.102937673094681	-0.0977375520897045	NA
ENSG00000100461.13	RBM23	47.445	-0.500835160631221	-0.359363577830383	NA
ENSG00000100462.11	PRMT5	101.17	-0.75480062349223	-0.42364933341512	NA
ENSG00000100473.11	COCH	101.43	3.55015207965129	3.5082320860998	NA
ENSG00000100479.8	POLE2	22.835	-0.444613001844565	-0.112313191245858	NA
ENSG00000100504.12	PYGL	51.11	-0.548619596658621	-0.529919574626152	NA
ENSG00000100519.7	PSMC6	72.76	-0.800176367023848	-0.558802125608096	NA
ENSG00000100522.4	GNPNAT1	40.065	-0.425574584118795	-0.630950511808024	NA
ENSG00000100526.15	CDKN3	61.335	-0.181542179555067	-0.193292644516677	NA
ENSG00000100528.7	CNIH1	117.16	2.36106265800886	2.94343588204619	NA
ENSG00000100532.7	CGRRF1	11.405	1.57696553529511	1.9886932204476	NA
ENSG00000100554.7	ATP6V1D	42.155	-0.408681585051654	-0.228380691958268	NA
ENSG00000100564.4	PIGH	34.31	2.6080118496363	3.04258749145115	NA
ENSG00000100567.8	PSMA3	196.56	-0.775058740208766	-0.703727930228786	NA
ENSG00000100568.6	VTI1B	34.305	-0.409615044532223	-0.486741286094596	NA
ENSG00000100575.9	TIMM9	41.65	0.0648609220495996	0.161325484798722	NA
ENSG00000100577.14	GSTZ1	32.385	-0.0289920774875378	-0.194261674602519	NA
ENSG00000100580.7	TMED8	14.58	-0.333269278151567	-0.396999703044848	NA
ENSG00000100591.3	AHSA1	174.34	-0.520169821667471	-0.447527735543105	NA
ENSG00000100596.2	SPTLC2	10.875	2.6654171498146	2.67081100679771	NA
ENSG00000100600.10	LGMN	39.115	4.35369816522447	4.80537729105043	NA
ENSG00000100603.9	SNW1	53.79	-1.030300208152	-0.698020400488313	NA
ENSG00000100605.12	ITPK1	36.375	-0.200458704781918	-0.361695017567508	NA
ENSG00000100612.9	DHRS7	25.96	3.28452135701935	3.46878811808718	NA
ENSG00000100614.13	PPM1A	15.58	-0.219993767593116	-0.148005151190736	NA
ENSG00000100632.6	ERH	332.86	-0.160547439276143	-0.26510306351986	NA
ENSG00000100644.12	HIF1A	33.245	-0.925779408139171	-0.529515226520572	NA
ENSG00000100650.11	SRSF5	164.39	-0.753612758639331	-0.572240070243502	NA
ENSG00000100664.6	EIF5	83.035	-0.377117095942834	-0.328044403018777	NA
ENSG00000100697.10	DICER1	14.745	-0.240178311943368	-0.406007299958786	NA
ENSG00000100711.9	ZFYVE21	33.675	-0.141229638036605	-0.133476441291796	NA
ENSG00000100714.11	MTHFD1	125.265	-1.11676316991477	-0.7080469085556	NA
ENSG00000100722.14	ZC3H14	25.485	-0.681882670853872	-0.583830692823805	NA
ENSG00000100726.10	TELO2	35.525	-0.245933009733101	-0.171860815338059	NA
ENSG00000100744.10	GSKIP	25.515	-0.302567010649212	-0.256649777492059	NA
ENSG00000100749.3	VRK1	61.59	-1.26703527850807	-0.922554172354386	NA
ENSG00000100764.9	PSMC1	129.555	-0.474730051643735	-0.0410136875405708	NA
ENSG00000100796.13	SMEK1	39.38	-0.0905641933060357	-0.112286218656149	NA
ENSG00000100804.14	PSMB5	206.285	-0.456517572315795	-0.429063741141439	NA
ENSG00000100811.6	YY1	55.885	-0.307926747498097	-0.374894269668321	NA
ENSG00000100813.10	ACIN1	89.79	-0.446478755061561	-0.239611500104424	NA
ENSG00000100814.13	CCNB1IP1	114.575	-0.18187039788626	-0.0715031386621937	NA
ENSG00000100823.7	APEX1	154.35	-0.645700556226614	-0.486731314683563	NA
ENSG00000100836.6	PABPN1	90.5	-0.494600578063507	-0.683702649695036	NA
ENSG00000100852.8	ARHGAP5	12.43	-0.311051213006833	-0.348402502858157	NA
ENSG00000100865.10	CINP	60.315	-0.273149383148065	-0.323867166037067	NA
ENSG00000100883.7	SRP54	28.3	-1.18201610964608	-0.801619826046144	NA
ENSG00000100888.8	CHD8	30.6	-0.181541372241483	-0.022396602734874	NA
ENSG00000100889.7	PCK2	17.33	-0.28586228390001	-0.0984390985738407	NA
ENSG00000100890.11	KIAA0391	22.48	-0.459752853371029	-0.0383753550955077	NA
ENSG00000100897.13	DCAF11	34.435	-0.394629833392267	-0.374941184720116	NA
ENSG00000100902.6	PSMA6	199.57	-0.399431636714677	-0.177998227112779	NA
ENSG00000100906.6	NFKBIA	11.425	-0.663900701916358	-0.166548994524517	NA
ENSG00000100908.9	EMC9	27.735	-0.1477042294718	0.00643671251200229	NA
ENSG00000100911.9	PSME2	61.88	-0.295705884089017	0.0825306122505527	NA
ENSG00000100916.9	BRMS1L	17.735	-0.648854683326907	-0.621742356735233	NA
ENSG00000100926.10	TM9SF1	19.585	3.50557155555299	3.59977939863715	NA
ENSG00000100934.10	SEC23A	39.7	-0.73497580706962	-0.604397797680659	NA
ENSG00000100938.13	GMPR2	48.575	-0.585614356769788	-0.542368671284228	NA
ENSG00000100941.4	PNN	47.15	-0.491263149932999	-0.2398064970373	NA
ENSG00000100949.10	RABGGTA	14.705	-0.424139914780272	0.114819489583561	NA
ENSG00000100968.9	NFATC4	10.965	0.143242750303885	-0.164597770041028	NA
ENSG00000100982.7	PCIF1	18.875	0.164333517386858	0.200825955777089	NA
ENSG00000100983.5	GSS	45.995	-0.318543627019514	-0.167165314317282	NA
ENSG00000100991.7	TRPC4AP	40.215	-0.411800533779738	-0.136430337249206	NA
ENSG00000100994.7	PYGB	24.56	-0.612843991894823	-0.599939764897468	NA
ENSG00000100997.14	ABHD12	25.135	2.74623325289873	3.17322813171914	NA
ENSG00000101000.4	PROCR	42.04	1.98340410099662	2.3063065670717	NA
ENSG00000101003.8	GINS1	53.845	-0.0393196048302386	-0.128907093341791	NA
ENSG00000101019.17	UQCC1	77.625	0.364630395204439	0.676263476025991	NA
ENSG00000101040.15	ZMYND8	10.47	-0.466502683680196	-0.351859912021859	NA
ENSG00000101052.8	IFT52	36.14	-0.326231418004223	-0.160269820938581	NA
ENSG00000101057.11	MYBL2	191.985	-0.296912520338619	-0.411972336485628	NA
ENSG00000101079.16	NDRG3	40.015	-0.262059385616832	-0.306325929925098	NA
ENSG00000101084.12	C20orf24	134.56	1.00508555447803	1.29792223334985	NA
ENSG00000101098.8	RIMS4	17.775	-0.430892154314884	-0.59605225675184	NA
ENSG00000101104.8	PABPC1L	10.945	1.69850371909601	1.76797566510521	NA
ENSG00000101109.7	STK4	20.625	-0.392015962208212	-0.476382239461903	NA
ENSG00000101126.11	ADNP	26.365	-0.229825108625437	0.0194346517734719	NA
ENSG00000101132.5	PFDN4	146.935	-0.427302985327914	-0.223949542794301	NA
ENSG00000101138.7	CSTF1	30.895	-0.045312622448664	0.234714673873947	NA
ENSG00000101144.8	BMP7	31.235	2.24620393805581	2.33591935345145	NA
ENSG00000101146.8	RAE1	68.625	-0.511134761690946	-0.289991759286737	NA
ENSG00000101150.13	TPD52L2	63.26	-0.293799644200474	-0.322938973436621	NA
ENSG00000101152.6	DNAJC5	29.305	-0.185161944293845	-0.180080341563812	NA
ENSG00000101158.8	NELFCD	80.69	-0.114460327898241	-0.0310427371291689	NA
ENSG00000101160.9	CTSZ	33.42	3.27680505459165	3.44193453877229	NA
ENSG00000101161.6	PRPF6	42.865	-1.34021156371512	-0.790635220029028	NA
ENSG00000101166.11	SLMO2	116.48	-0.362794029194396	-0.401610444853753	NA
ENSG00000101181.13	MTG2	50.35	0.0259455456498961	-0.02019212883436	NA
ENSG00000101182.10	PSMA7	309.455	0.00204346892267377	0.0854447594968824	NA
ENSG00000101187.11	SLCO4A1	16.4	3.65649486831823	3.54878200866642	NA
ENSG00000101189.5	MRGBP	43.065	-0.281555673481536	-0.412060891200163	NA
ENSG00000101190.8	TCFL5	17.96	-0.097748892925404	-0.146190423530179	NA
ENSG00000101191.12	DIDO1	18.645	0.517539320157495	0.657152025503529	NA
ENSG00000101193.6	GID8	43.305	-0.190323333911463	-0.236637581645283	NA
ENSG00000101199.8	ARFGAP1	41.015	-0.402877686761638	-0.168585759421797	NA
ENSG00000101210.6	EEF1A2	47.72	-0.43907929092103	-0.344781946629333	NA
ENSG00000101220.13	C20orf27	81.88	0.0139110500884124	-0.0155200816055082	NA
ENSG00000101224.13	CDC25B	46.175	-0.234421912878063	-0.248069867431151	NA
ENSG00000101246.15	ARFRP1	17.66	-0.20079896566265	-0.180592301780175	NA
ENSG00000101247.13	NDUFAF5	20.655	-0.097660568482022	-0.283624594946401	NA
ENSG00000101255.6	TRIB3	23.62	0.190814198528572	0.191929140828954	NA
ENSG00000101266.12	CSNK2A1	92.5	-0.615004222785149	-0.649800410510961	NA
ENSG00000101290.9	CDS2	23.415	2.86585589147378	2.69525555873105	NA
ENSG00000101294.12	HM13	124.12	2.50720430365669	3.00579749266834	NA
ENSG00000101310.10	SEC23B	58	-0.901338436526801	-0.675311357245475	NA
ENSG00000101337.11	TM9SF4	34.48	3.23420364923423	2.79097641341739	NA
ENSG00000101343.10	CRNKL1	12.415	-1.06876784610754	-0.686813891310939	NA
ENSG00000101346.7	POFUT1	37.285	2.93448072784018	2.80503163763997	NA
ENSG00000101347.7	SAMHD1	16.85	-0.922483707915498	-0.777078460309758	NA
ENSG00000101350.6	KIF3B	13.015	-0.284338062825754	-0.494159988509194	NA
ENSG00000101361.10	NOP56	471.075	0.112632896795387	0.160404127462731	NA
ENSG00000101363.8	MANBAL	78.28	1.36969160111472	1.59058751194344	NA
ENSG00000101365.16	IDH3B	137.945	-0.516754944250567	-0.276145315383224	NA
ENSG00000101367.8	MAPRE1	136.46	-0.71045954741773	-0.636693127190841	NA
ENSG00000101391.16	CDK5RAP1	49.865	-0.833139869409956	-0.483870196433845	NA
ENSG00000101407.8	TTI1	14.155	0.208809403244203	0.318863861468627	NA
ENSG00000101412.9	E2F1	50.925	0.0751721995916862	0.0448529421504155	NA
ENSG00000101413.7	RPRD1B	22.395	-0.767522759457553	-0.56009470078913	NA
ENSG00000101421.3	CHMP4B	84.83	-0.282262809743261	-0.308083277881533	NA
ENSG00000101439.4	CST3	121.86	3.92521245558479	4.21201569890079	NA
ENSG00000101444.8	AHCY	289.505	-0.588479096726581	-0.372024139673896	NA
ENSG00000101447.9	FAM83D	24.125	-0.273453867160493	-0.0854591692913685	NA
ENSG00000101457.8	DNTTIP1	45.68	-0.216418426718273	-0.0744290089162076	NA
ENSG00000101464.6	PIGU	21.21	3.85683293556582	3.16770635579737	NA
ENSG00000101473.12	ACOT8	34.87	-0.0283604658397332	-0.111337929055749	NA
ENSG00000101474.7	APMAP	68.665	3.80958307522363	3.98557488486301	NA
ENSG00000101544.4	ADNP2	13.515	-0.0677672197059377	-0.22588116293608	NA
ENSG00000101546.8	RBFA	20.495	-0.272289941597985	-0.249729081868695	NA
ENSG00000101557.10	USP14	42.185	-0.855382140919644	-0.404991754046094	NA
ENSG00000101558.9	VAPA	103.25	-0.364844026154154	-0.211697638889543	NA
ENSG00000101596.10	SMCHD1	12.235	-0.866120716909383	-0.775647483419229	NA
ENSG00000101608.8	MYL12A	100.455	-0.39257771118344	-0.0697319999348252	NA
ENSG00000101654.13	RNMT	18.1	-0.670420821069685	-0.733130387889549	NA
ENSG00000101752.7	MIB1	12.405	-0.721910908992876	-0.726836818835102	NA
ENSG00000101773.12	RBBP8	22.135	-0.200164853761142	-0.186467699199869	NA
ENSG00000101782.10	RIOK3	17.24	-0.698125005963343	-0.667697447682027	NA
ENSG00000101811.9	CSTF2	25.405	-0.915780716064418	-0.530835871670425	NA
ENSG00000101843.14	PSMD10	94.27	-0.530925143785185	-0.446130906713799	NA
ENSG00000101849.11	TBL1X	12.98	-0.28370234951311	-0.59638067036543	NA
ENSG00000101856.8	PGRMC1	233.235	3.76600081662329	3.93354659210787	NA
ENSG00000101868.6	POLA1	15.56	-1.10904035460402	-0.784548656439886	NA
ENSG00000101871.10	MID1	13.44	0.142415248206434	0.224924441047122	NA
ENSG00000101882.5	NKAP	26.57	-0.659218206556793	-0.525056558303512	NA
ENSG00000101901.6	ALG13	39.05	-0.189685663138129	-0.191744215846047	NA
ENSG00000101911.8	PRPS2	79.835	-0.686301527372112	-0.525424847360801	NA
ENSG00000101928.8	MOSPD1	13.885	-0.325550039815667	-0.308717689371383	NA
ENSG00000101940.13	WDR13	30.5	-0.304522110991993	-0.457452552175432	NA
ENSG00000101945.12	SUV39H1	23.155	-0.396510721309805	-0.469962688170634	NA
ENSG00000101966.8	XIAP	28.735	-0.661008867585844	-0.889648997061537	NA
ENSG00000101972.14	STAG2	54.935	-0.4636247675284	-0.331032863357843	NA
ENSG00000101974.10	ATP11C	27.825	2.83766904292514	2.77335272514466	NA
ENSG00000101997.8	CCDC22	10.745	-0.546305133914125	-0.15504610151281	NA
ENSG00000102003.6	SYP	17.7	3.38959300043845	3.29496987403967	NA
ENSG00000102007.6	PLP2	133.13	3.06337179059405	3.46888815187474	NA
ENSG00000102024.13	PLS3	154.38	-2.00642405690826	-1.46397362776911	NA
ENSG00000102030.11	NAA10	240.775	-0.209350929147364	-0.182191552347602	NA
ENSG00000102034.12	ELF4	14.88	-0.0439496703401651	0.0281694979467905	NA
ENSG00000102038.11	SMARCA1	19.9	-1.67690826682674	-1.27805270302618	NA
ENSG00000102054.13	RBBP7	332.36	-0.746924605886061	-0.564725915748171	NA
ENSG00000102078.11	SLC25A14	40.865	0.231578317218506	0.396640464514157	NA
ENSG00000102081.9	FMR1	36.475	-0.627252722235487	-0.737017739428294	NA
ENSG00000102096.9	PIM2	32.37	0.0670013333498181	0.0585552138654305	NA
ENSG00000102098.13	SCML2	35.59	-0.900251851644946	-0.643948109770108	NA
ENSG00000102100.10	SLC35A2	22.08	3.42025026585939	3.49877267578355	NA
ENSG00000102103.11	PQBP1	116.085	-0.523787047458644	-0.204199801874555	NA
ENSG00000102119.6	EMD	145.575	0.272055433156349	0.0946066226749025	NA
ENSG00000102125.11	TAZ	23.1	1.06456231915918	1.24876298375412	NA
ENSG00000102144.9	PGK1	525.67	-0.968286725876138	-0.681561929847178	NA
ENSG00000102158.15	MAGT1	56.675	3.696935541016	3.82786228018725	NA
ENSG00000102172.11	SMS	178.595	-0.628792014454212	-0.776589489456159	NA
ENSG00000102178.8	UBL4A	77.19	0.0194800925763813	0.0392560207470201	NA
ENSG00000102181.15	CD99L2	37.16	3.74857608823041	3.89450567398216	NA
ENSG00000102218.5	RP2	15.325	-0.298967863014348	-0.131972318595229	NA
ENSG00000102221.9	PHF16	15.36	-0.407303816799692	-0.51493867029982	NA
ENSG00000102225.11	CDK16	99.44	0.0332335161108774	-0.0982934976025224	NA
ENSG00000102226.5	USP11	60.265	-0.793403296779892	-0.51124410956233	NA
ENSG00000102241.7	HTATSF1	69.39	-1.01409234899053	-0.902655949924372	NA
ENSG00000102265.7	TIMP1	72.16	3.0064122412867	3.60359759128056	NA
ENSG00000102309.8	PIN4	71.15	-0.678384297363938	-0.447071862542722	NA
ENSG00000102316.12	MAGED2	60.62	-0.233715859541116	0.170012762778457	NA
ENSG00000102317.13	RBM3	430.11	-0.668984926663022	-0.614204195365888	NA
ENSG00000102390.6	PBDC1	17.845	-0.831468945624844	-0.781674497245889	NA
ENSG00000102393.5	GLA	204.24	2.79899881383805	3.29473015173844	NA
ENSG00000102409.9	BEX4	46.995	-0.518188773786933	-0.410800635883019	NA
ENSG00000102471.9	NDFIP2	37.11	2.28087975773724	2.56157915138951	NA
ENSG00000102531.12	FNDC3A	14.725	-0.411380192527154	-0.412713604536172	NA
ENSG00000102543.10	CDADC1	13.92	0.181549362585453	0.332996400118282	NA
ENSG00000102572.10	STK24	65.25	-0.178146841138117	-0.186133129818289	NA
ENSG00000102606.13	ARHGEF7	28.445	-0.27061272835131	-0.338238828510636	NA
ENSG00000102699.5	PARP4	13.515	-0.861006573739794	-0.711826639447174	NA
ENSG00000102710.15	SUPT20H	30.83	-0.324788461933053	-0.171084851989853	NA
ENSG00000102738.6	MRPS31	29.425	-0.753660339303716	-0.422172356459282	NA
ENSG00000102743.10	SLC25A15	36.79	0.0888990181241636	-0.200745407266139	NA
ENSG00000102753.5	KPNA3	29.18	-0.647369398019158	-0.517105897056746	NA
ENSG00000102804.10	TSC22D1	47.495	0.00533083317046809	0.154107808134313	NA
ENSG00000102805.9	CLN5	10.66	3.80720524856839	4.02388828835738	NA
ENSG00000102858.8	MGRN1	20.905	0.0153267474846696	-0.2689706158754	NA
ENSG00000102870.4	ZNF629	19.205	-0.123098995529214	-0.0558434191906152	NA
ENSG00000102882.7	MAPK3	84.82	-0.244221256955499	-0.302421070863334	NA
ENSG00000102893.11	PHKB	23.065	-0.0705812245381041	-0.373574459560264	NA
ENSG00000102897.5	LYRM1	41.075	-0.378714099295502	-0.190632202804237	NA
ENSG00000102898.7	NUTF2	104.33	-0.0154218595119069	0.0469940976361598	NA
ENSG00000102900.8	NUP93	79.595	-0.425609113414297	-0.0377157269205645	NA
ENSG00000102901.8	CENPT	15.76	-0.23296767193691	-0.149059076670318	NA
ENSG00000102910.9	LONP2	22.87	-0.565040095854496	-0.532926137483248	NA
ENSG00000102921.3	N4BP1	10.575	-0.300550055774574	-0.141394938066774	NA
ENSG00000102931.3	ARL2BP	68.29	-0.0428316003363424	-0.029644015986238	NA
ENSG00000102974.10	CTCF	19.91	-0.774265852719126	-0.728426954038171	NA
ENSG00000102977.9	ACD	15.29	-0.259410792283824	-0.124895735090936	NA
ENSG00000102978.8	POLR2C	142.72	-0.166752083878555	-0.158424303347587	NA
ENSG00000103005.7	USB1	30.605	-0.022129412993743	-0.261921728767908	NA
ENSG00000103018.12	CYB5B	75.515	-0.426301338266096	-0.480010811485512	NA
ENSG00000103024.3	NME3	147.87	0.853107591819146	0.784595646780465	NA
ENSG00000103034.10	NDRG4	15.395	-0.451340907215526	-0.584394555866126	NA
ENSG00000103035.6	PSMD7	102.84	-0.532582684858354	-0.222554901275487	NA
ENSG00000103037.7	SETD6	40.01	0.0560642801133561	0.151964884601325	NA
ENSG00000103043.10	VAC14	15.44	0.156310404173522	0.398850402566217	NA
ENSG00000103051.14	COG4	32.94	-0.338881691282069	-0.200282398900281	NA
ENSG00000103064.9	SLC7A6	18.43	2.2146606991681	2.33873095447323	NA
ENSG00000103067.7	ESRP2	15.715	-0.275620033777665	-0.092883653165725	NA
ENSG00000103091.10	WDR59	21.58	0.541327118780472	0.301147753257443	NA
ENSG00000103111.10	MON1B	12.835	-0.186478251169145	-0.313118118823822	NA
ENSG00000103121.4	CMC2	107.96	0.102915560300831	0.180546222296466	NA
ENSG00000103126.10	AXIN1	26.64	-0.102920958355723	-0.226488383102073	NA
ENSG00000103145.6	HCFC1R1	31.08	0.15185058870806	0.125069178764103	NA
ENSG00000103148.11	NPRL3	26.165	-0.153363239984533	-0.00226029045552147	NA
ENSG00000103152.7	MPG	57.07	0.546420429282865	0.677744711672413	NA
ENSG00000103160.7	HSDL1	19.415	0.177451004900268	0.140841405612934	NA
ENSG00000103168.12	TAF1C	11.69	0.108344473870884	0.213537693428848	NA
ENSG00000103187.6	COTL1	57.365	-0.0502156558890088	-0.188152883272348	NA
ENSG00000103194.11	USP10	39.7	-0.360528091063716	-0.179729452215991	NA
ENSG00000103197.12	TSC2	22.345	-0.0640258348319069	-0.0775194523943764	NA
ENSG00000103202.8	NME4	457.845	-0.0963607787676723	-0.300838640761434	NA
ENSG00000103222.14	ABCC1	16.495	3.18713618965641	3.24665092430518	NA
ENSG00000103226.13	NOMO3	39.13	2.99934784456899	2.9939757997549	NA
ENSG00000103245.9	NARFL	25.735	-0.267884165776199	-0.0947671949644985	NA
ENSG00000103248.13	MTHFSD	12.895	-0.220975622619749	0.0777478984579354	NA
ENSG00000103249.13	CLCN7	18.625	3.56987954241226	3.39995507487747	NA
ENSG00000103253.13	HAGHL	15.7	0.355723731237527	-0.145128869766852	NA
ENSG00000103254.5	FAM173A	15.44	0.649044338171047	0.607929604433144	NA
ENSG00000103257.4	SLC7A5	40.485	4.23330988306293	3.99266257235018	NA
ENSG00000103260.4	METRN	24.475	0.255773288794588	0.437442555883985	NA
ENSG00000103266.6	STUB1	265.065	0.00178521058874743	-0.0897086261975069	NA
ENSG00000103274.6	NUBP1	43.99	-0.600408552457108	-0.377579224186579	NA
ENSG00000103275.14	UBE2I	106.775	-0.199429132921215	-0.223571766917359	NA
ENSG00000103319.7	EEF2K	18.97	0.546825330895248	0.531678611259758	NA
ENSG00000103326.6	CAPN15	35.52	0.0558693457335266	-0.303732241859328	NA
ENSG00000103335.15	PIEZO1	58.81	2.48779385756339	1.8552297768988	NA
ENSG00000103342.8	GSPT1	134.165	-0.990146592477302	-0.778308346408493	NA
ENSG00000103343.8	ZNF174	10.47	0.183153128130413	0.247835625889161	NA
ENSG00000103351.8	CLUAP1	13.455	-0.441203043672871	-0.463760348634749	NA
ENSG00000103353.11	UBFD1	52.305	-0.309735038028461	-0.440752423897511	NA
ENSG00000103356.11	EARS2	41.665	-0.472236238923311	-0.31046417105351	NA
ENSG00000103363.10	TCEB2	560.635	-0.105674384116066	-0.176796188767056	NA
ENSG00000103365.11	GGA2	42.55	-0.558412170163407	-0.296113412081389	NA
ENSG00000103415.7	HMOX2	41.645	-0.16333393767104	-0.0178602177773647	NA
ENSG00000103423.9	DNAJA3	94.615	-0.171034064384989	-0.0864387850499656	NA
ENSG00000103429.6	BFAR	61.125	1.69099240572276	1.99395704477242	NA
ENSG00000103449.7	SALL1	13.175	0.0518323830610334	0.235511378866225	NA
ENSG00000103479.10	RBL2	35.195	0.339380097995402	0.305379301330718	NA
ENSG00000103485.13	QPRT	50.255	-0.0984363831510837	-0.180897728790491	NA
ENSG00000103495.9	MAZ	641.645	0.0423015048028112	-0.125538718737626	NA
ENSG00000103496.10	STX4	41.36	-0.394350830620121	-0.305195322928681	NA
ENSG00000103502.9	CDIPT	70.15	2.01697779135487	2.25608422935305	NA
ENSG00000103507.9	BCKDK	60.245	0.119545830343939	-0.00479306484870055	NA
ENSG00000103510.15	KAT8	46.045	-0.212382537740199	-0.113516678744879	NA
ENSG00000103512.10	NOMO1	56.995	2.83666911589897	3.03941520246474	NA
ENSG00000103540.12	CCP110	14.585	-0.0418219455162788	-0.0305076474281705	NA
ENSG00000103544.10	C16orf62	20.605	-0.112848160412011	-0.159893602797695	NA
ENSG00000103549.17	RNF40	70.975	-0.466705258706483	-0.427679372377895	NA
ENSG00000103550.9	KNOP1	23.5	-0.681608898245535	-0.693678358125027	NA
ENSG00000103591.8	AAGAB	76.64	-0.521986538291723	-0.506615324300752	NA
ENSG00000103653.12	CSK	87.56	-0.030865092963912	-0.0347820217157932	NA
ENSG00000103657.9	HERC1	16.135	-0.627857731531029	-0.703186744017745	NA
ENSG00000103707.5	MTFMT	19.29	-0.124361594805568	-0.188940493243136	NA
ENSG00000103769.5	RAB11A	287.84	-0.767888734230155	-0.644465881911919	NA
ENSG00000103852.8	TTC23	12.955	-0.283107965917814	-0.161994991000456	NA
ENSG00000103855.13	CD276	59.49	2.76814527444642	2.90547315756106	NA
ENSG00000103876.7	FAH	30.58	-0.424816691058512	-0.34236103334935	NA
ENSG00000103932.7	RPAP1	18.485	-0.148341405840417	-0.113941533080082	NA
ENSG00000103942.8	HOMER2	37.585	-0.198585771514191	-0.214667835258522	NA
ENSG00000103966.5	EHD4	13.315	-0.501439721276354	-0.408959630765147	NA
ENSG00000103978.11	TMEM87A	13.545	3.12422935253494	3.08884355414018	NA
ENSG00000103994.12	ZNF106	15.67	-0.284691518392471	-0.492987791883853	NA
ENSG00000104047.10	DTWD1	16.195	0.0508323566282352	-0.0260206373497754	NA
ENSG00000104064.12	GABPB1	17.27	-0.400992334898608	-0.377044289227297	NA
ENSG00000104067.12	TJP1	16.03	-0.93935083037461	-0.464552573004572	NA
ENSG00000104093.9	DMXL2	11.525	-0.237450042056849	-0.534717940718933	NA
ENSG00000104129.5	DNAJC17	13.075	-0.499131480901786	-0.24284403384677	NA
ENSG00000104131.8	EIF3J	62.55	-0.57768559905086	-0.557487528712239	NA
ENSG00000104133.10	SPG11	11.32	-0.180916785457956	-0.433774147399201	NA
ENSG00000104147.4	OIP5	36.84	-0.078396577919098	0.0399701992300323	NA
ENSG00000104164.6	BLOC1S6	35.85	-0.185741580427184	-0.236303831651806	NA
ENSG00000104177.13	MYEF2	39.705	-0.858474781733475	-0.955239558802375	NA
ENSG00000104213.8	PDGFRL	11.745	3.92269234520705	4.92462126843324	NA
ENSG00000104219.8	ZDHHC2	18.975	0.961546461944768	1.35716859004558	NA
ENSG00000104231.6	ZFAND1	36.84	-0.67895897636624	-0.527471195451819	NA
ENSG00000104267.5	CA2	47.71	-0.282196046763151	-0.183426641374712	NA
ENSG00000104290.6	FZD3	12.555	2.68556505228936	2.64649750296475	NA
ENSG00000104299.10	INTS9	16.195	-0.581935129344437	-0.581896753263364	NA
ENSG00000104312.6	RIPK2	10.52	-0.113171656919563	-0.181993652496035	NA
ENSG00000104320.9	NBN	14.845	-0.467507283500871	-0.396290913445478	NA
ENSG00000104331.4	IMPAD1	25.875	3.49616254322376	3.77132804307194	NA
ENSG00000104332.7	SFRP1	11.895	2.79665669257003	2.52568814897485	NA
ENSG00000104341.12	LAPTM4B	122.965	4.21080321349795	4.41083275681728	NA
ENSG00000104365.9	IKBKB	18.365	-0.0967580230223008	-0.0706515254451438	NA
ENSG00000104368.13	PLAT	10.595	4.26271406127148	4.26064735587974	NA
ENSG00000104375.11	STK3	10.45	-0.736243903532984	-0.759637656180308	NA
ENSG00000104388.10	RAB2A	29.675	-0.356732604639271	-0.183187850690897	NA
ENSG00000104408.5	EIF3E	350.94	-0.800479521327383	-0.660835935151505	NA
ENSG00000104412.3	EMC2	24.91	-0.812680762143034	-0.697832215006348	NA
ENSG00000104419.10	NDRG1	132.985	-0.445845531148917	-0.331519697429679	NA
ENSG00000104442.5	ARMC1	20.415	-0.354176239939932	-0.194385832187045	NA
ENSG00000104472.5	CHRAC1	24.86	0.114853982629971	0.0485988404534396	NA
ENSG00000104517.8	UBR5	21.67	-0.62125816873579	-0.725107031814263	NA
ENSG00000104522.11	TSTA3	29.425	-0.0907514015541367	-0.221711233919013	NA
ENSG00000104524.9	PYCRL	14.16	0.186166963681404	-0.0915027344997386	NA
ENSG00000104529.13	EEF1D	359.685	-0.672134928061751	-0.678683211380233	NA
ENSG00000104549.7	SQLE	64.03	3.44384456834139	3.27754135866108	NA
ENSG00000104613.7	INTS10	60.275	-0.0413125598456013	0.0226654346611459	NA
ENSG00000104635.9	SLC39A14	50.06	4.46530327353733	4.34420464341872	NA
