gene_id	Symbol	log2FoldChange.tumor.KO.WT	reg_tumor	localization_cat
ENSG00000082996.15	RNF13	-0.949739057073632	not_quantified	membrane
ENSG00000083093.5	PALB2	-0.359449168307692	not_quantified	cytosolic
ENSG00000083099.6	LYRM2	0.623211287050696	not_quantified	cytosolic
ENSG00000083123.10	BCKDHB	-0.369438105533624	unchanged_tumor	cytosolic
ENSG00000083168.5	KAT6A	0.189362891795914	unchanged_tumor	cytosolic
ENSG00000083223.13	ZCCHC6	-0.0388115248797465	unchanged_tumor	cytosolic
ENSG00000083312.13	TNPO1	0.03982813072326	unchanged_tumor	cytosolic
ENSG00000083444.12	PLOD1	0.783017927948604	not_quantified	membrane
ENSG00000083454.17	P2RX5	1.25196256286852	up_tumor	membrane
ENSG00000083457.7	ITGAE	0.417567193636396	not_quantified	cytosolic
ENSG00000083520.10	DIS3	0.532121658832724	not_quantified	cytosolic
ENSG00000083544.9	TDRD3	-0.352891566650412	not_quantified	cytosolic
ENSG00000083642.14	PDS5B	0.545215973945896	not_quantified	cytosolic
ENSG00000083720.8	OXCT1	0.962168021902923	unchanged_tumor	cytosolic
ENSG00000083750.8	RRAGB	-0.402826453233216	unchanged_tumor	cytosolic
ENSG00000083799.13	CYLD	0.329230115640339	not_quantified	cytosolic
ENSG00000083807.5	SLC27A5	0.655235180706658	not_quantified	cytosolic
ENSG00000083828.11	ZNF586	-0.435701658443682	unchanged_tumor	cytosolic
ENSG00000083838.11	ZNF446	-1.01169217620719	down_tumor	cytosolic
ENSG00000083844.6	ZNF264	0.502836613282767	unchanged_tumor	cytosolic
ENSG00000083845.4	RPS5	-0.598558596879751	not_quantified	cytosolic
ENSG00000083857.9	FAT1	-0.238310583267843	unchanged_tumor	membrane
ENSG00000083896.8	YTHDC1	0.384832495489524	not_quantified	cytosolic
ENSG00000083937.4	CHMP2B	-0.893979351883467	not_quantified	cytosolic
ENSG00000084070.7	SMAP2	0.785102545656095	not_quantified	cytosolic
ENSG00000084072.12	PPIE	0.140091337107077	unchanged_tumor	cytosolic
ENSG00000084073.4	ZMPSTE24	-0.93218564312437	not_quantified	membrane
ENSG00000084090.9	STARD7	0.187809164316274	unchanged_tumor	cytosolic
ENSG00000084092.6	NOA1	-0.619187810498231	not_quantified	cytosolic
ENSG00000084093.11	REST	0.486512438473337	not_quantified	cytosolic
ENSG00000084112.10	SSH1	0.303144705830263	not_quantified	cytosolic
ENSG00000084207.11	GSTP1	-1.07359205925026	down_tumor	cytosolic
ENSG00000084234.12	APLP2	-0.393846440835055	not_quantified	membrane
ENSG00000084463.3	WBP11	-0.083161270362211	unchanged_tumor	cytosolic
ENSG00000084623.7	EIF3I	0.164825261762891	unchanged_tumor	cytosolic
ENSG00000084652.11	TXLNA	-0.123195760918517	unchanged_tumor	cytosolic
ENSG00000084676.11	NCOA1	0.840356038749919	not_quantified	cytosolic
ENSG00000084693.11	AGBL5	0.736512878170934	not_quantified	cytosolic
ENSG00000084731.9	KIF3C	1.12296734951819	up_tumor	cytosolic
ENSG00000084733.6	RAB10	0.0698943320915253	unchanged_tumor	cytosolic
ENSG00000084754.6	HADHA	-0.369714038208698	unchanged_tumor	cytosolic
ENSG00000084764.6	MAPRE3	0.0528907084123572	unchanged_tumor	cytosolic
ENSG00000084774.9	CAD	0.615429991808603	not_quantified	cytosolic
ENSG00000085063.10	CD59	-0.862872222711916	not_quantified	membrane
ENSG00000085185.11	BCORL1	0.897523453840918	not_quantified	cytosolic
ENSG00000085224.16	ATRX	1.24175172015686	up_tumor	cytosolic
ENSG00000085231.9	TAF9	-0.433532571329622	not_quantified	cytosolic
ENSG00000085274.11	MYNN	-0.604830289574909	not_quantified	cytosolic
ENSG00000085276.13	MECOM	4.37966262347544	up_tumor	cytosolic
ENSG00000085365.13	SCAMP1	-1.04689491250791	down_tumor	membrane
ENSG00000085377.9	PREP	-0.0713872590857596	unchanged_tumor	cytosolic
ENSG00000085415.11	SEH1L	0.950060745820481	not_quantified	cytosolic
ENSG00000085449.10	WDFY1	-0.441406020064456	not_quantified	cytosolic
ENSG00000085491.11	SLC25A24	-0.536174391249035	not_quantified	cytosolic
ENSG00000085511.15	MAP3K4	-0.0504584524972433	unchanged_tumor	cytosolic
ENSG00000085662.9	AKR1B1	0.538286910084523	not_quantified	cytosolic
ENSG00000085719.7	CPNE3	-0.553369134712586	not_quantified	cytosolic
ENSG00000085721.8	RRN3	-0.193818553078136	unchanged_tumor	cytosolic
ENSG00000085733.11	CTTN	-0.55950340958639	not_quantified	cytosolic
ENSG00000085760.10	MTIF2	0.230215099881132	not_quantified	cytosolic
ENSG00000085788.9	DDHD2	-0.316294627452912	not_quantified	cytosolic
ENSG00000085831.11	TTC39A	-0.77851135017727	not_quantified	cytosolic
ENSG00000085832.12	EPS15	-0.30055437764986	not_quantified	cytosolic
ENSG00000085840.8	ORC1	0.741136000913868	not_quantified	cytosolic
ENSG00000085871.4	MGST2	-0.989391523842666	not_quantified	membrane
ENSG00000085872.10	CHERP	-0.301573809833592	not_quantified	cytosolic
ENSG00000085978.17	ATG16L1	-0.26213418071374	unchanged_tumor	cytosolic
ENSG00000085982.9	USP40	0.00716954597469636	unchanged_tumor	cytosolic
ENSG00000085998.9	POMGNT1	-0.0183756769937177	unchanged_tumor	membrane
ENSG00000085999.7	RAD54L	0.199611768197659	unchanged_tumor	cytosolic
ENSG00000086015.16	MAST2	-0.393920950617138	not_quantified	cytosolic
ENSG00000086061.11	DNAJA1	-0.208092658266423	unchanged_tumor	cytosolic
ENSG00000086062.8	B4GALT1	-0.631509524090031	not_quantified	membrane
ENSG00000086065.9	CHMP5	-0.5823815839186	not_quantified	cytosolic
ENSG00000086102.14	NFX1	0.233211315111362	unchanged_tumor	cytosolic
ENSG00000086189.5	DIMT1	-0.240250654595306	unchanged_tumor	cytosolic
ENSG00000086200.12	IPO11	-0.0442036000780668	unchanged_tumor	cytosolic
ENSG00000086232.8	EIF2AK1	-0.549683853337185	not_quantified	cytosolic
ENSG00000086289.7	EPDR1	-0.336742140350772	unchanged_tumor	membrane
ENSG00000086300.11	SNX10	0.71375862332928	not_quantified	cytosolic
ENSG00000086475.10	SEPHS1	-0.348260439141771	not_quantified	cytosolic
ENSG00000086504.11	MRPL28	0.0664528098197649	unchanged_tumor	cytosolic
ENSG00000086544.2	ITPKC	-0.377881433405856	not_quantified	cytosolic
ENSG00000086589.7	RBM22	-0.158942747982417	unchanged_tumor	cytosolic
ENSG00000086598.6	TMED2	-0.899430691648172	not_quantified	membrane
ENSG00000086619.9	ERO1LB	0.245709449715085	unchanged_tumor	membrane
ENSG00000086666.14	ZFAND6	-0.575568154685076	not_quantified	cytosolic
ENSG00000086712.8	TXLNG	-0.118701665305775	unchanged_tumor	cytosolic
ENSG00000086758.11	HUWE1	0.0198277679096014	unchanged_tumor	cytosolic
ENSG00000086827.4	ZW10	-0.752588410894271	not_quantified	cytosolic
ENSG00000086848.10	ALG9	-0.492173390835956	not_quantified	membrane
ENSG00000087008.11	ACOX3	-0.427423200758889	not_quantified	cytosolic
ENSG00000087053.14	MTMR2	-0.116162511213231	unchanged_tumor	cytosolic
ENSG00000087077.7	TRIP6	-0.214148779862215	unchanged_tumor	cytosolic
ENSG00000087086.9	FTL	-0.0268455101887942	unchanged_tumor	cytosolic
ENSG00000087087.14	SRRT	0.248954461822765	unchanged_tumor	cytosolic
ENSG00000087088.15	BAX	0.225515027487278	unchanged_tumor	cytosolic
ENSG00000087095.8	NLK	-0.175701304768528	unchanged_tumor	cytosolic
ENSG00000087152.11	ATXN7L3	0.0435682975114061	unchanged_tumor	cytosolic
ENSG00000087157.14	PGS1	0.0790999862410351	unchanged_tumor	cytosolic
ENSG00000087191.8	PSMC5	0.179637581955179	unchanged_tumor	cytosolic
ENSG00000087206.12	UIMC1	-0.0900689181276314	unchanged_tumor	cytosolic
ENSG00000087245.8	MMP2	-1.69312395124813	down_tumor	membrane
ENSG00000087253.7	LPCAT2	-0.647119167152916	not_quantified	membrane
ENSG00000087263.12	OGFOD1	0.322882122653899	not_quantified	cytosolic
ENSG00000087266.11	SH3BP2	0.514797328945002	unchanged_tumor	cytosolic
ENSG00000087269.11	NOP14	0.0706476982323593	unchanged_tumor	cytosolic
ENSG00000087274.12	ADD1	-0.212794372005201	unchanged_tumor	cytosolic
ENSG00000087299.7	L2HGDH	2.34133042685228	up_tumor	cytosolic
ENSG00000087302.4	C14orf166	-0.249526858114193	not_quantified	cytosolic
ENSG00000087303.12	NID2	-2.5186257071635	down_tumor	membrane
ENSG00000087338.4	GMCL1	0.0181106934602191	unchanged_tumor	cytosolic
ENSG00000087365.10	SF3B2	0.257732500490695	unchanged_tumor	cytosolic
ENSG00000087448.5	KLHL42	0.10056743361389	unchanged_tumor	cytosolic
ENSG00000087460.19	GNAS	-0.388327258877451	not_quantified	cytosolic
ENSG00000087470.13	DNM1L	0.0798605433080729	unchanged_tumor	cytosolic
ENSG00000087502.13	ERGIC2	0.000266101489885538	unchanged_tumor	membrane
ENSG00000087510.5	TFAP2C	-0.623919677008069	not_quantified	cytosolic
ENSG00000087586.13	AURKA	0.182688495477309	unchanged_tumor	cytosolic
ENSG00000087842.6	PIR	-0.0766438922993562	unchanged_tumor	cytosolic
ENSG00000087884.10	AAMDC	1.11430725046185	up_tumor	cytosolic
ENSG00000087903.8	RFX2	0.930089870347674	not_quantified	cytosolic
ENSG00000087995.11	METTL2A	0.505084379877335	not_quantified	cytosolic
ENSG00000088002.7	SULT2B1	0.207055476322921	unchanged_tumor	cytosolic
ENSG00000088035.11	ALG6	-0.674771471332725	not_quantified	membrane
ENSG00000088038.13	CNOT3	-0.481146737423408	not_quantified	cytosolic
ENSG00000088179.4	PTPN4	0.699325431145398	not_quantified	cytosolic
ENSG00000088205.8	DDX18	1.03847180532429	up_tumor	cytosolic
ENSG00000088247.11	KHSRP	0.173974300895332	not_quantified	cytosolic
ENSG00000088256.4	GNA11	0.0592794882753263	unchanged_tumor	cytosolic
ENSG00000088280.14	ASAP3	0.230750966973071	unchanged_tumor	cytosolic
ENSG00000088298.8	EDEM2	-0.474891068954814	not_quantified	membrane
ENSG00000088325.11	TPX2	0.289311001462167	unchanged_tumor	cytosolic
ENSG00000088356.4	PDRG1	-0.239636263384761	unchanged_tumor	cytosolic
ENSG00000088367.16	EPB41L1	-1.08637213470963	down_tumor	cytosolic
ENSG00000088387.13	DOCK9	-0.372337517996659	not_quantified	cytosolic
ENSG00000088448.10	ANKRD10	-0.894854595305688	not_quantified	cytosolic
ENSG00000088451.6	TGDS	-0.472423821821234	not_quantified	cytosolic
ENSG00000088682.9	COQ9	-0.718725480249253	not_quantified	cytosolic
ENSG00000088727.8	KIF9	0.114315913871617	unchanged_tumor	cytosolic
ENSG00000088766.7	CRLS1	-0.533546999445832	not_quantified	cytosolic
ENSG00000088808.12	PPP1R13B	-0.812622507174592	not_quantified	cytosolic
ENSG00000088812.13	ATRN	-0.845669160353327	not_quantified	membrane
ENSG00000088826.13	SMOX	-0.0570235196384291	unchanged_tumor	cytosolic
ENSG00000088832.10	FKBP1A	-0.482370013766136	not_quantified	cytosolic
ENSG00000088833.13	NSFL1C	0.0189154308952418	unchanged_tumor	cytosolic
ENSG00000088836.8	SLC4A11	-0.335639119651514	unchanged_tumor	membrane
ENSG00000088876.7	ZNF343	0.0566469063758012	unchanged_tumor	cytosolic
ENSG00000088888.13	MAVS	0.364488575254418	unchanged_tumor	cytosolic
ENSG00000088930.6	XRN2	0.546814449657845	not_quantified	cytosolic
ENSG00000088986.6	DYNLL1	-0.447849562511349	not_quantified	cytosolic
ENSG00000088992.13	TESC	-0.189848809782056	unchanged_tumor	cytosolic
ENSG00000089006.12	SNX5	-0.0375139752195765	unchanged_tumor	cytosolic
ENSG00000089009.11	RPL6	-0.435568852481258	not_quantified	cytosolic
ENSG00000089022.9	MAPKAPK5	-0.222757804677368	unchanged_tumor	cytosolic
ENSG00000089048.10	ESF1	1.02050598241334	up_tumor	cytosolic
ENSG00000089050.10	RBBP9	-0.12537993281136	unchanged_tumor	cytosolic
ENSG00000089053.8	ANAPC5	0.317491581752068	not_quantified	cytosolic
ENSG00000089057.10	SLC23A2	-0.657796649569739	unchanged_tumor	membrane
ENSG00000089060.7	SLC8B1	-0.282159608506711	unchanged_tumor	membrane
ENSG00000089091.12	DZANK1	0.247095940977277	unchanged_tumor	cytosolic
ENSG00000089094.12	KDM2B	0.147353620872615	unchanged_tumor	cytosolic
ENSG00000089123.11	TASP1	-0.66068894319403	not_quantified	cytosolic
ENSG00000089154.6	GCN1L1	0.23697297811278	not_quantified	cytosolic
ENSG00000089157.11	RPLP0	-0.81430128582701	not_quantified	cytosolic
ENSG00000089159.11	PXN	0.074013538186213	unchanged_tumor	cytosolic
ENSG00000089177.13	KIF16B	0.267486529689546	unchanged_tumor	cytosolic
ENSG00000089195.10	TRMT6	0.406506893141705	not_quantified	cytosolic
ENSG00000089220.4	PEBP1	0.222307585271265	unchanged_tumor	cytosolic
ENSG00000089234.11	BRAP	-0.371645570684718	not_quantified	cytosolic
ENSG00000089248.6	ERP29	-0.0509077778338522	unchanged_tumor	membrane
ENSG00000089280.14	FUS	0.313649589674304	not_quantified	cytosolic
ENSG00000089289.11	IGBP1	-0.963154637147983	not_quantified	cytosolic
ENSG00000089327.10	FXYD5	-0.737370544570873	not_quantified	membrane
ENSG00000089335.16	ZNF302	1.97691467887323	up_tumor	cytosolic
ENSG00000089597.12	GANAB	-0.5304463782119	not_quantified	membrane
ENSG00000089639.6	GMIP	0.283688658500634	unchanged_tumor	cytosolic
ENSG00000089682.12	RBM41	0.0917543371851225	unchanged_tumor	cytosolic
ENSG00000089685.10	BIRC5	0.86232683888631	not_quantified	cytosolic
ENSG00000089693.6	MLF2	-0.156508512909876	unchanged_tumor	cytosolic
ENSG00000089737.11	DDX24	0.470045036741373	not_quantified	cytosolic
ENSG00000089818.12	NECAP1	-0.352731808763629	not_quantified	cytosolic
ENSG00000089876.7	DHX32	-0.561359815124797	not_quantified	cytosolic
ENSG00000089902.8	RCOR1	-0.479433356911703	not_quantified	cytosolic
ENSG00000089916.13	GPATCH2L	0.287849093861873	not_quantified	cytosolic
ENSG00000090013.5	BLVRB	-0.447170260814849	unchanged_tumor	cytosolic
ENSG00000090020.6	SLC9A1	-0.694135245727111	not_quantified	membrane
ENSG00000090054.9	SPTLC1	0.147200080304446	unchanged_tumor	membrane
ENSG00000090060.13	PAPOLA	-0.274431865642308	not_quantified	cytosolic
ENSG00000090061.13	CCNK	-0.6307478021777	not_quantified	cytosolic
ENSG00000090097.16	PCBP4	-0.338044763350502	not_quantified	cytosolic
ENSG00000090238.7	YPEL3	-0.0718600069150731	unchanged_tumor	cytosolic
ENSG00000090263.11	MRPS33	0.524479931901533	not_quantified	cytosolic
ENSG00000090266.8	NDUFB2	-0.368313668741655	not_quantified	cytosolic
ENSG00000090273.9	NUDC	0.181942572425073	unchanged_tumor	cytosolic
ENSG00000090316.11	MAEA	0.228231490971304	not_quantified	cytosolic
ENSG00000090372.10	STRN4	-0.07223304455277	unchanged_tumor	cytosolic
ENSG00000090432.5	MUL1	-0.876102177519724	not_quantified	membrane
ENSG00000090447.7	TFAP4	0.189862337212452	unchanged_tumor	cytosolic
ENSG00000090470.10	PDCD7	0.996781838821364	not_quantified	cytosolic
ENSG00000090487.6	SPG21	-0.0949327086030619	unchanged_tumor	cytosolic
ENSG00000090520.6	DNAJB11	-0.660372039980461	not_quantified	membrane
ENSG00000090530.5	LEPREL1	0.306394926213974	unchanged_tumor	membrane
ENSG00000090565.11	RAB11FIP3	-0.0427662126174647	unchanged_tumor	cytosolic
ENSG00000090581.5	GNPTG	-0.40383218094867	unchanged_tumor	membrane
ENSG00000090612.16	ZNF268	-0.372068092202813	not_quantified	cytosolic
ENSG00000090615.8	GOLGA3	-0.502603422765384	not_quantified	cytosolic
ENSG00000090621.9	PABPC4	0.97342313272165	not_quantified	cytosolic
ENSG00000090661.7	CERS4	0.601601444555237	unchanged_tumor	membrane
ENSG00000090674.11	MCOLN1	0.823830357209558	not_quantified	membrane
ENSG00000090686.11	USP48	-0.0723358297349413	unchanged_tumor	cytosolic
ENSG00000090776.5	EFNB1	-1.11644206466496	down_tumor	membrane
ENSG00000090861.11	AARS	0.0620340619213338	unchanged_tumor	cytosolic
ENSG00000090863.7	GLG1	-0.664299397132136	not_quantified	membrane
ENSG00000090889.10	KIF4A	0.405025192575666	not_quantified	cytosolic
ENSG00000090905.13	TNRC6A	0.996417066137035	not_quantified	cytosolic
ENSG00000090924.10	PLEKHG2	-0.959968411057058	not_quantified	cytosolic
ENSG00000090971.4	NAT14	0.577772439559778	not_quantified	membrane
ENSG00000090989.13	EXOC1	-0.636870097519327	not_quantified	cytosolic
ENSG00000091009.6	RBM27	0.839550525005588	not_quantified	cytosolic
ENSG00000091039.12	OSBPL8	-0.136118664726262	unchanged_tumor	cytosolic
ENSG00000091073.15	DTX2	-0.446345973828658	not_quantified	cytosolic
ENSG00000091127.9	PUS7	-0.247221474134043	unchanged_tumor	cytosolic
ENSG00000091129.15	NRCAM	0.0235715070405111	unchanged_tumor	membrane
ENSG00000091136.9	LAMB1	-0.866593332472541	not_quantified	membrane
ENSG00000091140.8	DLD	-0.564605350314147	not_quantified	cytosolic
ENSG00000091157.9	WDR7	-0.260601931849566	unchanged_tumor	cytosolic
ENSG00000091164.8	TXNL1	-0.181939852741559	unchanged_tumor	cytosolic
ENSG00000091317.7	CMTM6	-0.353540567408228	not_quantified	membrane
ENSG00000091409.10	ITGA6	-1.24831389847091	down_tumor	membrane
ENSG00000091436.12	MLTK	0.834774179525928	not_quantified	cytosolic
ENSG00000091483.6	FH	-0.290180146311961	unchanged_tumor	cytosolic
ENSG00000091490.6	SEL1L3	-1.19588965319458	down_tumor	membrane
ENSG00000091527.11	CDV3	-0.56579356335735	not_quantified	cytosolic
ENSG00000091542.8	ALKBH5	-0.406646502690028	not_quantified	cytosolic
ENSG00000091640.3	SPAG7	0.0725650425030352	unchanged_tumor	cytosolic
ENSG00000091651.4	ORC6	0.693532699217056	not_quantified	cytosolic
ENSG00000091732.11	ZC3HC1	0.17750433016693	unchanged_tumor	cytosolic
ENSG00000091947.5	TMEM101	0.0459329598916217	unchanged_tumor	membrane
ENSG00000092010.10	PSME1	-0.326301564384233	unchanged_tumor	cytosolic
ENSG00000092020.6	PPP2R3C	-0.0818039869204165	unchanged_tumor	cytosolic
ENSG00000092036.12	HAUS4	-0.786697438513172	not_quantified	cytosolic
ENSG00000092094.6	OSGEP	0.441033429666498	not_quantified	cytosolic
ENSG00000092096.10	SLC22A17	0.177477807238208	unchanged_tumor	membrane
ENSG00000092098.12	RNF31	-0.57816592875907	not_quantified	cytosolic
ENSG00000092108.16	SCFD1	-0.237594513728587	not_quantified	cytosolic
ENSG00000092140.10	G2E3	-0.494088152323299	not_quantified	cytosolic
ENSG00000092148.8	HECTD1	-0.193659452538052	unchanged_tumor	cytosolic
ENSG00000092199.13	HNRNPC	-0.18532045770709	not_quantified	cytosolic
ENSG00000092201.5	SUPT16H	0.234620824390242	not_quantified	cytosolic
ENSG00000092203.9	TOX4	-0.0214172010051069	unchanged_tumor	cytosolic
ENSG00000092208.12	GEMIN2	0.13826640572263	unchanged_tumor	cytosolic
ENSG00000092330.11	TINF2	-0.433848855389931	not_quantified	cytosolic
ENSG00000092470.7	WDR76	0.318949914236873	unchanged_tumor	cytosolic
ENSG00000092531.5	SNAP23	-0.503394999220573	not_quantified	cytosolic
ENSG00000092621.7	PHGDH	2.57713746584143	up_tumor	cytosolic
ENSG00000092820.13	EZR	-0.299314598247929	not_quantified	cytosolic
ENSG00000092841.14	MYL6	-0.209202239113631	not_quantified	cytosolic
ENSG00000092847.6	AGO1	0.4269192225254	not_quantified	cytosolic
ENSG00000092853.9	CLSPN	2.51864452833423	up_tumor	cytosolic
ENSG00000092871.12	RFFL	0.627656622411438	not_quantified	cytosolic
ENSG00000092931.7	MFSD11	0.772615238520052	not_quantified	membrane
ENSG00000092964.12	DPYSL2	-1.16452924938364	down_tumor	cytosolic
ENSG00000092978.6	GPATCH2	-0.285486687342598	not_quantified	cytosolic
ENSG00000093000.14	NUP50	0.0548182239728391	unchanged_tumor	cytosolic
ENSG00000093009.5	CDC45	0.108659399487187	unchanged_tumor	cytosolic
ENSG00000093010.7	COMT	-0.411450118206667	not_quantified	membrane
ENSG00000093144.14	ECHDC1	-0.493109980282566	not_quantified	cytosolic
ENSG00000093167.13	LRRFIP2	-0.202492919768708	unchanged_tumor	cytosolic
ENSG00000093217.5	XYLB	0.790166940493461	not_quantified	cytosolic
ENSG00000094631.14	HDAC6	0.0783935879995252	unchanged_tumor	cytosolic
ENSG00000094804.5	CDC6	0.326847825377093	unchanged_tumor	cytosolic
ENSG00000094841.9	UPRT	-0.432706392615429	not_quantified	cytosolic
ENSG00000094880.6	CDC23	-0.454667326426284	not_quantified	cytosolic
ENSG00000094914.8	AAAS	-0.345659467296706	not_quantified	cytosolic
ENSG00000094916.9	CBX5	-0.522338165058308	not_quantified	cytosolic
ENSG00000094975.9	SUCO	-0.768175308248006	not_quantified	membrane
ENSG00000095002.8	MSH2	0.0948003021753955	unchanged_tumor	cytosolic
ENSG00000095015.5	MAP3K1	-0.943847626961123	not_quantified	cytosolic
ENSG00000095059.11	DHPS	-0.431211781364714	not_quantified	cytosolic
ENSG00000095066.7	HOOK2	0.371936963400945	unchanged_tumor	cytosolic
ENSG00000095139.9	ARCN1	-0.327343018490685	unchanged_tumor	cytosolic
ENSG00000095209.7	TMEM38B	-0.818506080232452	not_quantified	membrane
ENSG00000095319.10	NUP188	0.454041559886202	not_quantified	cytosolic
ENSG00000095321.12	CRAT	-0.620434155618847	not_quantified	cytosolic
ENSG00000095380.10	NANS	-0.772821333500094	not_quantified	cytosolic
ENSG00000095485.12	CWF19L1	0.561877629952997	not_quantified	cytosolic
ENSG00000095564.9	BTAF1	-1.12066646036694	down_tumor	cytosolic
ENSG00000095574.7	IKZF5	-0.730564840463868	not_quantified	cytosolic
ENSG00000095739.7	BAMBI	-0.937910437939523	not_quantified	membrane
ENSG00000095787.17	WAC	-0.023345965038894	unchanged_tumor	cytosolic
ENSG00000095794.15	CREM	-0.0853252279477108	unchanged_tumor	cytosolic
ENSG00000095906.12	NUBP2	0.0712612093500025	unchanged_tumor	cytosolic
ENSG00000095951.12	HIVEP1	0.389469979739006	unchanged_tumor	cytosolic
ENSG00000096060.10	FKBP5	2.05882263214855	up_tumor	cytosolic
ENSG00000096063.10	SRPK1	-0.0680457922530133	unchanged_tumor	cytosolic
ENSG00000096070.15	BRPF3	-0.224483617406891	unchanged_tumor	cytosolic
ENSG00000096080.7	MRPS18A	-1.06993176093549	down_tumor	cytosolic
ENSG00000096093.10	EFHC1	0.0867369591993293	unchanged_tumor	cytosolic
ENSG00000096384.15	HSP90AB1	0.759965960685252	not_quantified	cytosolic
ENSG00000096401.7	CDC5L	0.749468304317082	not_quantified	cytosolic
ENSG00000096696.9	DSP	-0.741737173343609	not_quantified	cytosolic
ENSG00000096717.7	SIRT1	-0.386428239075257	not_quantified	cytosolic
ENSG00000096746.13	HNRNPH3	-0.16478462085125	unchanged_tumor	cytosolic
ENSG00000096872.11	IFT74	-0.10654877383768	unchanged_tumor	cytosolic
ENSG00000097007.13	ABL1	-0.180070000411959	unchanged_tumor	cytosolic
ENSG00000097021.15	ACOT7	0.205825052396858	unchanged_tumor	cytosolic
ENSG00000097033.10	SH3GLB1	0.157365580677461	unchanged_tumor	cytosolic
ENSG00000097046.8	CDC7	-0.0402321530385113	unchanged_tumor	cytosolic
ENSG00000099139.9	PCSK5	0.831433347421536	unchanged_tumor	membrane
ENSG00000099194.5	SCD	-1.01356079470977	down_tumor	membrane
ENSG00000099203.2	TMED1	-0.310443329833354	unchanged_tumor	membrane
ENSG00000099204.14	ABLIM1	-1.3455010695905	down_tumor	cytosolic
ENSG00000099219.9	ERMP1	-0.9934383139295	not_quantified	membrane
ENSG00000099246.12	RAB18	-0.564075278610141	not_quantified	cytosolic
ENSG00000099250.13	NRP1	0.144668336399802	unchanged_tumor	membrane
ENSG00000099282.5	TSPAN15	-0.927425317783953	not_quantified	membrane
ENSG00000099284.9	H2AFY2	-0.661258192036975	not_quantified	cytosolic
ENSG00000099290.11	FAM21A	-0.908026422068854	not_quantified	cytosolic
ENSG00000099326.4	MZF1	-1.16895662327482	down_tumor	cytosolic
ENSG00000099330.4	OCEL1	-0.567110397311126	not_quantified	cytosolic
ENSG00000099331.9	MYO9B	0.00905549039467517	unchanged_tumor	cytosolic
ENSG00000099341.7	PSMD8	-0.291657358116068	unchanged_tumor	cytosolic
ENSG00000099364.12	FBXL19	-0.012764973337599	unchanged_tumor	cytosolic
ENSG00000099381.12	SETD1A	0.0111104531275649	unchanged_tumor	cytosolic
ENSG00000099385.7	BCL7C	0.319440547087739	not_quantified	cytosolic
ENSG00000099622.9	CIRBP	-0.589122937280509	not_quantified	cytosolic
ENSG00000099624.3	ATP5D	-0.0816769359011488	unchanged_tumor	cytosolic
ENSG00000099783.7	HNRNPM	0.464609041418283	not_quantified	cytosolic
ENSG00000099785.6	MARCH2	-0.356347496843079	not_quantified	cytosolic
ENSG00000099795.2	NDUFB7	-0.300239918764229	unchanged_tumor	cytosolic
ENSG00000099797.7	TECR	-0.629854949168649	not_quantified	membrane
ENSG00000099800.3	TIMM13	-0.112576598033577	unchanged_tumor	cytosolic
ENSG00000099804.4	CDC34	0.0886252759830695	unchanged_tumor	cytosolic
ENSG00000099810.14	MTAP	1.08592791639939	up_tumor	cytosolic
ENSG00000099814.11	CEP170B	-1.13043698871954	down_tumor	cytosolic
ENSG00000099817.7	POLR2E	-0.227516147951268	unchanged_tumor	cytosolic
ENSG00000099821.9	POLRMT	0.0268791958844293	unchanged_tumor	cytosolic
ENSG00000099849.10	RASSF7	-1.19412763585252	down_tumor	cytosolic
ENSG00000099864.13	PALM	0.192428999737894	unchanged_tumor	cytosolic
ENSG00000099875.10	MKNK2	-0.635478304106332	not_quantified	cytosolic
ENSG00000099899.10	TRMT2A	-0.616533153845461	not_quantified	cytosolic
ENSG00000099901.12	RANBP1	0.0235586867924781	unchanged_tumor	cytosolic
ENSG00000099904.11	ZDHHC8	-0.295456295541811	unchanged_tumor	membrane
ENSG00000099910.12	KLHL22	0.0810116235100691	unchanged_tumor	cytosolic
ENSG00000099917.13	MED15	-0.308697097426662	unchanged_tumor	cytosolic
ENSG00000099940.7	SNAP29	0.467521540573649	not_quantified	cytosolic
ENSG00000099942.8	CRKL	-0.540656152230312	not_quantified	cytosolic
ENSG00000099949.14	LZTR1	0.0396929191018495	unchanged_tumor	cytosolic
ENSG00000099956.13	SMARCB1	-0.471080869756935	not_quantified	cytosolic
ENSG00000099968.13	BCL2L13	0.0284774975039899	unchanged_tumor	cytosolic
ENSG00000099977.9	DDT	-0.851598907637207	not_quantified	cytosolic
ENSG00000099991.12	CABIN1	-0.410238996245805	not_quantified	cytosolic
ENSG00000099992.11	TBC1D10A	-0.203027968893365	unchanged_tumor	cytosolic
ENSG00000099995.14	SF3A1	-0.415170088055059	not_quantified	cytosolic
ENSG00000099999.10	RNF215	-0.0722723966503639	unchanged_tumor	membrane
ENSG00000100003.13	SEC14L2	0.261212880645915	unchanged_tumor	cytosolic
ENSG00000100014.15	SPECC1L	0.564927873440845	not_quantified	cytosolic
ENSG00000100023.13	PPIL2	-0.226144002182865	unchanged_tumor	cytosolic
ENSG00000100028.7	SNRPD3	-0.082029442355888	unchanged_tumor	cytosolic
ENSG00000100029.13	PES1	0.107942453812721	unchanged_tumor	cytosolic
ENSG00000100030.10	MAPK1	-0.0420119447064487	unchanged_tumor	cytosolic
