pos_from_start	region	localization	sample	scaled_tc_rpm
1002	cds	cyt	frac.tc_num1	0.000786170868477419
1003	cds	cyt	frac.tc_num1	0.00256760089770802
1004	cds	cyt	frac.tc_num1	0.001688038635708
1005	cds	cyt	frac.tc_num1	0.000950701045052407
1006	cds	cyt	frac.tc_num1	0.000946622102153223
1007	cds	cyt	frac.tc_num1	0.000724944705710241
1008	cds	cyt	frac.tc_num1	0.0021036713893723
1009	cds	cyt	frac.tc_num1	0.00027318360651694
1010	cds	cyt	frac.tc_num1	0.00106622173295435
1011	cds	cyt	frac.tc_num1	0.000654129260364725
1012	cds	cyt	frac.tc_num1	0.000911631914924313
1013	cds	cyt	frac.tc_num1	0.000372959766131381
1014	cds	cyt	frac.tc_num1	0.00079591330422661
1015	cds	cyt	frac.tc_num1	0.000462941686183393
1016	cds	cyt	frac.tc_num1	0.00222323086997824
1017	cds	cyt	frac.tc_num1	5.72575545721083e-05
1018	cds	cyt	frac.tc_num1	0.0025858218372795
1019	cds	cyt	frac.tc_num1	0.00226857009274678
1020	cds	cyt	frac.tc_num1	0.00120633767073701
1021	cds	cyt	frac.tc_num1	0.00125494896152135
1022	cds	cyt	frac.tc_num1	0.00131294964028777
1023	cds	cyt	frac.tc_num1	0.00067136885630773
1024	cds	cyt	frac.tc_num1	0.000804196113965482
1025	cds	cyt	frac.tc_num1	0.00226566611727737
1026	cds	cyt	frac.tc_num1	0.000278267581100983
1027	cds	cyt	frac.tc_num1	0.00273124660750318
1028	cds	cyt	frac.tc_num1	0.00109355570524445
1029	cds	cyt	frac.tc_num1	0.000760318609703114
1030	cds	cyt	frac.tc_num1	0.000920304414293405
1031	cds	cyt	frac.tc_num1	0.00206259688983083
1032	cds	cyt	frac.tc_num1	0.000227711397802688
1033	cds	cyt	frac.tc_num1	0.00111032384810646
1034	cds	cyt	frac.tc_num1	0.000810997213942308
1035	cds	cyt	frac.tc_num1	0.000852514919011083
1036	cds	cyt	frac.tc_num1	0.00277285827690018
1037	cds	cyt	frac.tc_num1	0.00243673532200126
1038	cds	cyt	frac.tc_num1	0.000388099772912657
1039	cds	cyt	frac.tc_num1	0.00150627513018998
1040	cds	cyt	frac.tc_num1	0.000687561110710283
1041	cds	cyt	frac.tc_num1	0.000513977586446755
1042	cds	cyt	frac.tc_num1	0.000623724637123166
1043	cds	cyt	frac.tc_num1	0.00165108845954093
1044	cds	cyt	frac.tc_num1	0.000962267991389577
1045	cds	cyt	frac.tc_num1	0.00010552374369136
1046	cds	cyt	frac.tc_num1	0.00234080373603027
1047	cds	cyt	frac.tc_num1	0.000276891724260145
1048	cds	cyt	frac.tc_num1	0.000992174300442691
1049	cds	cyt	frac.tc_num1	0.000805833464559793
1050	cds	cyt	frac.tc_num1	0.00134839720069382
1051	cds	cyt	frac.tc_num1	0.00203947259640778
1052	cds	cyt	frac.tc_num1	0.00152048292161324
1053	cds	cyt	frac.tc_num1	0.000734733291214613
1054	cds	cyt	frac.tc_num1	0.00281243136991426
1055	cds	cyt	frac.tc_num1	0.00152285731994336
1056	cds	cyt	frac.tc_num1	0.00111357498054942
1057	cds	cyt	frac.tc_num1	0.00162637421001123
1058	cds	cyt	frac.tc_num1	0.0021091028626153
1059	cds	cyt	frac.tc_num1	0.00132869210559127
1060	cds	cyt	frac.tc_num1	0.00164519443131301
1061	cds	cyt	frac.tc_num1	0.00169998612207325
1062	cds	cyt	frac.tc_num1	0.00143755852147136
1063	cds	cyt	frac.tc_num1	0.00181045720079177
1064	cds	cyt	frac.tc_num1	0.0020729256673013
1065	cds	cyt	frac.tc_num1	0.000299766178269201
1066	cds	cyt	frac.tc_num1	0.000222287018438123
1067	cds	cyt	frac.tc_num1	0.000360137531140571
1068	cds	cyt	frac.tc_num1	0.00108781792065452
1069	cds	cyt	frac.tc_num1	0.00037393447496919
1070	cds	cyt	frac.tc_num1	0.00213564331262624
1071	cds	cyt	frac.tc_num1	0.000752576264513174
1072	cds	cyt	frac.tc_num1	0.0034063492822663
1073	cds	cyt	frac.tc_num1	0.00195235717716606
1074	cds	cyt	frac.tc_num1	0.00127328937282409
1075	cds	cyt	frac.tc_num1	0.00291539241938147
1076	cds	cyt	frac.tc_num1	0.00175818178202658
1077	cds	cyt	frac.tc_num1	0.000332381132701601
1078	cds	cyt	frac.tc_num1	0.00103890472188387
1079	cds	cyt	frac.tc_num1	0.00244216972875999
1080	cds	cyt	frac.tc_num1	0.00171761030376288
1081	cds	cyt	frac.tc_num1	0.001070392711732
1082	cds	cyt	frac.tc_num1	0.00167290079848206
1083	cds	cyt	frac.tc_num1	0.00106227102481448
1084	cds	cyt	frac.tc_num1	0.000635255887582535
1085	cds	cyt	frac.tc_num1	0.00103613848875411
1086	cds	cyt	frac.tc_num1	8.66336009284472e-05
1087	cds	cyt	frac.tc_num1	0.00202130864639561
1088	cds	cyt	frac.tc_num1	0.000440722532905741
1089	cds	cyt	frac.tc_num1	0.0009616472228597
1090	cds	cyt	frac.tc_num1	0.00138068039276175
1091	cds	cyt	frac.tc_num1	0.00355382170555217
1092	cds	cyt	frac.tc_num1	0.00106621783601384
1093	cds	cyt	frac.tc_num1	0.000779089444452554
1094	cds	cyt	frac.tc_num1	0.000968338592100968
1095	cds	cyt	frac.tc_num1	0.000135379205783592
1096	cds	cyt	frac.tc_num1	0.000585241730279898
1097	cds	cyt	frac.tc_num1	0.00201857753246617
1098	cds	cyt	frac.tc_num1	0.00145752405508829
1099	cds	cyt	frac.tc_num1	0.00245873836678822
1100	cds	cyt	frac.tc_num1	0.000392441670545631
1101	cds	cyt	frac.tc_num1	0.00316961251503898
1102	cds	cyt	frac.tc_num1	0.000897618829074225
1103	cds	cyt	frac.tc_num1	0.0018458728030305
1104	cds	cyt	frac.tc_num1	0.00119133745069771
1105	cds	cyt	frac.tc_num1	0.000473793457489202
1106	cds	cyt	frac.tc_num1	0.00347639584148942
1107	cds	cyt	frac.tc_num1	0.000438363115181943
1108	cds	cyt	frac.tc_num1	0.000160751028806584
1109	cds	cyt	frac.tc_num1	0.00128388533100552
1110	cds	cyt	frac.tc_num1	0.000653886903239865
1111	cds	cyt	frac.tc_num1	0
1112	cds	cyt	frac.tc_num1	0.000474347023432294
1113	cds	cyt	frac.tc_num1	0.000751925473259709
1114	cds	cyt	frac.tc_num1	0.0011833980333254
1115	cds	cyt	frac.tc_num1	0.00119353106164588
1116	cds	cyt	frac.tc_num1	0.00199430634561605
1117	cds	cyt	frac.tc_num1	0.000839170363385676
1118	cds	cyt	frac.tc_num1	0.00292386887550193
1119	cds	cyt	frac.tc_num1	0.00219530761668261
1120	cds	cyt	frac.tc_num1	0.00167966837532714
1121	cds	cyt	frac.tc_num1	0.00137303316827035
1122	cds	cyt	frac.tc_num1	0.000824094367059724
1123	cds	cyt	frac.tc_num1	0.00254672078154274
1124	cds	cyt	frac.tc_num1	0.00155002030113159
1125	cds	cyt	frac.tc_num1	0.000395904849470144
1126	cds	cyt	frac.tc_num1	0.00081501537479698
1127	cds	cyt	frac.tc_num1	0.00229368051614684
1128	cds	cyt	frac.tc_num1	0.000649651057809445
1129	cds	cyt	frac.tc_num1	0.000754237803805779
1130	cds	cyt	frac.tc_num1	0.00134138945847511
1131	cds	cyt	frac.tc_num1	0.000425893595207373
1132	cds	cyt	frac.tc_num1	0.000805715548414411
1133	cds	cyt	frac.tc_num1	0.00115847245482764
1134	cds	cyt	frac.tc_num1	0.00117033537336894
1135	cds	cyt	frac.tc_num1	0.000416739124762439
1136	cds	cyt	frac.tc_num1	0.00180058207028129
1137	cds	cyt	frac.tc_num1	0.00115838193777962
1138	cds	cyt	frac.tc_num1	0.00140726510008883
1139	cds	cyt	frac.tc_num1	0.00308522941103242
1140	cds	cyt	frac.tc_num1	0.000359324469996407
1141	cds	cyt	frac.tc_num1	0.00239943682886761
1142	cds	cyt	frac.tc_num1	0.000844431815647773
1143	cds	cyt	frac.tc_num1	0.00108201918490486
1144	cds	cyt	frac.tc_num1	0.00188805177733262
1145	cds	cyt	frac.tc_num1	0.00159306049625069
1146	cds	cyt	frac.tc_num1	1.43321371020009e-05
1147	cds	cyt	frac.tc_num1	0.000911626243763408
1148	cds	cyt	frac.tc_num1	0.000565696409128915
1149	cds	cyt	frac.tc_num1	0.000369322092567728
1150	cds	cyt	frac.tc_num1	0.00131686347346182
1151	cds	cyt	frac.tc_num1	0.00180669686596819
1152	cds	cyt	frac.tc_num1	0.000103369514057288
1153	cds	cyt	frac.tc_num1	0.00127592503833041
1154	cds	cyt	frac.tc_num1	0.00128807352141213
1155	cds	cyt	frac.tc_num1	0.00045426651655445
1156	cds	cyt	frac.tc_num1	0.000540508084416007
1157	cds	cyt	frac.tc_num1	0.000471081254410405
1158	cds	cyt	frac.tc_num1	0.000656318389638854
1159	cds	cyt	frac.tc_num1	0.00204441933477123
1160	cds	cyt	frac.tc_num1	0.000513984281042476
1161	cds	cyt	frac.tc_num1	0.00130104679973379
1162	cds	cyt	frac.tc_num1	0.00138780936377255
1163	cds	cyt	frac.tc_num1	0.0019118502129831
1164	cds	cyt	frac.tc_num1	0.00107732751229766
1165	cds	cyt	frac.tc_num1	0.000160901045856798
1166	cds	cyt	frac.tc_num1	0.000594113351021446
1167	cds	cyt	frac.tc_num1	0.000164147304394588
1168	cds	cyt	frac.tc_num1	0.000527390017354326
1169	cds	cyt	frac.tc_num1	0.000632097496393607
1170	cds	cyt	frac.tc_num1	0.000993090432257739
1171	cds	cyt	frac.tc_num1	0.000927466388734618
1172	cds	cyt	frac.tc_num1	0.0006706944101091
1173	cds	cyt	frac.tc_num1	0
1174	cds	cyt	frac.tc_num1	0.00177367905726607
1175	cds	cyt	frac.tc_num1	0.000933983740518253
1176	cds	cyt	frac.tc_num1	0.00117560653019413
1177	cds	cyt	frac.tc_num1	0.000202922077922078
1178	cds	cyt	frac.tc_num1	0.00156157034551026
1179	cds	cyt	frac.tc_num1	0.00263798701298701
1180	cds	cyt	frac.tc_num1	0.0012723950036855
1181	cds	cyt	frac.tc_num1	0.00142542286643209
1182	cds	cyt	frac.tc_num1	0.00241507943359075
1183	cds	cyt	frac.tc_num1	0.00201652183105552
1184	cds	cyt	frac.tc_num1	0.00196864702887224
1185	cds	cyt	frac.tc_num1	0.000625563473023713
1186	cds	cyt	frac.tc_num1	0.00109504691627546
1187	cds	cyt	frac.tc_num1	0.00233299182790118
1188	cds	cyt	frac.tc_num1	0.000434252234232737
1189	cds	cyt	frac.tc_num1	0.00270480331697987
1190	cds	cyt	frac.tc_num1	0.000947449016208309
1191	cds	cyt	frac.tc_num1	0.00216482797665355
1192	cds	cyt	frac.tc_num1	0.00112466977482808
1193	cds	cyt	frac.tc_num1	0.00161275637484901
1194	cds	cyt	frac.tc_num1	0.000912680489626086
1195	cds	cyt	frac.tc_num1	0.00137061403508772
1196	cds	cyt	frac.tc_num1	0.00142033947957051
1197	cds	cyt	frac.tc_num1	0.000993767118733324
1198	cds	cyt	frac.tc_num1	0.00114041124058419
1199	cds	cyt	frac.tc_num1	0.00163953480213401
1200	cds	cyt	frac.tc_num1	0.00254869006550285
1201	cds	cyt	frac.tc_num1	0.00152735024851443
1202	cds	cyt	frac.tc_num1	0.000668886692410922
1203	cds	cyt	frac.tc_num1	0.000547557744858427
1204	cds	cyt	frac.tc_num1	0.00119920741961541
1205	cds	cyt	frac.tc_num1	0.000775217854742221
1206	cds	cyt	frac.tc_num1	0.000344685681304874
1207	cds	cyt	frac.tc_num1	0.000383026332554621
1208	cds	cyt	frac.tc_num1	0.00180611580672182
1209	cds	cyt	frac.tc_num1	0.00102689348905856
1210	cds	cyt	frac.tc_num1	0.0013471916738118
1211	cds	cyt	frac.tc_num1	0.00146337604809366
1212	cds	cyt	frac.tc_num1	6.31951466127401e-05
1213	cds	cyt	frac.tc_num1	0.00116569525395504
1214	cds	cyt	frac.tc_num1	0.00155664718298428
1215	cds	cyt	frac.tc_num1	0.000943642525308403
1216	cds	cyt	frac.tc_num1	0.00302069079862897
1217	cds	cyt	frac.tc_num1	0.00172353409771738
1218	cds	cyt	frac.tc_num1	0.00191748296251969
1219	cds	cyt	frac.tc_num1	0.00140278435423247
1220	cds	cyt	frac.tc_num1	0.00176126514526937
1221	cds	cyt	frac.tc_num1	0.00121979128641176
1222	cds	cyt	frac.tc_num1	0.00283040708487124
1223	cds	cyt	frac.tc_num1	0.00210044403299249
1224	cds	cyt	frac.tc_num1	0.000689272758888452
1225	cds	cyt	frac.tc_num1	0.0014199903551309
1226	cds	cyt	frac.tc_num1	0.0010896898575021
1227	cds	cyt	frac.tc_num1	0.00106511829639809
1228	cds	cyt	frac.tc_num1	0.00171576169264832
1229	cds	cyt	frac.tc_num1	0.00100889721486896
1230	cds	cyt	frac.tc_num1	0.000591377745263335
1231	cds	cyt	frac.tc_num1	0.000360144057623049
1232	cds	cyt	frac.tc_num1	0.00134626158949528
1233	cds	cyt	frac.tc_num1	0.000901442936392082
1234	cds	cyt	frac.tc_num1	0.000751969589077272
1235	cds	cyt	frac.tc_num1	0.00193717369845992
1236	cds	cyt	frac.tc_num1	0.0012265477294824
1237	cds	cyt	frac.tc_num1	0.00057919435631839
1238	cds	cyt	frac.tc_num1	0.000975568464926168
1239	cds	cyt	frac.tc_num1	0.000260756192959583
1240	cds	cyt	frac.tc_num1	0.000204053070758253
1241	cds	cyt	frac.tc_num1	0.00151697609267631
1242	cds	cyt	frac.tc_num1	0.000238085717463635
1243	cds	cyt	frac.tc_num1	0.00104175710294304
1244	cds	cyt	frac.tc_num1	0.00248448621403261
1245	cds	cyt	frac.tc_num1	0.000993753549119818
1246	cds	cyt	frac.tc_num1	0.000253525554391267
1247	cds	cyt	frac.tc_num1	0.00301395688875001
1248	cds	cyt	frac.tc_num1	0.000655099186534012
1249	cds	cyt	frac.tc_num1	0.000407652136489938
1250	cds	cyt	frac.tc_num1	0.000549835051261501
1251	cds	cyt	frac.tc_num1	0.000693084662953667
1252	cds	cyt	frac.tc_num1	0.000864304235090752
1253	cds	cyt	frac.tc_num1	0.00116284578155921
1254	cds	cyt	frac.tc_num1	0.000999475394460344
1255	cds	cyt	frac.tc_num1	0.000587000079503477
1256	cds	cyt	frac.tc_num1	0.00115544044452345
1257	cds	cyt	frac.tc_num1	0.00162372995619606
1258	cds	cyt	frac.tc_num1	0.00127087243950206
1259	cds	cyt	frac.tc_num1	0.000255177014001214
1260	cds	cyt	frac.tc_num1	0.0025126910334368
1261	cds	cyt	frac.tc_num1	0.00175260027453035
1262	cds	cyt	frac.tc_num1	0.000271777166541908
1263	cds	cyt	frac.tc_num1	0.000837821630826116
1264	cds	cyt	frac.tc_num1	0.000495465788652106
1265	cds	cyt	frac.tc_num1	0.000502354177850229
1266	cds	cyt	frac.tc_num1	0.00122844635039757
1267	cds	cyt	frac.tc_num1	0.00193565469220228
1268	cds	cyt	frac.tc_num1	0.00366318330034529
1269	cds	cyt	frac.tc_num1	0.00203377995991358
1270	cds	cyt	frac.tc_num1	0.00176734096722268
1271	cds	cyt	frac.tc_num1	0.00110326339124607
1272	cds	cyt	frac.tc_num1	0.00108892254475573
1273	cds	cyt	frac.tc_num1	0.00266651974019131
1274	cds	cyt	frac.tc_num1	0.00120207972760825
1275	cds	cyt	frac.tc_num1	0.000731518693449974
1276	cds	cyt	frac.tc_num1	0.000178457825223947
1277	cds	cyt	frac.tc_num1	0.00321575618537283
1278	cds	cyt	frac.tc_num1	0.00110229276895944
1279	cds	cyt	frac.tc_num1	0.000885739288914026
1280	cds	cyt	frac.tc_num1	0.00200750544976477
1281	cds	cyt	frac.tc_num1	0.00125419204747411
1282	cds	cyt	frac.tc_num1	0.00167167037561399
1283	cds	cyt	frac.tc_num1	0.000574638397903859
1284	cds	cyt	frac.tc_num1	0.000141447928801477
1285	cds	cyt	frac.tc_num1	0.00354445841155876
1286	cds	cyt	frac.tc_num1	0.000568316515315132
1287	cds	cyt	frac.tc_num1	0.00164594156628027
1288	cds	cyt	frac.tc_num1	0.00267617523987398
1289	cds	cyt	frac.tc_num1	0.00197743187640081
1290	cds	cyt	frac.tc_num1	0
1291	cds	cyt	frac.tc_num1	0.00178412132024978
1292	cds	cyt	frac.tc_num1	0.00166741078428421
1293	cds	cyt	frac.tc_num1	0.00113424907463843
1294	cds	cyt	frac.tc_num1	0.000668763247098073
1295	cds	cyt	frac.tc_num1	0.00238471058655904
1296	cds	cyt	frac.tc_num1	0.00225051366277585
1297	cds	cyt	frac.tc_num1	0.00154093828962859
1298	cds	cyt	frac.tc_num1	0.00173240889475976
1299	cds	cyt	frac.tc_num1	0.00017531556802244
1300	cds	cyt	frac.tc_num1	0.000188052792733571
1301	cds	cyt	frac.tc_num1	0.000801383656083111
1302	cds	cyt	frac.tc_num1	0.000470627635363194
1303	cds	cyt	frac.tc_num1	0.00165293664311096
1304	cds	cyt	frac.tc_num1	0.00342002393008961
1305	cds	cyt	frac.tc_num1	0.000689477622246676
1306	cds	cyt	frac.tc_num1	0.00042917470390342
1307	cds	cyt	frac.tc_num1	0.000182194933272568
1308	cds	cyt	frac.tc_num1	0.000794843302692956
1309	cds	cyt	frac.tc_num1	0.00117103739047156
1310	cds	cyt	frac.tc_num1	0.000316257435700748
1311	cds	cyt	frac.tc_num1	0.00112516367219007
1312	cds	cyt	frac.tc_num1	0.000968003298763484
1313	cds	cyt	frac.tc_num1	0.000292196543332366
1314	cds	cyt	frac.tc_num1	0.000292196543332366
1315	cds	cyt	frac.tc_num1	0.000445545517880015
1316	cds	cyt	frac.tc_num1	0.00191162353800148
1317	cds	cyt	frac.tc_num1	0.00150422018325684
1318	cds	cyt	frac.tc_num1	0.0014080313816602
1319	cds	cyt	frac.tc_num1	0.0020947810426237
1320	cds	cyt	frac.tc_num1	0
1321	cds	cyt	frac.tc_num1	0.000828677733596848
1322	cds	cyt	frac.tc_num1	0.000147444799515641
1323	cds	cyt	frac.tc_num1	0.00019203916529843
1324	cds	cyt	frac.tc_num1	0.000638146424311207
1325	cds	cyt	frac.tc_num1	0.00183107391416137
1326	cds	cyt	frac.tc_num1	0.000400665216075112
1327	cds	cyt	frac.tc_num1	0.00188858964249944
1328	cds	cyt	frac.tc_num1	0.000219842942328292
1329	cds	cyt	frac.tc_num1	0.00195450159490958
1330	cds	cyt	frac.tc_num1	0.00147737765466297
1331	cds	cyt	frac.tc_num1	0.000215666201425703
1332	cds	cyt	frac.tc_num1	0.000533263294610671
1333	cds	cyt	frac.tc_num1	0.0012187035668739
1334	cds	cyt	frac.tc_num1	0.00084297788379421
1335	cds	cyt	frac.tc_num1	0.000464252553389044
1336	cds	cyt	frac.tc_num1	0.0020693720019899
1337	cds	cyt	frac.tc_num1	0.000410050714319974
1338	cds	cyt	frac.tc_num1	0.000930232558139535
1339	cds	cyt	frac.tc_num1	0.00254210337027983
1340	cds	cyt	frac.tc_num1	0.000240506267209121
1341	cds	cyt	frac.tc_num1	0.000562245574535393
1342	cds	cyt	frac.tc_num1	0.000880814316843499
1343	cds	cyt	frac.tc_num1	0.0014866979655712
1344	cds	cyt	frac.tc_num1	0.000187767144923088
1345	cds	cyt	frac.tc_num1	0.000995132379925911
1346	cds	cyt	frac.tc_num1	0.00145551615450827
1347	cds	cyt	frac.tc_num1	9.80068176617104e-05
1348	cds	cyt	frac.tc_num1	0.00248641838505329
1349	cds	cyt	frac.tc_num1	0.000467553163161497
1350	cds	cyt	frac.tc_num1	0.000736093033291437
1351	cds	cyt	frac.tc_num1	0.000370407908894283
1352	cds	cyt	frac.tc_num1	0.00308537182073809
1353	cds	cyt	frac.tc_num1	0.000286129368457394
1354	cds	cyt	frac.tc_num1	0.000821133866702238
1355	cds	cyt	frac.tc_num1	0.0027597130821325
1356	cds	cyt	frac.tc_num1	0.000509516037514555
1357	cds	cyt	frac.tc_num1	0.00133074526491081
1358	cds	cyt	frac.tc_num1	0.000211237853823405
1359	cds	cyt	frac.tc_num1	0.000668021974657639
1360	cds	cyt	frac.tc_num1	0.00139495757234146
1361	cds	cyt	frac.tc_num1	0.00108467274809349
1362	cds	cyt	frac.tc_num1	0.000132293647205585
1363	cds	cyt	frac.tc_num1	0.000549161422486235
1364	cds	cyt	frac.tc_num1	0.00075729218200809
1365	cds	cyt	frac.tc_num1	9.54976166872437e-05
1366	cds	cyt	frac.tc_num1	0.00134222820583526
1367	cds	cyt	frac.tc_num1	0.00141194737583198
1368	cds	cyt	frac.tc_num1	0.000781838051160343
1369	cds	cyt	frac.tc_num1	0.00122729906644679
1370	cds	cyt	frac.tc_num1	0.000576923076923077
1371	cds	cyt	frac.tc_num1	1.2993762993763e-05
1372	cds	cyt	frac.tc_num1	0.00110899115257553
1373	cds	cyt	frac.tc_num1	0.000650875616214689
1374	cds	cyt	frac.tc_num1	0.00144383929386613
1375	cds	cyt	frac.tc_num1	0.0019159730670197
1376	cds	cyt	frac.tc_num1	0.00070828128172152
1377	cds	cyt	frac.tc_num1	0.00438631026380351
1378	cds	cyt	frac.tc_num1	0.00139943072303635
1379	cds	cyt	frac.tc_num1	0.00166255466530878
1380	cds	cyt	frac.tc_num1	0.0013363583053388
1381	cds	cyt	frac.tc_num1	0.00036372453928225
1382	cds	cyt	frac.tc_num1	0.00243981933039358
1383	cds	cyt	frac.tc_num1	9.1274951488829e-05
1384	cds	cyt	frac.tc_num1	0.000109133174518539
1385	cds	cyt	frac.tc_num1	0.00235794296808895
1386	cds	cyt	frac.tc_num1	0.000970765084827527
1387	cds	cyt	frac.tc_num1	0
1388	cds	cyt	frac.tc_num1	0.00273299879291032
1389	cds	cyt	frac.tc_num1	0.00161955948822362
1390	cds	cyt	frac.tc_num1	0.00136048981407792
1391	cds	cyt	frac.tc_num1	0.000142894307253679
1392	cds	cyt	frac.tc_num1	0.00448414817474682
1393	cds	cyt	frac.tc_num1	0.000961113430873329
1394	cds	cyt	frac.tc_num1	3.3995836515464e-05
1395	cds	cyt	frac.tc_num1	0.000988142292490119
1396	cds	cyt	frac.tc_num1	0.00111643958458952
1397	cds	cyt	frac.tc_num1	0.00200691395832597
1398	cds	cyt	frac.tc_num1	0.00143779872945002
1399	cds	cyt	frac.tc_num1	0.00119850313925873
1400	cds	cyt	frac.tc_num1	0.000214504702969255
1401	cds	cyt	frac.tc_num1	0.000611525205621152
1402	cds	cyt	frac.tc_num1	0.000635509983795426
1403	cds	cyt	frac.tc_num1	0.000535306865427337
1404	cds	cyt	frac.tc_num1	0.00071506261116167
1405	cds	cyt	frac.tc_num1	0.000533853769738619
1406	cds	cyt	frac.tc_num1	0.000310831941476613
1407	cds	cyt	frac.tc_num1	0.00111057995716612
1408	cds	cyt	frac.tc_num1	3.43993479281105e-05
1409	cds	cyt	frac.tc_num1	0.000791185002346541
1410	cds	cyt	frac.tc_num1	0.00108587018375239
1411	cds	cyt	frac.tc_num1	0.00259909651786771
1412	cds	cyt	frac.tc_num1	0.000841501017850757
1413	cds	cyt	frac.tc_num1	0.000495049504950495
1414	cds	cyt	frac.tc_num1	0.00099094157256238
1415	cds	cyt	frac.tc_num1	0.00112311335055073
1416	cds	cyt	frac.tc_num1	0.000954589003908096
1417	cds	cyt	frac.tc_num1	0.000302589470053122
1418	cds	cyt	frac.tc_num1	0.00052360835164162
1419	cds	cyt	frac.tc_num1	0.000248015873015873
1420	cds	cyt	frac.tc_num1	0
1421	cds	cyt	frac.tc_num1	0.00218470705064548
1422	cds	cyt	frac.tc_num1	7.94327743170162e-05
1423	cds	cyt	frac.tc_num1	9.5688860780159e-05
1424	cds	cyt	frac.tc_num1	0.000630163853627256
1425	cds	cyt	frac.tc_num1	0
1426	cds	cyt	frac.tc_num1	0.00048206206839894
1427	cds	cyt	frac.tc_num1	0.00123445184321416
1428	cds	cyt	frac.tc_num1	0.000296108470965967
1429	cds	cyt	frac.tc_num1	0.000873062734269463
1430	cds	cyt	frac.tc_num1	0.00244600718446355
1431	cds	cyt	frac.tc_num1	0.000719259711391227
1432	cds	cyt	frac.tc_num1	0.000109132180897503
1433	cds	cyt	frac.tc_num1	0.000302492019359489
1434	cds	cyt	frac.tc_num1	0.000505618899324839
1435	cds	cyt	frac.tc_num1	0.00216171432201517
1436	cds	cyt	frac.tc_num1	0.00158792844596707
1437	cds	cyt	frac.tc_num1	0.00120603015075377
1438	cds	cyt	frac.tc_num1	5.24287549075171e-05
1439	cds	cyt	frac.tc_num1	0.000262155066352648
1440	cds	cyt	frac.tc_num1	0.000942219387732142
1441	cds	cyt	frac.tc_num1	0.00155641791526722
1442	cds	cyt	frac.tc_num1	7.67168308993769e-05
1443	cds	cyt	frac.tc_num1	0.00238978821556625
1444	cds	cyt	frac.tc_num1	0.00190569467004776
1445	cds	cyt	frac.tc_num1	0.000383203049816373
1446	cds	cyt	frac.tc_num1	0.000332790036188862
1447	cds	cyt	frac.tc_num1	0.000285326111575513
1448	cds	cyt	frac.tc_num1	0.000970061555040205
1449	cds	cyt	frac.tc_num1	0.00101200409586583
1450	cds	cyt	frac.tc_num1	0.000702245616841132
1451	cds	cyt	frac.tc_num1	0.00175581483380483
1452	cds	cyt	frac.tc_num1	9.03215941025692e-05
1453	cds	cyt	frac.tc_num1	2.21827861579414e-05
1454	cds	cyt	frac.tc_num1	0.00229496979039496
1455	cds	cyt	frac.tc_num1	0.00135114342604418
1456	cds	cyt	frac.tc_num1	0.000528250864816753
1457	cds	cyt	frac.tc_num1	0.00136976156685953
1458	cds	cyt	frac.tc_num1	0.00151717390935518
1459	cds	cyt	frac.tc_num1	3.93267264432909e-05
1460	cds	cyt	frac.tc_num1	0
1461	cds	cyt	frac.tc_num1	0.00212487854263807
1462	cds	cyt	frac.tc_num1	0.000395790497398678
1463	cds	cyt	frac.tc_num1	9.16819423652668e-05
1464	cds	cyt	frac.tc_num1	0.00238706485663096
1465	cds	cyt	frac.tc_num1	0.00199506864957285
1466	cds	cyt	frac.tc_num1	0.000257201646090535
1467	cds	cyt	frac.tc_num1	0.00154313788411288
1468	cds	cyt	frac.tc_num1	0.00178320715228345
1469	cds	cyt	frac.tc_num1	0
1470	cds	cyt	frac.tc_num1	0.000338262431439655
1471	cds	cyt	frac.tc_num1	0
1472	cds	cyt	frac.tc_num1	0.00171657325641246
1473	cds	cyt	frac.tc_num1	0.00185367253144106
1474	cds	cyt	frac.tc_num1	0.000430056747881933
1475	cds	cyt	frac.tc_num1	0.00183445017159449
1476	cds	cyt	frac.tc_num1	0.000619108388059097
1477	cds	cyt	frac.tc_num1	0.0022403654717605
1478	cds	cyt	frac.tc_num1	0.00103412616339193
1479	cds	cyt	frac.tc_num1	0.0018938622846917
1480	cds	cyt	frac.tc_num1	0.0010913763124977
1481	cds	cyt	frac.tc_num1	0.00232061783523517
1482	cds	cyt	frac.tc_num1	0.000414449760296556
1483	cds	cyt	frac.tc_num1	0.00148684578631211
1484	cds	cyt	frac.tc_num1	0.000658119063596334
1485	cds	cyt	frac.tc_num1	0.000345781466113416
1486	cds	cyt	frac.tc_num1	0.00104384133611691
1487	cds	cyt	frac.tc_num1	0.00328048013106504
1488	cds	cyt	frac.tc_num1	0.000748699221761807
1489	cds	cyt	frac.tc_num1	0.000725294942453875
1490	cds	cyt	frac.tc_num1	0.00130890052356021
1491	cds	cyt	frac.tc_num1	0.00359859883848414
1492	cds	cyt	frac.tc_num1	0.00126165305579235
1493	cds	cyt	frac.tc_num1	0.00187421902174853
1494	cds	cyt	frac.tc_num1	0.00165824770152639
1495	cds	cyt	frac.tc_num1	0.000555032702217354
1496	cds	cyt	frac.tc_num1	0.00185488518676367
1497	cds	cyt	frac.tc_num1	0.00248849539815926
1498	cds	cyt	frac.tc_num1	0.00187146487199323
1499	cds	cyt	frac.tc_num1	0.000651629072681704
1500	cds	cyt	frac.tc_num1	0.00131673226363045
1	cds	mem	frac.tc_num1	0.00389562049911804
