gene_id	Symbol	log2FoldChange.mem.cyt.293	localization_cat	tsig_new
ENSG00000103064.9	SLC7A6	2.2146606991681	membrane	TMhelix-only
ENSG00000103067.7	ESRP2	-0.275620033777665	cytosolic	cyt_notsig
ENSG00000103111.10	MON1B	-0.186478251169145	cytosolic	cyt_notsig
ENSG00000103121.4	CMC2	0.102915560300831	cytosolic	MitoCarta
ENSG00000103126.10	AXIN1	-0.102920958355723	cytosolic	cyt_notsig
ENSG00000103145.6	HCFC1R1	0.15185058870806	cytosolic	cyt_notsig
ENSG00000103148.11	NPRL3	-0.153363239984533	cytosolic	cyt_notsig
ENSG00000103160.7	HSDL1	0.177451004900268	cytosolic	MitoCarta
ENSG00000103168.12	TAF1C	0.108344473870884	cytosolic	cyt_notsig
ENSG00000103187.6	COTL1	-0.0502156558890088	cytosolic	cyt_notsig
ENSG00000103194.11	USP10	-0.360528091063716	cytosolic	cyt_notsig
ENSG00000103197.12	TSC2	-0.0640258348319069	cytosolic	cyt_notsig
ENSG00000103202.8	NME4	-0.0963607787676723	cytosolic	MitoCarta
ENSG00000103222.14	ABCC1	3.18713618965641	membrane	TMhelix-only
ENSG00000103226.13	NOMO3	2.99934784456899	membrane	SignalP-noTM-only
ENSG00000103245.9	NARFL	-0.267884165776199	cytosolic	cyt_notsig
ENSG00000103248.13	MTHFSD	-0.220975622619749	cytosolic	cyt_notsig
ENSG00000103249.13	CLCN7	3.56987954241226	membrane	TMhelix-only
ENSG00000103253.13	HAGHL	0.355723731237527	cytosolic	cyt_notsig
ENSG00000103257.4	SLC7A5	4.23330988306293	membrane	TMhelix-only
ENSG00000103260.4	METRN	0.255773288794588	cytosolic	cyt_notsig
ENSG00000103266.6	STUB1	0.00178521058874743	cytosolic	cyt_notsig
ENSG00000103274.6	NUBP1	-0.600408552457108	cytosolic	cyt_notsig
ENSG00000103275.14	UBE2I	-0.199429132921215	cytosolic	cyt_notsig
ENSG00000103326.6	CAPN15	0.0558693457335266	cytosolic	cyt_notsig
ENSG00000103335.15	PIEZO1	2.48779385756339	membrane	TMhelix-only
ENSG00000103342.8	GSPT1	-0.990146592477302	cytosolic	cyt_notsig
ENSG00000103343.8	ZNF174	0.183153128130413	cytosolic	cyt_notsig
ENSG00000103351.8	CLUAP1	-0.441203043672871	cytosolic	cyt_notsig
ENSG00000103353.11	UBFD1	-0.309735038028461	cytosolic	cyt_notsig
ENSG00000103356.11	EARS2	-0.472236238923311	cytosolic	MitoCarta
ENSG00000103363.10	TCEB2	-0.105674384116066	cytosolic	cyt_notsig
ENSG00000103365.11	GGA2	-0.558412170163407	cytosolic	cyt_notsig
ENSG00000103415.7	HMOX2	-0.16333393767104	cytosolic	TailAnchored
ENSG00000103423.9	DNAJA3	-0.171034064384989	cytosolic	MitoCarta
ENSG00000103429.6	BFAR	1.69099240572276	membrane	TMhelix-only
ENSG00000103449.7	SALL1	0.0518323830610334	cytosolic	cyt_notsig
ENSG00000103479.10	RBL2	0.339380097995402	cytosolic	cyt_notsig
ENSG00000103485.13	QPRT	-0.0984363831510837	cytosolic	SignalP-noTM-only
ENSG00000103495.9	MAZ	0.0423015048028112	cytosolic	cyt_notsig
ENSG00000103496.10	STX4	-0.394350830620121	cytosolic	TailAnchored
ENSG00000103502.9	CDIPT	2.01697779135487	membrane	TMhelix-only
ENSG00000103507.9	BCKDK	0.119545830343939	cytosolic	MitoCarta
ENSG00000103510.15	KAT8	-0.212382537740199	cytosolic	cyt_notsig
ENSG00000103512.10	NOMO1	2.83666911589897	membrane	SignalP-noTM-only
ENSG00000103540.12	CCP110	-0.0418219455162788	cytosolic	cyt_notsig
ENSG00000103544.10	C16orf62	-0.112848160412011	cytosolic	cyt_notsig
ENSG00000103549.17	RNF40	-0.466705258706483	cytosolic	cyt_notsig
ENSG00000103550.9	KNOP1	-0.681608898245535	cytosolic	cyt_notsig
ENSG00000103591.8	AAGAB	-0.521986538291723	cytosolic	cyt_notsig
ENSG00000103653.12	CSK	-0.030865092963912	cytosolic	cyt_notsig
ENSG00000103657.9	HERC1	-0.627857731531029	cytosolic	cyt_notsig
ENSG00000103707.5	MTFMT	-0.124361594805568	cytosolic	MitoCarta
ENSG00000103769.5	RAB11A	-0.767888734230155	cytosolic	cyt_notsig
ENSG00000103852.8	TTC23	-0.283107965917814	cytosolic	cyt_notsig
ENSG00000103855.13	CD276	2.76814527444642	membrane	SignalP-TM
ENSG00000103876.7	FAH	-0.424816691058512	cytosolic	cyt_notsig
ENSG00000103932.7	RPAP1	-0.148341405840417	cytosolic	cyt_notsig
ENSG00000103942.8	HOMER2	-0.198585771514191	cytosolic	cyt_notsig
ENSG00000103966.5	EHD4	-0.501439721276354	cytosolic	cyt_notsig
ENSG00000103978.11	TMEM87A	3.12422935253494	membrane	SignalP-TM
ENSG00000103994.12	ZNF106	-0.284691518392471	cytosolic	cyt_notsig
ENSG00000104047.10	DTWD1	0.0508323566282352	cytosolic	cyt_notsig
ENSG00000104064.12	GABPB1	-0.400992334898608	cytosolic	cyt_notsig
ENSG00000104067.12	TJP1	-0.93935083037461	cytosolic	cyt_notsig
ENSG00000104093.9	DMXL2	-0.237450042056849	cytosolic	cyt_notsig
ENSG00000104129.5	DNAJC17	-0.499131480901786	cytosolic	cyt_notsig
ENSG00000104131.8	EIF3J	-0.57768559905086	cytosolic	cyt_notsig
ENSG00000104133.10	SPG11	-0.180916785457956	cytosolic	cyt_notsig
ENSG00000104147.4	OIP5	-0.078396577919098	cytosolic	cyt_notsig
ENSG00000104164.6	BLOC1S6	-0.185741580427184	cytosolic	cyt_notsig
ENSG00000104177.13	MYEF2	-0.858474781733475	cytosolic	cyt_notsig
ENSG00000104213.8	PDGFRL	3.92269234520705	membrane	SignalP-noTM-only
ENSG00000104231.6	ZFAND1	-0.67895897636624	cytosolic	cyt_notsig
ENSG00000104267.5	CA2	-0.282196046763151	cytosolic	cyt_notsig
ENSG00000104290.6	FZD3	2.68556505228936	membrane	SignalP-TM
ENSG00000104299.10	INTS9	-0.581935129344437	cytosolic	cyt_notsig
ENSG00000104312.6	RIPK2	-0.113171656919563	cytosolic	cyt_notsig
ENSG00000104320.9	NBN	-0.467507283500871	cytosolic	cyt_notsig
ENSG00000104331.4	IMPAD1	3.49616254322376	membrane	TMhelix-only
ENSG00000104332.7	SFRP1	2.79665669257003	membrane	mem_notsig
ENSG00000104341.12	LAPTM4B	4.21080321349795	membrane	TMhelix-only
ENSG00000104365.9	IKBKB	-0.0967580230223008	cytosolic	cyt_notsig
ENSG00000104368.13	PLAT	4.26271406127148	membrane	SignalP-noTM-only
ENSG00000104375.11	STK3	-0.736243903532984	cytosolic	cyt_notsig
ENSG00000104388.10	RAB2A	-0.356732604639271	cytosolic	cyt_notsig
ENSG00000104408.5	EIF3E	-0.800479521327383	cytosolic	cyt_notsig
ENSG00000104412.3	EMC2	-0.812680762143034	cytosolic	MitoCarta
ENSG00000104419.10	NDRG1	-0.445845531148917	cytosolic	cyt_notsig
ENSG00000104442.5	ARMC1	-0.354176239939932	cytosolic	cyt_notsig
ENSG00000104472.5	CHRAC1	0.114853982629971	cytosolic	cyt_notsig
ENSG00000104517.8	UBR5	-0.62125816873579	cytosolic	cyt_notsig
ENSG00000104522.11	TSTA3	-0.0907514015541367	cytosolic	cyt_notsig
ENSG00000104524.9	PYCRL	0.186166963681404	cytosolic	cyt_notsig
ENSG00000104529.13	EEF1D	-0.672134928061751	cytosolic	cyt_notsig
ENSG00000104549.7	SQLE	3.44384456834139	membrane	TMhelix-only
ENSG00000104613.7	INTS10	-0.0413125598456013	cytosolic	cyt_notsig
ENSG00000104635.9	SLC39A14	4.46530327353733	membrane	SignalP-TM
ENSG00000104660.13	LEPROTL1	2.85589532767607	membrane	TMhelix-only
ENSG00000104671.3	DCTN6	-0.56109526513216	cytosolic	cyt_notsig
ENSG00000104679.6	R3HCC1	-0.221130494550984	cytosolic	cyt_notsig
ENSG00000104687.8	GSR	-0.455104367772064	cytosolic	MitoCarta
ENSG00000104695.8	PPP2CB	-0.320733377996107	cytosolic	cyt_notsig
ENSG00000104714.9	ERICH1	-0.713165516419878	cytosolic	cyt_notsig
ENSG00000104723.16	TUSC3	2.90076090554528	membrane	SignalP-TM
ENSG00000104731.9	KLHDC4	-0.475030624957043	cytosolic	cyt_notsig
ENSG00000104738.12	MCM4	-1.40020980104965	cytosolic	cyt_notsig
ENSG00000104756.11	KCTD9	-0.726979070163063	cytosolic	cyt_notsig
ENSG00000104763.13	ASAH1	2.46943689629057	membrane	mem_notsig
ENSG00000104765.10	BNIP3L	-0.683191266076012	cytosolic	TailAnchored
ENSG00000104805.11	NUCB1	3.4286316844216	membrane	SignalP-noTM-only
ENSG00000104812.10	GYS1	-0.50519323219241	cytosolic	cyt_notsig
ENSG00000104823.4	ECH1	-0.262646032854204	cytosolic	MitoCarta
ENSG00000104824.12	HNRNPL	-0.523407058329526	cytosolic	cyt_notsig
ENSG00000104825.12	NFKBIB	-0.0671419293288525	cytosolic	cyt_notsig
ENSG00000104835.10	SARS2	-0.467997139714168	cytosolic	MitoCarta
ENSG00000104852.10	SNRNP70	-0.133187650284099	cytosolic	cyt_notsig
ENSG00000104853.11	CLPTM1	3.33381790792088	membrane	TMhelix-only
ENSG00000104859.10	CLASRP	-0.258277585667566	cytosolic	cyt_notsig
ENSG00000104870.8	FCGRT	2.56429762097615	membrane	SignalP-TM
ENSG00000104872.6	PIH1D1	-0.224043340176791	cytosolic	cyt_notsig
ENSG00000104880.13	ARHGEF18	-0.518357855727078	cytosolic	cyt_notsig
ENSG00000104884.10	ERCC2	-0.532738361253567	cytosolic	cyt_notsig
ENSG00000104885.13	DOT1L	-0.210550379280407	cytosolic	cyt_notsig
ENSG00000104886.5	PLEKHJ1	0.312417025775742	cytosolic	cyt_notsig
ENSG00000104889.4	RNASEH2A	-0.37569487875008	cytosolic	cyt_notsig
ENSG00000104897.5	SF3A2	-0.631135270048141	cytosolic	cyt_notsig
ENSG00000104904.8	OAZ1	-0.139538558337419	cytosolic	cyt_notsig
ENSG00000104907.8	TRMT1	-0.300927903293728	cytosolic	MitoCarta
ENSG00000104915.10	STX10	-0.177635098241961	cytosolic	TailAnchored
ENSG00000104936.13	DMPK	0.391366605178611	cytosolic	MitoCarta
ENSG00000104957.9	CCDC130	0.452823713532489	cytosolic	cyt_notsig
ENSG00000104960.11	PTOV1	-0.122400421325108	cytosolic	cyt_notsig
ENSG00000104964.10	AES	0.00553072096436068	cytosolic	cyt_notsig
ENSG00000104969.5	SGTA	-0.00871264248378406	cytosolic	cyt_notsig
ENSG00000104973.10	MED25	-0.0224148437214637	cytosolic	cyt_notsig
ENSG00000104979.4	C19orf53	-0.0181943787717434	cytosolic	cyt_notsig
ENSG00000104980.3	TIMM44	-0.558640368144708	cytosolic	MitoCarta
ENSG00000105011.4	ASF1B	0.0813536729920762	cytosolic	cyt_notsig
ENSG00000105048.12	TNNT1	-0.132410424358407	cytosolic	cyt_notsig
ENSG00000105053.6	VRK3	-0.18192089329035	cytosolic	cyt_notsig
ENSG00000105058.7	FAM32A	-0.360770456804488	cytosolic	cyt_notsig
ENSG00000105063.14	PPP6R1	0.0608855378751977	cytosolic	cyt_notsig
ENSG00000105127.4	AKAP8	-0.676853144201443	cytosolic	cyt_notsig
ENSG00000105135.11	ILVBL	3.20847995546797	membrane	TMhelix-only
ENSG00000105171.5	POP4	-0.255524325762832	cytosolic	cyt_notsig
ENSG00000105173.9	CCNE1	-0.0580164542986414	cytosolic	cyt_notsig
ENSG00000105176.13	URI1	-0.284798129505011	cytosolic	cyt_notsig
ENSG00000105185.7	PDCD5	-0.171867487558737	cytosolic	cyt_notsig
ENSG00000105186.10	ANKRD27	-0.0117578823634277	cytosolic	cyt_notsig
ENSG00000105193.4	RPS16	-0.27173778826444	cytosolic	cyt_notsig
ENSG00000105197.6	TIMM50	-0.03759364013722	cytosolic	TMhelix-only
ENSG00000105202.3	FBL	-0.737976882505544	cytosolic	cyt_notsig
ENSG00000105204.9	DYRK1B	0.294747969328882	cytosolic	cyt_notsig
ENSG00000105220.10	GPI	-0.523985677215519	cytosolic	MitoCarta
ENSG00000105221.12	AKT2	-0.126573137883448	cytosolic	cyt_notsig
ENSG00000105223.14	PLD3	3.0488442512665	membrane	mem_notsig
ENSG00000105229.2	PIAS4	-0.361983684967507	cytosolic	cyt_notsig
ENSG00000105245.5	NUMBL	-0.0789564086426751	cytosolic	cyt_notsig
ENSG00000105248.11	CCDC94	-0.458302992608187	cytosolic	cyt_notsig
ENSG00000105254.7	TBCB	-0.0993782432698663	cytosolic	cyt_notsig
ENSG00000105255.6	FSD1	0.0527335049027917	cytosolic	cyt_notsig
ENSG00000105258.4	POLR2I	-0.152930033167818	cytosolic	cyt_notsig
ENSG00000105281.8	SLC1A5	3.01991343364217	membrane	TMhelix-only
ENSG00000105287.8	PRKD2	-0.260995501440681	cytosolic	cyt_notsig
ENSG00000105290.7	APLP1	2.16048927801275	membrane	TMhelix-only
ENSG00000105298.9	CACTIN	-0.310929599218638	cytosolic	cyt_notsig
ENSG00000105323.12	HNRNPUL1	-0.210467948878617	cytosolic	cyt_notsig
ENSG00000105325.9	FZR1	-0.0897926392703278	cytosolic	cyt_notsig
ENSG00000105327.11	BBC3	0.130170133241259	cytosolic	cyt_notsig
ENSG00000105341.14	ATP5SL	-0.291410233502889	cytosolic	MitoCarta
ENSG00000105355.4	PLIN3	-0.394361221392248	cytosolic	cyt_notsig
ENSG00000105364.9	MRPL4	0.0884830940376053	cytosolic	MitoCarta
ENSG00000105372.2	RPS19	-0.301407234085703	cytosolic	cyt_notsig
ENSG00000105373.14	GLTSCR2	-0.710740835151637	cytosolic	cyt_notsig
ENSG00000105379.5	ETFB	-0.481978235803188	cytosolic	MitoCarta
ENSG00000105393.11	BABAM1	-0.269064358701137	cytosolic	cyt_notsig
ENSG00000105397.9	TYK2	-0.220960530518451	cytosolic	cyt_notsig
ENSG00000105401.2	CDC37	-0.4145526413542	cytosolic	cyt_notsig
ENSG00000105402.3	NAPA	-0.111781372637883	cytosolic	cyt_notsig
ENSG00000105404.6	RABAC1	2.35977040893749	membrane	TMhelix-only
ENSG00000105409.11	ATP1A3	3.33085618365874	membrane	TMhelix-only
ENSG00000105419.13	MEIS3	0.333185000704581	cytosolic	cyt_notsig
ENSG00000105426.10	PTPRS	2.74311312403123	membrane	SignalP-TM
ENSG00000105429.8	MEGF8	2.59106470217753	membrane	SignalP-TM
ENSG00000105438.4	KDELR1	3.55115720465972	membrane	TMhelix-only
ENSG00000105443.9	CYTH2	0.0357733641606442	cytosolic	cyt_notsig
ENSG00000105447.8	GRWD1	-0.583715996140198	cytosolic	cyt_notsig
ENSG00000105483.12	CARD8	0.172570274112121	cytosolic	cyt_notsig
ENSG00000105486.9	LIG1	-0.816655164136413	cytosolic	cyt_notsig
ENSG00000105518.9	TMEM205	2.97170374623051	membrane	TMhelix-only
ENSG00000105552.10	BCAT2	-0.32591741953279	cytosolic	MitoCarta
ENSG00000105556.6	MIER2	-0.237197544339918	cytosolic	cyt_notsig
ENSG00000105568.13	PPP2R1A	-0.614595706157731	cytosolic	cyt_notsig
ENSG00000105576.11	TNPO2	0.245378143217327	cytosolic	cyt_notsig
ENSG00000105607.8	GCDH	-0.583757259190804	cytosolic	MitoCarta
ENSG00000105612.4	DNASE2	3.77755091991132	membrane	SignalP-noTM-only
ENSG00000105618.9	PRPF31	-0.508093863264126	cytosolic	cyt_notsig
ENSG00000105619.9	TFPT	-0.465425905774984	cytosolic	cyt_notsig
ENSG00000105640.8	RPL18A	-0.566972982679713	cytosolic	cyt_notsig
ENSG00000105647.10	PIK3R2	-0.180839223262319	cytosolic	cyt_notsig
ENSG00000105655.14	ISYNA1	-0.393934634303194	cytosolic	cyt_notsig
ENSG00000105669.8	COPE	-0.230809819906742	cytosolic	cyt_notsig
ENSG00000105671.7	DDX49	-0.476337541878681	cytosolic	cyt_notsig
ENSG00000105676.9	ARMC6	-0.328252281808379	cytosolic	cyt_notsig
ENSG00000105677.7	TMEM147	2.93559352599497	membrane	TMhelix-only
ENSG00000105698.11	USF2	-0.171917634433565	cytosolic	cyt_notsig
ENSG00000105699.12	LSR	3.28300794748779	membrane	TMhelix-only
ENSG00000105700.6	KXD1	-0.163413492700642	cytosolic	cyt_notsig
ENSG00000105701.11	FKBP8	-0.218784532710067	cytosolic	TailAnchored
ENSG00000105705.11	SUGP1	-0.928554752035077	cytosolic	cyt_notsig
ENSG00000105722.5	ERF	-0.26076240666891	cytosolic	cyt_notsig
ENSG00000105723.7	GSK3A	0.0789725741720092	cytosolic	cyt_notsig
ENSG00000105726.12	ATP13A1	3.21090201524982	membrane	TMhelix-only
ENSG00000105755.3	ETHE1	0.285059642099279	cytosolic	MitoCarta
ENSG00000105767.2	CADM4	3.65933578424795	membrane	SignalP-TM
ENSG00000105771.9	SMG9	-0.300237874947327	cytosolic	cyt_notsig
ENSG00000105819.9	PMPCB	-0.744650499541331	cytosolic	MitoCarta
ENSG00000105821.10	DNAJC2	-0.707591945628677	cytosolic	cyt_notsig
ENSG00000105829.7	BET1	-0.532640897383944	cytosolic	TailAnchored
ENSG00000105835.7	NAMPT	-0.915789822176004	cytosolic	cyt_notsig
ENSG00000105849.5	TWISTNB	-0.609085246674478	cytosolic	cyt_notsig
ENSG00000105854.8	PON2	2.8225724466232	membrane	TMhelix-only
ENSG00000105856.9	HBP1	-0.625713883843003	cytosolic	cyt_notsig
ENSG00000105879.7	CBLL1	-0.663096734957758	cytosolic	cyt_notsig
ENSG00000105887.10	MTPN	-0.542326347557748	cytosolic	cyt_notsig
ENSG00000105948.9	TTC26	-0.660980407845708	cytosolic	cyt_notsig
ENSG00000105953.10	OGDH	-0.694578318757032	cytosolic	MitoCarta
ENSG00000105968.14	H2AFV	0.0305566706918567	cytosolic	cyt_notsig
ENSG00000105971.10	CAV2	0.318356945169933	cytosolic	TMhelix-only
ENSG00000105976.10	MET	3.04839100966477	membrane	SignalP-TM
ENSG00000105983.15	LMBR1	2.32985729506079	membrane	TMhelix-only
ENSG00000105993.10	DNAJB6	-0.652623440788213	cytosolic	cyt_notsig
ENSG00000106009.11	BRAT1	0.133444846107831	cytosolic	cyt_notsig
ENSG00000106025.4	TSPAN12	1.58616821925666	membrane	TMhelix-only
ENSG00000106028.6	SSBP1	-0.603227352113851	cytosolic	MitoCarta
ENSG00000106031.6	HOXA13	0.136958864446203	cytosolic	cyt_notsig
ENSG00000106049.4	HIBADH	-0.45043956207485	cytosolic	MitoCarta
ENSG00000106052.9	TAX1BP1	-1.02679972157042	cytosolic	cyt_notsig
ENSG00000106066.9	CPVL	4.63855300313086	membrane	SignalP-noTM-only
ENSG00000106070.13	GRB10	-0.219952614954642	cytosolic	cyt_notsig
ENSG00000106077.14	ABHD11	-0.0684528234061254	cytosolic	MitoCarta
ENSG00000106080.6	FKBP14	3.24107505951602	membrane	SignalP-noTM-only
ENSG00000106105.9	GARS	-0.463025806364341	cytosolic	SignalP-noTM-only
ENSG00000106144.15	CASP2	-0.282072789577868	cytosolic	cyt_notsig
ENSG00000106153.12	CHCHD2	-0.0975682200912185	cytosolic	MitoCarta
ENSG00000106211.8	HSPB1	-0.167335092436276	cytosolic	cyt_notsig
ENSG00000106236.3	NPTX2	4.13882547366222	membrane	SignalP-noTM-only
ENSG00000106244.8	PDAP1	-0.527080312045111	cytosolic	cyt_notsig
ENSG00000106245.5	BUD31	-0.316244177052381	cytosolic	cyt_notsig
ENSG00000106246.13	PTCD1	0.0806577928109318	cytosolic	MitoCarta
ENSG00000106246.13	PTCD1	0.0806577928109318	cytosolic	MitoCarta
ENSG00000106246.13	PTCD1	0.0806577928109318	cytosolic	MitoCarta
ENSG00000106246.13	PTCD1	0.0806577928109318	cytosolic	MitoCarta
ENSG00000106261.12	ZKSCAN1	-0.1517591125367	cytosolic	cyt_notsig
ENSG00000106263.13	EIF3B	-0.659969136128268	cytosolic	cyt_notsig
ENSG00000106268.11	NUDT1	-0.258897086428343	cytosolic	cyt_notsig
ENSG00000106290.10	TAF6	0.0586503655504068	cytosolic	cyt_notsig
ENSG00000106299.7	WASL	-0.557898062323941	cytosolic	cyt_notsig
ENSG00000106305.5	AIMP2	-0.26771696059325	cytosolic	cyt_notsig
ENSG00000106344.4	RBM28	-1.28593206179513	cytosolic	cyt_notsig
ENSG00000106348.12	IMPDH1	-0.0148515162951806	cytosolic	cyt_notsig
ENSG00000106355.5	LSM5	-0.300736525795593	cytosolic	cyt_notsig
ENSG00000106367.9	AP1S1	-0.427894824839177	cytosolic	cyt_notsig
ENSG00000106397.7	PLOD3	3.88643564984104	membrane	SignalP-noTM-only
ENSG00000106399.7	RPA3	-0.024609859746609	cytosolic	cyt_notsig
ENSG00000106400.7	ZNHIT1	0.148418669119809	cytosolic	cyt_notsig
ENSG00000106443.10	PHF14	-0.761492637895788	cytosolic	cyt_notsig
ENSG00000106459.10	NRF1	-0.870470211053265	cytosolic	cyt_notsig
ENSG00000106460.14	TMEM106B	3.24027665416753	membrane	TMhelix-only
ENSG00000106462.6	EZH2	-0.636965893546371	cytosolic	cyt_notsig
ENSG00000106537.7	TSPAN13	3.13849793403493	membrane	TMhelix-only
ENSG00000106554.7	CHCHD3	0.0394037936242582	cytosolic	MitoCarta
ENSG00000106588.6	PSMA2	-0.555285254120027	cytosolic	cyt_notsig
ENSG00000106591.3	MRPL32	0.682620904969074	NA	MitoCarta
ENSG00000106603.13	COA1	0.305840515866772	cytosolic	TMhelix-only
ENSG00000106605.6	BLVRA	-0.514833974120813	cytosolic	cyt_notsig
ENSG00000106608.12	URGCP	-0.153835197038462	cytosolic	cyt_notsig
ENSG00000106609.12	TMEM248	2.82007725993863	membrane	TMhelix-only
ENSG00000106615.5	RHEB	-0.180148366337192	cytosolic	cyt_notsig
ENSG00000106617.9	PRKAG2	-0.0413132616139958	cytosolic	cyt_notsig
ENSG00000106628.6	POLD2	-0.27805748530147	cytosolic	cyt_notsig
ENSG00000106635.3	BCL7B	0.122523498449015	cytosolic	cyt_notsig
ENSG00000106636.3	YKT6	-0.359320016048154	cytosolic	cyt_notsig
ENSG00000106638.11	TBL2	2.60649586611	membrane	SignalP-TM
ENSG00000106682.10	EIF4H	-1.02242381263014	cytosolic	cyt_notsig
ENSG00000106683.10	LIMK1	-0.113132301493533	cytosolic	cyt_notsig
ENSG00000106723.12	SPIN1	-0.300410276129096	cytosolic	cyt_notsig
ENSG00000106771.8	TMEM245	3.08713332241261	membrane	TMhelix-only
ENSG00000106785.10	TRIM14	-0.0849634889898863	cytosolic	cyt_notsig
ENSG00000106799.8	TGFBR1	2.89993732431519	membrane	SignalP-TM
ENSG00000106803.5	SEC61B	-0.120613959787842	cytosolic	TailAnchored
ENSG00000106829.14	TLE4	0.0466667779789834	cytosolic	cyt_notsig
ENSG00000106976.14	DNM1	-0.288909790280548	cytosolic	cyt_notsig
ENSG00000106992.13	AK1	-0.174507027217707	cytosolic	cyt_notsig
ENSG00000107014.7	RLN2	-0.0559429134073128	cytosolic	cyt_notsig
ENSG00000107020.5	PLGRKT	0.479959086000538	cytosolic	TMhelix-only
ENSG00000107021.11	TBC1D13	0.208117264535671	cytosolic	cyt_notsig
ENSG00000107105.10	ELAVL2	-0.796929908707781	cytosolic	cyt_notsig
ENSG00000107130.6	NCS1	-0.0637405804422612	cytosolic	cyt_notsig
ENSG00000107164.15	FUBP3	-0.996053930545487	cytosolic	cyt_notsig
ENSG00000107185.8	RGP1	-0.435215364109735	cytosolic	cyt_notsig
ENSG00000107223.8	EDF1	-0.489315657852286	cytosolic	cyt_notsig
ENSG00000107262.12	BAG1	-0.481447679995761	cytosolic	cyt_notsig
ENSG00000107263.14	RAPGEF1	-0.0209124953309928	cytosolic	cyt_notsig
ENSG00000107281.5	NPDC1	2.36365600753603	membrane	TMhelix-only
ENSG00000107295.8	SH3GL2	-0.325545571900725	cytosolic	cyt_notsig
ENSG00000107331.12	ABCA2	1.81323872927387	membrane	mem_notsig
ENSG00000107341.4	UBE2R2	0.0307297939681521	cytosolic	cyt_notsig
ENSG00000107362.9	ABHD17B	-0.242285102706544	cytosolic	cyt_notsig
ENSG00000107371.8	EXOSC3	-0.436414669929742	cytosolic	cyt_notsig
ENSG00000107372.8	ZFAND5	-0.130456781808913	cytosolic	cyt_notsig
ENSG00000107404.13	DVL1	-0.113268206721242	cytosolic	cyt_notsig
ENSG00000107438.4	PDLIM1	-0.380652007029038	cytosolic	cyt_notsig
ENSG00000107443.11	CCNJ	-0.331207427367958	cytosolic	cyt_notsig
ENSG00000107521.14	HPS1	0.0375653343876768	cytosolic	cyt_notsig
ENSG00000107537.9	PHYH	-0.421837887228357	cytosolic	MitoCarta
ENSG00000107560.6	RAB11FIP2	-0.094370842197964	cytosolic	cyt_notsig
ENSG00000107566.9	ERLIN1	2.87586067881664	membrane	TMhelix-only
ENSG00000107581.8	EIF3A	-0.666847110202799	cytosolic	cyt_notsig
ENSG00000107625.8	DDX50	-1.03291181184293	cytosolic	cyt_notsig
ENSG00000107643.11	MAPK8	-0.11393520555766	cytosolic	cyt_notsig
ENSG00000107651.8	SEC23IP	-0.616885858626745	cytosolic	cyt_notsig
ENSG00000107669.13	ATE1	-0.343293197700531	cytosolic	cyt_notsig
ENSG00000107672.10	NSMCE4A	-0.571757320491242	cytosolic	cyt_notsig
ENSG00000107679.10	PLEKHA1	-0.114114958717555	cytosolic	cyt_notsig
ENSG00000107719.8	PALD1	-0.248871648369332	cytosolic	cyt_notsig
ENSG00000107731.8	UNC5B	2.73737818002618	membrane	SignalP-TM
ENSG00000107745.12	MICU1	-0.17125454595033	cytosolic	MitoCarta
ENSG00000107758.11	PPP3CB	0.086110689238118	cytosolic	cyt_notsig
ENSG00000107779.7	BMPR1A	2.56840786834217	membrane	SignalP-TM
ENSG00000107789.11	MINPP1	3.34411867375021	membrane	SignalP-noTM-only
ENSG00000107798.13	LIPA	3.7152438753592	membrane	SignalP-noTM-only
ENSG00000107807.8	TLX1	0.220027462442011	cytosolic	cyt_notsig
ENSG00000107815.3	C10orf2	-0.76187482870722	cytosolic	MitoCarta
ENSG00000107816.13	LZTS2	0.220254675684873	cytosolic	cyt_notsig
ENSG00000107819.9	SFXN3	0.216289296902204	cytosolic	TMhelix-only
ENSG00000107821.10	KAZALD1	0.293940162385734	cytosolic	cyt_notsig
ENSG00000107829.9	FBXW4	-0.368248590433991	cytosolic	cyt_notsig
ENSG00000107833.6	NPM3	-0.332537282194609	cytosolic	cyt_notsig
ENSG00000107854.5	TNKS2	-0.36342704039868	cytosolic	cyt_notsig
ENSG00000107862.4	GBF1	-0.324806651622857	cytosolic	cyt_notsig
ENSG00000107863.12	ARHGAP21	-0.0261028030278871	cytosolic	cyt_notsig
ENSG00000107874.6	CUEDC2	-0.274507554545699	cytosolic	cyt_notsig
ENSG00000107897.14	ACBD5	-0.521778093929431	cytosolic	TailAnchored
ENSG00000107902.9	LHPP	0.013336163879961	cytosolic	cyt_notsig
ENSG00000107929.10	LARP4B	-0.602246925651839	cytosolic	cyt_notsig
ENSG00000107937.14	GTPBP4	-1.37930189422573	cytosolic	cyt_notsig
ENSG00000107938.13	C10orf137	-0.229946504496322	cytosolic	cyt_notsig
ENSG00000107949.12	BCCIP	-0.620620385220855	cytosolic	cyt_notsig
ENSG00000107951.8	MTPAP	-0.203368331375103	cytosolic	MitoCarta
ENSG00000107959.11	PITRM1	-0.263908620536809	cytosolic	MitoCarta
ENSG00000107960.6	OBFC1	-0.0433018154871856	cytosolic	cyt_notsig
ENSG00000108001.9	EBF3	-0.227861547212093	cytosolic	cyt_notsig
ENSG00000108010.7	GLRX3	-0.522182331397556	cytosolic	cyt_notsig
