gene_id	Symbol	gene_biotype	tc_CDS_norm_cat	target_loc	mean_memb_4h
ENSG00000071626.12	DAZAP1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.04977309245328
ENSG00000136485.10	DCAF7	protein_coding	nontarget	cyto_target	0.0321022280045091
ENSG00000132716.14	DCAF8	protein_coding	nontarget	nontarget	0.162484048284004
ENSG00000172992.7	DCAKD	protein_coding	nontarget	nontarget	0.237440912855057
ENSG00000132912.8	DCTN4	protein_coding	tc<0.27	cyto_target	0.124774313178588
ENSG00000137692.7	DCUN1D5	protein_coding	nontarget	nontarget	0.144955951147411
ENSG00000169738.3	DCXR	protein_coding	tc<0.27	cyto_target	0.0545747084308125
ENSG00000130311.6	DDA1	protein_coding	tc<0.27	cyto_target	-0.277387071068921
ENSG00000167986.9	DDB1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.082354048406718
ENSG00000244038.5	DDOST	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0432777480672041
ENSG00000198171.8	DDRGK1	protein_coding	tc>0.27 & tc<1.04	mem_target	-0.378906719612265
ENSG00000079785.10	DDX1	protein_coding	tc<0.27	cyto_target	0.010978948172764
ENSG00000088205.8	DDX18	protein_coding	tc<0.27	cyto_target	-0.315604212639914
ENSG00000064703.7	DDX20	protein_coding	nontarget	nontarget	-0.198357997557326
ENSG00000165732.8	DDX21	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.0996961995022483
ENSG00000089737.11	DDX24	protein_coding	tc<0.27	cyto_target	0.099605435319295
ENSG00000198563.9	DDX39B	protein_coding	nontarget	nontarget	-0.0531428162283735
ENSG00000215301.5	DDX3X	protein_coding	tc<0.27	cyto_target	-0.0839018907841688
ENSG00000198231.8	DDX42	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0108389252830773
ENSG00000145833.11	DDX46	protein_coding	tc<0.27	cyto_target	-0.0545961698367897
ENSG00000213782.3	DDX47	protein_coding	nontarget	nontarget	-0.0444528740852696
ENSG00000105671.7	DDX49	protein_coding	nontarget	nontarget	0.00175220449524807
ENSG00000108654.7	DDX5	protein_coding	nontarget	nontarget	0.0399658517988358
ENSG00000107625.8	DDX50	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.00555156549344325
ENSG00000141141.10	DDX52	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.105013454643098
ENSG00000110367.7	DDX6	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.145454718914154
ENSG00000143753.8	DEGS1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.160966769380854
ENSG00000124795.10	DEK	protein_coding	tc<0.27	cyto_target	0.193400575738256
ENSG00000116133.7	DHCR24	protein_coding	tc>1.04 & tc<65.26	mem_target	0.18974731472502
ENSG00000172893.11	DHCR7	protein_coding	tc>1.04 & tc<65.26	mem_target	0.170044627708292
ENSG00000109606.8	DHX15	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.197054952953607
ENSG00000140829.7	DHX38	protein_coding	nontarget	nontarget	0.231257826362828
ENSG00000108406.5	DHX40	protein_coding	tc<0.27	cyto_target	0.149310366186474
ENSG00000135829.12	DHX9	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.143288665191231
ENSG00000184047.11	DIABLO	protein_coding	nontarget	nontarget	-0.102251535951826
ENSG00000086189.5	DIMT1	protein_coding	nontarget	nontarget	-0.073846526193399
ENSG00000083520.10	DIS3	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0561903861904511
ENSG00000130826.11	DKC1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0291121459250331
ENSG00000150768.11	DLAT	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0732611661812277
ENSG00000091140.8	DLD	protein_coding	nontarget	cyto_target	0.0614866542561658
ENSG00000119689.10	DLST	protein_coding	nontarget	nontarget	-0.13187386053784
ENSG00000086061.11	DNAJA1	protein_coding	tc<0.27	cyto_target	0.0119823034313683
ENSG00000069345.7	DNAJA2	protein_coding	nontarget	nontarget	0.0634149691014494
ENSG00000103423.9	DNAJA3	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.00763028654508899
ENSG00000090520.6	DNAJB11	protein_coding	tc>0.27 & tc<1.04	mem_target	0.127339783126019
ENSG00000148719.10	DNAJB12	protein_coding	nontarget	nontarget	0.0594852540305781
ENSG00000105821.10	DNAJC2	protein_coding	nontarget	nontarget	0.303743492599858
ENSG00000168259.10	DNAJC7	protein_coding	nontarget	nontarget	-0.104283644187861
ENSG00000126698.6	DNAJC8	protein_coding	nontarget	cyto_target	0.058791597320088
ENSG00000079805.12	DNM2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0439293433777465
ENSG00000167130.13	DOLPP1	protein_coding	nontarget	mem_target	-0.130468482665487
ENSG00000000419.8	DPM1	protein_coding	nontarget	nontarget	0.0042067531250557
ENSG00000179085.7	DPM3	protein_coding	nontarget	mem_target	0.156555726383382
ENSG00000162961.9	DPY30	protein_coding	nontarget	nontarget	0.159411232403931
ENSG00000117505.8	DR1	protein_coding	nontarget	cyto_target	0.051060771132564
ENSG00000185721.7	DRG1	protein_coding	tc<0.27	cyto_target	-0.0971558270257408
ENSG00000046604.8	DSG2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0543792623256782
ENSG00000125868.11	DSTN	protein_coding	tc<0.27	cyto_target	-0.516761875043719
ENSG00000197102.6	DYNC1H1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0014722616907119
ENSG00000088986.6	DYNLL1	protein_coding	tc<0.27	cyto_target	-0.078162198559692
ENSG00000103356.11	EARS2	protein_coding	nontarget	cyto_target	0.101559153987701
ENSG00000147155.6	EBP	protein_coding	tc>0.27 & tc<1.04	mem_target	0.0980079732159947
ENSG00000104823.4	ECH1	protein_coding	nontarget	nontarget	0.141229496843775
ENSG00000127884.4	ECHS1	protein_coding	tc<0.27	cyto_target	0.0406200268441386
ENSG00000167969.8	ECI1	protein_coding	nontarget	nontarget	0.00548625017640765
ENSG00000198721.8	ECI2	protein_coding	tc<0.27	cyto_target	0.239859497935739
ENSG00000130159.9	ECSIT	protein_coding	nontarget	nontarget	0.161473002097067
ENSG00000114346.9	ECT2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.000451056447875314
ENSG00000107223.8	EDF1	protein_coding	tc<0.27	cyto_target	0.00929599323904813
ENSG00000156508.13	EEF1A1	protein_coding	tc<0.27	cyto_target	0.0552326341353112
ENSG00000114942.9	EEF1B2	protein_coding	nontarget	cyto_target	0.143155567382697
ENSG00000124802.7	EEF1E1	protein_coding	nontarget	nontarget	0.205257509452407
ENSG00000254772.5	EEF1G	protein_coding	nontarget	nontarget	0.0795959281995011
ENSG00000167658.11	EEF2	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0629476958041188
ENSG00000115468.7	EFHD1	protein_coding	nontarget	cyto_target	0.436764828719465
ENSG00000108883.8	EFTUD2	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0196194240471333
ENSG00000103966.5	EHD4	protein_coding	nontarget	nontarget	0.0802239486786075
ENSG00000149547.10	EI24	protein_coding	tc>1.04 & tc<65.26	NA	0.0201806571567486
ENSG00000173812.6	EIF1	protein_coding	tc<0.27	cyto_target	0.162290008993537
ENSG00000173674.6	EIF1AX	protein_coding	nontarget	cyto_target	-0.00723103327364518
ENSG00000144895.7	EIF2A	protein_coding	tc<0.27	cyto_target	-0.942338402099279
ENSG00000055332.12	EIF2AK2	protein_coding	nontarget	cyto_target	0.007530867689797
ENSG00000111361.8	EIF2B1	protein_coding	tc<0.27	cyto_target	-0.0500800148831083
ENSG00000134001.8	EIF2S1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.115831639325004
ENSG00000125977.6	EIF2S2	protein_coding	tc<0.27	cyto_target	-0.388709025015625
ENSG00000130741.6	EIF2S3	protein_coding	tc<0.27	cyto_target	-0.17251511393701
ENSG00000107581.8	EIF3A	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0555703081854675
ENSG00000106263.13	EIF3B	protein_coding	tc<0.27	cyto_target	-0.0441518613786588
ENSG00000184110.10	EIF3C	protein_coding	nontarget	nontarget	-0.293722990451458
ENSG00000100353.13	EIF3D	protein_coding	tc<0.27	cyto_target	-0.0751411042256988
ENSG00000104408.5	EIF3E	protein_coding	nontarget	cyto_target	-0.144314949048486
ENSG00000175390.8	EIF3F	protein_coding	tc<0.27	cyto_target	-0.079346627367105
ENSG00000130811.6	EIF3G	protein_coding	nontarget	cyto_target	0.0156911793545776
ENSG00000147677.6	EIF3H	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0539729405902158
ENSG00000084623.7	EIF3I	protein_coding	tc<0.27	cyto_target	-0.056598044268754
ENSG00000104131.8	EIF3J	protein_coding	nontarget	nontarget	-0.0647442414991457
ENSG00000178982.5	EIF3K	protein_coding	tc<0.27	cyto_target	0.055341346694817
ENSG00000100129.13	EIF3L	protein_coding	tc<0.27	cyto_target	-0.0565483722897417
ENSG00000149100.8	EIF3M	protein_coding	tc<0.27	cyto_target	0.0451995691330381
ENSG00000161960.10	EIF4A1	protein_coding	nontarget	nontarget	0.0109966580486862
ENSG00000141543.5	EIF4A3	protein_coding	tc<0.27	cyto_target	0.116546885174341
ENSG00000063046.13	EIF4B	protein_coding	tc<0.27	cyto_target	-0.00482852750210378
ENSG00000151247.8	EIF4E	protein_coding	tc<0.27	cyto_target	0.0557866186049477
ENSG00000114867.15	EIF4G1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.106669829555181
ENSG00000110321.11	EIF4G2	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0959083063560405
ENSG00000106682.10	EIF4H	protein_coding	tc<0.27	cyto_target	-0.0238977259147365
ENSG00000100664.6	EIF5	protein_coding	tc<0.27	cyto_target	0.102841742777486
ENSG00000132507.13	EIF5A	protein_coding	nontarget	cyto_target	-0.0083852989905345
ENSG00000006744.14	ELAC2	protein_coding	nontarget	nontarget	0.0882712795910019
ENSG00000066044.9	ELAVL1	protein_coding	tc<0.27	cyto_target	-0.034520383259044
ENSG00000179387.5	ELMOD2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0369846318412318
ENSG00000012660.9	ELOVL5	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.133052100481336
ENSG00000134014.12	ELP3	protein_coding	nontarget	nontarget	0.370444074006984
ENSG00000127463.9	EMC1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.080037340563262
ENSG00000125037.8	EMC3	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0645342200957863
ENSG00000134153.5	EMC7	protein_coding	tc>1.04 & tc<65.26	mem_target	0.302874471258892
ENSG00000102119.6	EMD	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.205717159240834
ENSG00000154380.12	ENAH	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.161379658942942
ENSG00000167136.6	ENDOG	protein_coding	nontarget	nontarget	0.184827754210428
ENSG00000074800.9	ENO1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.16390787591949
ENSG00000082397.11	EPB41L3	protein_coding	tc<0.27	cyto_target	0.0931201623672506
ENSG00000142627.9	EPHA2	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.215010786762534
ENSG00000135333.9	EPHA7	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.111231319209813
ENSG00000143819.8	EPHX1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0539081519803637
ENSG00000136628.13	EPRS	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.0363172042576615
ENSG00000132591.7	ERAL1	protein_coding	tc<0.27	cyto_target	-0.0576820337867226
ENSG00000012061.11	ERCC1	protein_coding	tc<0.27	cyto_target	0.0188515722444684
ENSG00000163161.8	ERCC3	protein_coding	nontarget	nontarget	0.199399189222476
ENSG00000087502.13	ERGIC2	protein_coding	nontarget	nontarget	-0.0229613529718365
ENSG00000147475.10	ERLIN2	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.135700043148291
ENSG00000089248.6	ERP29	protein_coding	nontarget	mem_target	-0.122952421345601
ENSG00000139641.8	ESYT1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0528779978487993
ENSG00000120705.8	ETF1	protein_coding	nontarget	nontarget	-0.0015000048412427
ENSG00000140374.11	ETFA	protein_coding	tc<0.27	cyto_target	0.104143923704092
ENSG00000105379.5	ETFB	protein_coding	nontarget	nontarget	0.0326302648635518
ENSG00000182944.13	EWSR1	protein_coding	tc<0.27	cyto_target	0.0751607852407763
ENSG00000182473.16	EXOC7	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0914288528660421
ENSG00000171311.8	EXOSC1	protein_coding	nontarget	nontarget	0.13550996342561
ENSG00000171824.9	EXOSC10	protein_coding	tc>1.04 & tc<65.26	cyto_target	-0.0205893338371965
ENSG00000178896.6	EXOSC4	protein_coding	nontarget	nontarget	0.393463625297113
ENSG00000123737.8	EXOSC9	protein_coding	nontarget	nontarget	0.0828355018296033
ENSG00000151348.9	EXT2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.218867530129837
ENSG00000092820.13	EZR	protein_coding	nontarget	cyto_target	-0.122311800469162
ENSG00000158769.13	F11R	protein_coding	nontarget	mem_target	0.403779534627868
ENSG00000134824.9	FADS2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.00493880201957351
ENSG00000113194.8	FAF2	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0132831355919308
ENSG00000180185.7	FAHD1	protein_coding	nontarget	nontarget	0.159065893241753
ENSG00000134590.9	FAM127A	protein_coding	nontarget	nontarget	0.700246717571263
ENSG00000035141.3	FAM136A	protein_coding	nontarget	nontarget	-0.178611070428795
ENSG00000099290.11	FAM21A	protein_coding	nontarget	nontarget	-0.0826891341228775
ENSG00000196937.6	FAM3C	protein_coding	nontarget	mem_target	-0.143958972672078
ENSG00000139146.9	FAM60A	protein_coding	nontarget	cyto_target	0.0226048964916325
ENSG00000101447.9	FAM83D	protein_coding	nontarget	nontarget	-0.0410760862930067
ENSG00000140525.13	FANCI	protein_coding	nontarget	cyto_target	0.00758153009073242
ENSG00000197601.8	FAR1	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.425396731949575
ENSG00000179115.6	FARSA	protein_coding	tc<0.27	cyto_target	0.0611025418546814
ENSG00000116120.8	FARSB	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0941912987749921
ENSG00000169710.6	FASN	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.054839630781531
ENSG00000118246.9	FASTKD2	protein_coding	nontarget	nontarget	-0.0258270261011807
ENSG00000215251.3	FASTKD5	protein_coding	nontarget	nontarget	-0.208710279023913
ENSG00000149806.6	FAU	protein_coding	nontarget	cyto_target	0.134805827253555
ENSG00000105202.3	FBL	protein_coding	tc<0.27	cyto_target	0.0516137876009737
ENSG00000138829.6	FBN2	protein_coding	tc>1.04 & tc<65.26	mem_target	0.132896249351962
ENSG00000143756.7	FBXO28	protein_coding	nontarget	nontarget	-0.0424356884069166
ENSG00000079459.8	FDFT1	protein_coding	tc<0.27	cyto_target	-0.145990130532969
ENSG00000137714.2	FDX1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.153920821903566
ENSG00000161513.7	FDXR	protein_coding	nontarget	nontarget	0.257226842909614
ENSG00000066926.6	FECH	protein_coding	nontarget	cyto_target	0.0219546177286976
ENSG00000169018.5	FEM1B	protein_coding	nontarget	cyto_target	-0.179760492080467
ENSG00000168496.3	FEN1	protein_coding	nontarget	nontarget	0.246134549215989
ENSG00000091483.6	FH	protein_coding	tc<0.27	cyto_target	0.107718553572902
ENSG00000022267.12	FHL1	protein_coding	tc<0.27	cyto_target	0.236364035750088
ENSG00000214253.4	FIS1	protein_coding	nontarget	cyto_target	0.351211595008873
ENSG00000141756.14	FKBP10	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.0770129425002052
ENSG00000100442.6	FKBP3	protein_coding	nontarget	nontarget	0.197242952266764
ENSG00000132589.11	FLOT2	protein_coding	nontarget	nontarget	0.416797100150433
ENSG00000054598.5	FOXC1	protein_coding	nontarget	nontarget	-0.205571162102482
ENSG00000100350.10	FOXRED2	protein_coding	tc>1.04 & tc<65.26	NA	-0.159680716424025
ENSG00000136877.10	FPGS	protein_coding	nontarget	nontarget	-0.0202686807884021
ENSG00000109536.7	FRG1	protein_coding	nontarget	nontarget	0.00688839651017462
ENSG00000163430.5	FSTL1	protein_coding	tc>0.27 & tc<1.04	mem_target	0.239529018923105
ENSG00000167996.11	FTH1	protein_coding	nontarget	cyto_target	-0.433371542181127
ENSG00000107164.15	FUBP3	protein_coding	tc<0.27	cyto_target	0.0932569118804547
ENSG00000069509.5	FUNDC1	protein_coding	nontarget	nontarget	-0.0834796099635558
ENSG00000089280.14	FUS	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0191937038367124
ENSG00000165060.7	FXN	protein_coding	nontarget	nontarget	0.159784753869012
ENSG00000145907.10	G3BP1	protein_coding	tc<0.27	cyto_target	0.0321365508705287
ENSG00000138757.10	G3BP2	protein_coding	nontarget	cyto_target	0.0497066862323417
ENSG00000179271.1	GADD45GIP1	protein_coding	nontarget	nontarget	-0.0119870556253561
ENSG00000143641.8	GALNT2	protein_coding	tc>0.27 & tc<1.04	mem_target	0.0404443585012571
ENSG00000111640.10	GAPDH	protein_coding	tc<0.27	cyto_target	0.238276224367753
ENSG00000106105.9	GARS	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0253394441034131
ENSG00000167491.13	GATAD2A	protein_coding	nontarget	nontarget	-0.137501730272751
ENSG00000143614.7	GATAD2B	protein_coding	nontarget	cyto_target	0.137570611611462
ENSG00000257218.1	GATC	protein_coding	tc<0.27	cyto_target	0.015756808623789
ENSG00000177628.11	GBA	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0936631199355076
ENSG00000146729.5	GBAS	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.230435328939079
ENSG00000089154.6	GCN1L1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0245007112932115
ENSG00000140905.5	GCSH	protein_coding	nontarget	nontarget	0.023029443739866
ENSG00000057608.12	GDI2	protein_coding	tc<0.27	cyto_target	0.427055987561265
ENSG00000179409.6	GEMIN4	protein_coding	nontarget	nontarget	0.0827526755912672
ENSG00000082516.8	GEMIN5	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.099062562809193
ENSG00000168827.10	GFM1	protein_coding	tc<0.27	cyto_target	-0.0200009150868756
ENSG00000164347.13	GFM2	protein_coding	tc<0.27	cyto_target	0.0244027366229477
ENSG00000137563.7	GGH	protein_coding	tc>1.04 & tc<65.26	mem_target	0.043654038317484
ENSG00000165678.15	GHITM	protein_coding	tc<0.27	cyto_target	-0.0146937343363228
ENSG00000204120.10	GIGYF2	protein_coding	nontarget	cyto_target	-0.137415015884511
ENSG00000102393.5	GLA	protein_coding	tc>0.27 & tc<1.04	mem_target	0.0976082993227802
ENSG00000170266.11	GLB1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.00726142503246124
ENSG00000178445.8	GLDC	protein_coding	nontarget	nontarget	-0.00263610229842249
ENSG00000090863.7	GLG1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.255379464534208
ENSG00000182512.4	GLRX5	protein_coding	nontarget	cyto_target	0.315412577874802
ENSG00000148672.7	GLUD1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0219945517713367
ENSG00000140632.12	GLYR1	protein_coding	tc<0.27	cyto_target	-0.0950544063882755
ENSG00000163655.11	GMPS	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.138378627218286
ENSG00000088256.4	GNA11	protein_coding	nontarget	nontarget	0.108943412926022
ENSG00000127955.11	GNAI1	protein_coding	nontarget	nontarget	0.630769969362528
ENSG00000065135.7	GNAI3	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.115451906461696
ENSG00000078369.13	GNB1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.187837111692097
ENSG00000172354.5	GNB2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0700286698554143
ENSG00000204628.7	GNB2L1	protein_coding	tc<0.27	cyto_target	-0.0432060250317373
ENSG00000134697.8	GNL2	protein_coding	tc<0.27	cyto_target	0.225972833916296
ENSG00000130119.11	GNL3L	protein_coding	tc<0.27	cyto_target	-0.120566014177358
ENSG00000116906.7	GNPAT	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.0607825281497717
ENSG00000135677.6	GNS	protein_coding	tc>1.04 & tc<65.26	mem_target	0.0526464986923518
ENSG00000167110.12	GOLGA2	protein_coding	nontarget	nontarget	0.19901398240929
ENSG00000135052.12	GOLM1	protein_coding	tc>0.27 & tc<1.04	mem_target	0.115567226430305
ENSG00000113384.9	GOLPH3	protein_coding	tc<0.27	cyto_target	0.189859913479749
ENSG00000143457.6	GOLPH3L	protein_coding	nontarget	nontarget	0.175217946209749
ENSG00000108587.10	GOSR1	protein_coding	nontarget	cyto_target	-0.102850493522459
ENSG00000125166.8	GOT2	protein_coding	tc<0.27	cyto_target	0.0595052059302665
ENSG00000197858.6	GPAA1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.532258223629028
ENSG00000160818.12	GPATCH4	protein_coding	nontarget	nontarget	-0.0348008732788865
ENSG00000115159.11	GPD2	protein_coding	nontarget	nontarget	0.155786828699232
ENSG00000068394.9	GPKOW	protein_coding	nontarget	nontarget	0.100780538342336
ENSG00000177885.9	GRB2	protein_coding	tc<0.27	cyto_target	0.101866536914304
ENSG00000109519.8	GRPEL1	protein_coding	nontarget	nontarget	-0.00387286345459075
ENSG00000164284.10	GRPEL2	protein_coding	nontarget	nontarget	0.0460177158054707
ENSG00000132463.9	GRSF1	protein_coding	tc<0.27	cyto_target	-0.0932378543633832
ENSG00000105447.8	GRWD1	protein_coding	tc<0.27	cyto_target	-0.036150411378195
ENSG00000131149.13	GSE1	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.0273630669472612
ENSG00000104687.8	GSR	protein_coding	tc<0.27	cyto_target	-0.0211384671572938
ENSG00000125651.9	GTF2F1	protein_coding	nontarget	nontarget	0.247906389034419
ENSG00000188342.7	GTF2F2	protein_coding	tc<0.27	cyto_target	0.0746481203100734
ENSG00000183474.11	GTF2H2C	protein_coding	tc<0.27	cyto_target	-0.048666396745907
ENSG00000077809.8	GTF2I	protein_coding	nontarget	nontarget	0.0931605874827929
ENSG00000077235.13	GTF3C1	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.00962309732013495
ENSG00000125484.7	GTF3C4	protein_coding	nontarget	nontarget	0.0225048859263341
ENSG00000148308.13	GTF3C5	protein_coding	tc<0.27	cyto_target	0.101067556281415
ENSG00000130299.12	GTPBP3	protein_coding	nontarget	nontarget	0.00338212859523558
ENSG00000107937.14	GTPBP4	protein_coding	tc<0.27	cyto_target	0.00711974205638165
ENSG00000151233.6	GXYLT1	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.390117917368051
ENSG00000184897.4	H1FX	protein_coding	nontarget	nontarget	0.296994368922876
ENSG00000105968.14	H2AFV	protein_coding	nontarget	cyto_target	0.0668150038253554
ENSG00000132475.4	H3F3B	protein_coding	tc<0.27	cyto_target	-0.0316326096976243
ENSG00000131373.10	HACL1	protein_coding	nontarget	nontarget	0.37338263251054
ENSG00000138796.11	HADH	protein_coding	nontarget	cyto_target	0.27101517720953
ENSG00000084754.6	HADHA	protein_coding	nontarget	nontarget	-0.00488725064324374
ENSG00000138029.9	HADHB	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0619742759457487
ENSG00000170445.8	HARS	protein_coding	nontarget	nontarget	0.047298605472934
ENSG00000143575.10	HAX1	protein_coding	tc<0.27	cyto_target	0.0216267042733267
ENSG00000112339.10	HBS1L	protein_coding	nontarget	nontarget	0.23480354066644
ENSG00000172534.9	HCFC1	protein_coding	nontarget	nontarget	0.0754346524485088
ENSG00000116478.7	HDAC1	protein_coding	nontarget	cyto_target	0.0318316988080195
ENSG00000196591.7	HDAC2	protein_coding	tc<0.27	cyto_target	0.19109543612527
ENSG00000167674.10	HDGFRP2	protein_coding	nontarget	nontarget	0.202690137432284
ENSG00000115677.12	HDLBP	protein_coding	tc>1.04 & tc<65.26	cyto_target	-1.88196427688886
ENSG00000119285.6	HEATR1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.204542519603744
ENSG00000119969.10	HELLS	protein_coding	nontarget	cyto_target	-0.124164567416473
ENSG00000213614.5	HEXA	protein_coding	nontarget	nontarget	-0.020594364607035
ENSG00000049860.9	HEXB	protein_coding	tc>1.04 & tc<65.26	mem_target	0.385891537783989
ENSG00000106049.4	HIBADH	protein_coding	nontarget	nontarget	0.240472096019375
ENSG00000198130.10	HIBCH	protein_coding	nontarget	nontarget	-0.258818667605922
ENSG00000181061.9	HIGD1A	protein_coding	nontarget	nontarget	-0.125247882598217
ENSG00000137133.6	HINT2	protein_coding	tc>0.27 & tc<1.04	cyto_target	0.174840753008083
ENSG00000187837.2	HIST1H1C	protein_coding	nontarget	cyto_target	0.140225570656521
ENSG00000156515.17	HK1	protein_coding	tc<0.27	cyto_target	-0.095014946801664
ENSG00000159399.5	HK2	protein_coding	nontarget	cyto_target	0.0903882346599995
ENSG00000206503.7	HLA-A	protein_coding	nontarget	nontarget	0.168629193888125
ENSG00000204525.10	HLA-C	protein_coding	nontarget	nontarget	-0.0888671944650302
ENSG00000071794.11	HLTF	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.081414850443173
ENSG00000101294.12	HM13	protein_coding	tc>1.04 & tc<65.26	mem_target	-0.188025396226636
ENSG00000137309.15	HMGA1	protein_coding	tc<0.27	cyto_target	-0.143141875818354
ENSG00000189403.10	HMGB1	protein_coding	nontarget	nontarget	0.0784007910281753
ENSG00000164104.7	HMGB2	protein_coding	tc<0.27	cyto_target	0.15695761098963
ENSG00000113161.11	HMGCR	protein_coding	tc>1.04 & tc<65.26	mem_target	0.156031665947155
ENSG00000205581.6	HMGN1	protein_coding	nontarget	nontarget	0.0316740126176203
ENSG00000103415.7	HMOX2	protein_coding	nontarget	nontarget	0.160735090727007
ENSG00000177733.4	HNRNPA0	protein_coding	nontarget	cyto_target	-0.0208310197099538
ENSG00000135486.13	HNRNPA1	protein_coding	nontarget	nontarget	-0.0827228157028967
ENSG00000122566.16	HNRNPA2B1	protein_coding	tc<0.27	cyto_target	0.0514842812282517
ENSG00000170144.14	HNRNPA3	protein_coding	tc<0.27	cyto_target	0.0483817520716808
ENSG00000197451.6	HNRNPAB	protein_coding	tc<0.27	cyto_target	0.117998064140149
ENSG00000138668.14	HNRNPD	protein_coding	tc<0.27	cyto_target	-0.0180527714717493
ENSG00000169813.12	HNRNPF	protein_coding	tc>1.04 & tc<65.26	cyto_target	0.143702779603111
ENSG00000169045.13	HNRNPH1	protein_coding	tc<0.27	cyto_target	0.105856713065736
ENSG00000165119.14	HNRNPK	protein_coding	tc<0.27	cyto_target	0.0752094648239274
ENSG00000104824.12	HNRNPL	protein_coding	tc<0.27	cyto_target	0.205508022118804
ENSG00000125944.14	HNRNPR	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.103023359364827
ENSG00000153187.12	HNRNPU	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.072674133625871
ENSG00000105323.12	HNRNPUL1	protein_coding	tc>0.27 & tc<1.04	cyto_target	-0.0705004821435438
ENSG00000170689.8	HOXB9	protein_coding	nontarget	cyto_target	-0.0614119864749625
ENSG00000153936.12	HS2ST1	protein_coding	tc>1.04 & tc<65.26	mem_target	0.128728973485126
ENSG00000072506.8	HSD17B10	protein_coding	nontarget	nontarget	0.175977146737347
