gene_id	Symbol	tc_CDS	tc_CDS_norm	tpm_cutoff	localization_cat	Annotation
ENSG00000100997.14	ABHD12	110.5	4.39626019494728	25.135	membrane	protein_coding
ENSG00000101000.4	PROCR	47	1.11798287345385	42.04	membrane	protein_coding
ENSG00000101057.11	MYBL2	141	0.734432377529494	191.985	cytosolic	protein_coding
ENSG00000101109.7	STK4	7	0.339393939393939	20.625	cytosolic	protein_coding
ENSG00000101138.7	CSTF1	49	1.58601715487943	30.895	cytosolic	protein_coding
ENSG00000101144.8	BMP7	7.5	0.240115255322555	31.235	membrane	protein_coding
ENSG00000101146.8	RAE1	33.5	0.48816029143898	68.625	cytosolic	protein_coding
ENSG00000101158.8	NELFCD	6	0.0743586565869377	80.69	cytosolic	protein_coding
ENSG00000101160.9	CTSZ	13	0.388988629563136	33.42	membrane	protein_coding
ENSG00000101161.6	PRPF6	3	0.0699871690190132	42.865	cytosolic	protein_coding
ENSG00000101166.11	SLMO2	15.5	0.133070054945055	116.48	cytosolic	protein_coding
ENSG00000101187.11	SLCO4A1	46	2.80487804878049	16.4	membrane	protein_coding
ENSG00000101210.6	EEF1A2	18.5	0.387678122380553	47.72	cytosolic	protein_coding
ENSG00000101220.13	C20orf27	10	0.122129946262824	81.88	cytosolic	protein_coding
ENSG00000101224.13	CDC25B	18	0.389821331889551	46.175	cytosolic	protein_coding
ENSG00000101230.5	ISM1	6.5	1.74966352624495	3.715	membrane	protein_coding
ENSG00000101255.6	TRIB3	2	0.0846740050804403	23.62	cytosolic	protein_coding
ENSG00000101265.11	RASSF2	2.5	0.403225806451613	6.2	cytosolic	protein_coding
ENSG00000101266.12	CSNK2A1	13	0.140540540540541	92.5	cytosolic	protein_coding
ENSG00000101290.9	CDS2	242.5	10.3566090113175	23.415	membrane	protein_coding
ENSG00000101294.12	HM13	422.5	3.40396390589752	124.12	membrane	protein_coding
ENSG00000101310.10	SEC23B	169.5	2.92241379310345	58	cytosolic	protein_coding
ENSG00000101337.11	TM9SF4	1613.5	46.7952436194896	34.48	membrane	protein_coding
ENSG00000101343.10	CRNKL1	8	0.644381796214257	12.415	cytosolic	protein_coding
ENSG00000101361.10	NOP56	9	0.0191052380194237	471.075	cytosolic	protein_coding
ENSG00000101367.8	MAPRE1	49.5	0.362743661146123	136.46	cytosolic	protein_coding
ENSG00000101412.9	E2F1	4.5	0.0883652430044183	50.925	cytosolic	protein_coding
ENSG00000101413.7	RPRD1B	8	0.357222594329091	22.395	cytosolic	protein_coding
ENSG00000101421.3	CHMP4B	9	0.106094542025227	84.83	cytosolic	protein_coding
ENSG00000101439.4	CST3	77.5	0.635975709830954	121.86	membrane	protein_coding
ENSG00000101444.8	AHCY	37.5	0.129531441598591	289.505	cytosolic	protein_coding
ENSG00000101457.8	DNTTIP1	6.5	0.142294220665499	45.68	cytosolic	protein_coding
ENSG00000101464.6	PIGU	254.5	11.999057048562	21.21	membrane	protein_coding
ENSG00000101473.12	ACOT8	7	0.200745626613135	34.87	cytosolic	protein_coding
ENSG00000101474.7	APMAP	185.5	2.70152188159907	68.665	membrane	protein_coding
ENSG00000101557.10	USP14	73	1.73047291691359	42.185	cytosolic	protein_coding
ENSG00000101558.9	VAPA	9	0.0871670702179177	103.25	cytosolic	protein_coding
ENSG00000101680.9	LAMA1	31.5	4.06451612903226	7.75	membrane	protein_coding
ENSG00000101773.12	RBBP8	13	0.587305172803253	22.135	cytosolic	protein_coding
ENSG00000101856.8	PGRMC1	432.5	1.85435290586747	233.235	membrane	protein_coding
ENSG00000101868.6	POLA1	3.5	0.224935732647815	15.56	cytosolic	protein_coding
ENSG00000101882.5	NKAP	5	0.188182160331201	26.57	cytosolic	protein_coding
ENSG00000101901.6	ALG13	12.5	0.320102432778489	39.05	cytosolic	protein_coding
ENSG00000101911.8	PRPS2	41	0.513559215882758	79.835	cytosolic	protein_coding
ENSG00000101955.10	SRPX	61	7.1976401179941	8.475	membrane	protein_coding
ENSG00000101966.8	XIAP	6.5	0.226204976509483	28.735	cytosolic	protein_coding
ENSG00000101972.14	STAG2	41	0.746336579594066	54.935	cytosolic	protein_coding
ENSG00000101974.10	ATP11C	181	6.50494159928122	27.825	membrane	protein_coding
ENSG00000102024.13	PLS3	12	0.0777302759424796	154.38	cytosolic	protein_coding
ENSG00000102038.11	SMARCA1	8	0.402010050251256	19.9	cytosolic	protein_coding
ENSG00000102043.11	MTMR8	4	3.92156862745098	1.02	cytosolic	protein_coding
ENSG00000102054.13	RBBP7	415	1.24864604645565	332.36	cytosolic	protein_coding
ENSG00000102098.13	SCML2	4	0.112391121101433	35.59	cytosolic	protein_coding
ENSG00000102100.10	SLC35A2	95.5	4.32518115942029	22.08	membrane	protein_coding
ENSG00000102103.11	PQBP1	12	0.103372528750485	116.085	cytosolic	protein_coding
ENSG00000102109.7	PCSK1N	9.5	1.30315500685871	7.29	membrane	protein_coding
ENSG00000102119.6	EMD	45	0.309119010819165	145.575	cytosolic	protein_coding
ENSG00000102181.15	CD99L2	40	1.07642626480086	37.16	membrane	protein_coding
ENSG00000102189.12	EEA1	5	1.74216027874564	2.87	cytosolic	protein_coding
ENSG00000102225.11	CDK16	21.5	0.216210780370072	99.44	cytosolic	protein_coding
ENSG00000102226.5	USP11	114	1.89164523355181	60.265	cytosolic	protein_coding
ENSG00000102241.7	HTATSF1	12	0.172935581495893	69.39	cytosolic	protein_coding
ENSG00000102312.16	PORCN	31.5	3.81818181818182	8.25	membrane	protein_coding
ENSG00000102316.12	MAGED2	16.5	0.272187396898713	60.62	cytosolic	protein_coding
ENSG00000102317.13	RBM3	41.5	0.0964869452000651	430.11	cytosolic	protein_coding
ENSG00000102393.5	GLA	78.5	0.384351743047395	204.24	membrane	protein_coding
ENSG00000102471.9	NDFIP2	47	1.2665049851792	37.11	membrane	protein_coding
ENSG00000102531.12	FNDC3A	49.5	3.3616298811545	14.725	cytosolic	protein_coding
ENSG00000102580.10	DNAJC3	15	1.80614087898856	8.305	membrane	protein_coding
ENSG00000102595.14	UGGT2	74	7.68431983385254	9.63	membrane	protein_coding
ENSG00000102606.13	ARHGEF7	16	0.562489013886448	28.445	cytosolic	protein_coding
ENSG00000102710.15	SUPT20H	195	6.32500810898476	30.83	cytosolic	protein_coding
ENSG00000102755.6	FLT1	43.5	20.0923787528868	2.165	membrane	protein_coding
ENSG00000102805.9	CLN5	45.5	4.26829268292683	10.66	membrane	protein_coding
ENSG00000102882.7	MAPK3	59	0.69559066257958	84.82	cytosolic	protein_coding
ENSG00000102898.7	NUTF2	14.5	0.138982076104668	104.33	cytosolic	protein_coding
ENSG00000102900.8	NUP93	58	0.728688988001759	79.595	cytosolic	protein_coding
ENSG00000102908.16	NFAT5	40.5	7.64150943396226	5.3	cytosolic	protein_coding
ENSG00000102978.8	POLR2C	2.5	0.0175168161434978	142.72	cytosolic	protein_coding
ENSG00000102996.4	MMP15	75.5	7.97675647120972	9.465	membrane	protein_coding
ENSG00000103035.6	PSMD7	3	0.029171528588098	102.84	cytosolic	protein_coding
ENSG00000103042.4	SLC38A7	13.5	3.03030303030303	4.455	membrane	protein_coding
ENSG00000103043.10	VAC14	12	0.77720207253886	15.44	cytosolic	protein_coding
ENSG00000103064.9	SLC7A6	36.5	1.98046663049376	18.43	membrane	protein_coding
ENSG00000103148.11	NPRL3	3.5	0.133766481941525	26.165	cytosolic	protein_coding
ENSG00000103160.7	HSDL1	9	0.463559103785733	19.415	cytosolic	protein_coding
ENSG00000103197.12	TSC2	16.5	0.73842022823898	22.345	cytosolic	protein_coding
ENSG00000103202.8	NME4	43.5	0.0950103200864921	457.845	cytosolic	protein_coding
ENSG00000103222.14	ABCC1	789	47.8326765686572	16.495	membrane	protein_coding
ENSG00000103226.13	NOMO3	36.5	0.932788142090468	39.13	membrane	protein_coding
ENSG00000103227.14	LMF1	7	0.808314087759815	8.66	membrane	protein_coding
ENSG00000103249.13	CLCN7	150	8.05369127516779	18.625	membrane	protein_coding
ENSG00000103257.4	SLC7A5	971.5	23.9965419291095	40.485	membrane	protein_coding
ENSG00000103266.6	STUB1	16.5	0.0622488823496124	265.065	cytosolic	protein_coding
ENSG00000103275.14	UBE2I	26.5	0.248185436665886	106.775	cytosolic	protein_coding
ENSG00000103335.15	PIEZO1	185.5	3.15422547185853	58.81	membrane	protein_coding
ENSG00000103342.8	GSPT1	5.5	0.0409942980658145	134.165	cytosolic	protein_coding
ENSG00000103365.11	GGA2	11.5	0.27027027027027	42.55	cytosolic	protein_coding
ENSG00000103404.10	USP31	5.5	1.07948969578018	5.095	cytosolic	protein_coding
ENSG00000103423.9	DNAJA3	61	0.644718067959626	94.615	cytosolic	protein_coding
ENSG00000103429.6	BFAR	85	1.39059304703476	61.125	membrane	protein_coding
ENSG00000103460.12	TOX3	40.5	6.80672268907563	5.95	cytosolic	protein_coding
ENSG00000103479.10	RBL2	15.5	0.440403466401477	35.195	cytosolic	protein_coding
ENSG00000103485.13	QPRT	15	0.298477763406626	50.255	cytosolic	protein_coding
ENSG00000103495.9	MAZ	76	0.118445557901955	641.645	cytosolic	protein_coding
ENSG00000103502.9	CDIPT	467.5	6.66429080541696	70.15	membrane	protein_coding
ENSG00000103512.10	NOMO1	157.5	2.76340029827178	56.995	membrane	protein_coding
ENSG00000103599.15	IQCH	1	0.573065902578797	1.745	cytosolic	protein_coding
ENSG00000103769.5	RAB11A	9.5	0.0330044469149528	287.84	cytosolic	protein_coding
ENSG00000103855.13	CD276	130.5	2.19364599092284	59.49	membrane	protein_coding
ENSG00000103932.7	RPAP1	20	1.08195834460373	18.485	cytosolic	protein_coding
ENSG00000103978.11	TMEM87A	33.5	2.47323735695829	13.545	membrane	protein_coding
ENSG00000104047.10	DTWD1	5.5	0.339610991046619	16.195	cytosolic	protein_coding
ENSG00000104067.12	TJP1	48.5	3.02557704304429	16.03	cytosolic	protein_coding
ENSG00000104177.13	MYEF2	3.5	0.0881501070394157	39.705	cytosolic	protein_coding
ENSG00000104213.8	PDGFRL	10	0.851426138782461	11.745	membrane	protein_coding
ENSG00000104267.5	CA2	42.5	0.89079857472228	47.71	cytosolic	protein_coding
ENSG00000104290.6	FZD3	89	7.08880923934687	12.555	membrane	protein_coding
ENSG00000104299.10	INTS9	18	1.11145415251621	16.195	cytosolic	protein_coding
ENSG00000104331.4	IMPAD1	3	0.115942028985507	25.875	membrane	protein_coding
ENSG00000104332.7	SFRP1	83.5	7.01975620008407	11.895	membrane	protein_coding
ENSG00000104341.12	LAPTM4B	1091.5	8.87650957589558	122.965	membrane	protein_coding
ENSG00000104343.15	UBE2W	5.5	0.750853242320819	7.325	cytosolic	protein_coding
ENSG00000104368.13	PLAT	8	0.755073147711185	10.595	membrane	protein_coding
ENSG00000104517.8	UBR5	19	0.876788186432856	21.67	cytosolic	protein_coding
ENSG00000104549.7	SQLE	47.5	0.741839762611276	64.03	membrane	protein_coding
ENSG00000104635.9	SLC39A14	960	19.1769876148622	50.06	membrane	protein_coding
ENSG00000104687.8	GSR	5.5	0.0664572257129048	82.76	cytosolic	protein_coding
ENSG00000104695.8	PPP2CB	23	0.343053173241852	67.045	cytosolic	protein_coding
ENSG00000104723.16	TUSC3	704	7.83135880749764	89.895	membrane	protein_coding
ENSG00000104728.11	ARHGEF10	7.5	0.824628916987356	9.095	cytosolic	protein_coding
ENSG00000104738.12	MCM4	261	1.81894208655655	143.49	cytosolic	protein_coding
ENSG00000104763.13	ASAH1	116.5	2.43037446542193	47.935	membrane	protein_coding
ENSG00000104805.11	NUCB1	86.5	1.2764701542094	67.765	membrane	protein_coding
ENSG00000104812.10	GYS1	15	0.438340151957919	34.22	cytosolic	protein_coding
ENSG00000104824.12	HNRNPL	59.5	0.136890177267028	434.655	cytosolic	protein_coding
ENSG00000104825.12	NFKBIB	40.5	0.932964754664824	43.41	cytosolic	protein_coding
ENSG00000104835.10	SARS2	11	0.147443200857851	74.605	cytosolic	protein_coding
ENSG00000104852.10	SNRNP70	4	0.0155578460162191	257.105	cytosolic	protein_coding
ENSG00000104853.11	CLPTM1	2030.5	39.2480912341742	51.735	membrane	protein_coding
ENSG00000104866.6	PPP1R37	4.5	0.555212831585441	8.105	cytosolic	protein_coding
ENSG00000104870.8	FCGRT	34.5	0.843005497861943	40.925	membrane	protein_coding
ENSG00000104886.5	PLEKHJ1	22.5	0.202229013122416	111.26	cytosolic	protein_coding
ENSG00000104889.4	RNASEH2A	12	0.0861326442721792	139.32	cytosolic	protein_coding
ENSG00000104897.5	SF3A2	18.5	0.294750258902254	62.765	cytosolic	protein_coding
ENSG00000104904.8	OAZ1	540	0.365692615040802	1476.65	cytosolic	protein_coding
ENSG00000104960.11	PTOV1	26	0.242153301667132	107.37	cytosolic	protein_coding
ENSG00000104964.10	AES	5.5	0.03043634653164	180.705	cytosolic	protein_coding
ENSG00000104969.5	SGTA	32	0.299892226231198	106.705	cytosolic	protein_coding
ENSG00000104973.10	MED25	17	0.596177450464668	28.515	cytosolic	protein_coding
ENSG00000104980.3	TIMM44	10.5	0.212421606311956	49.43	cytosolic	protein_coding
ENSG00000105063.14	PPP6R1	19.5	0.478175576262874	40.78	cytosolic	protein_coding
ENSG00000105135.11	ILVBL	183	4.16145537237067	43.975	membrane	protein_coding
ENSG00000105171.5	POP4	8.5	0.0363683039534486	233.72	cytosolic	protein_coding
ENSG00000105176.13	URI1	37.5	0.333451894006758	112.46	cytosolic	protein_coding
ENSG00000105193.4	RPS16	267	0.0425991547178963	6267.73	cytosolic	protein_coding
ENSG00000105197.6	TIMM50	63.5	0.264346522906563	240.215	cytosolic	protein_coding
ENSG00000105202.3	FBL	116	0.0701156303455613	1654.41	cytosolic	protein_coding
ENSG00000105220.10	GPI	340	0.688942473303479	493.51	cytosolic	protein_coding
ENSG00000105221.12	AKT2	22	0.113442994895065	193.93	cytosolic	protein_coding
ENSG00000105223.14	PLD3	2663.5	11.140389401259	239.085	membrane	protein_coding
ENSG00000105258.4	POLR2I	8.5	0.0484551362444419	175.42	cytosolic	protein_coding
ENSG00000105281.8	SLC1A5	2870	16.4663358099773	174.295	membrane	protein_coding
ENSG00000105290.7	APLP1	45.5	1.73564753004005	26.215	membrane	protein_coding
ENSG00000105323.12	HNRNPUL1	200.5	0.929790391393063	215.64	cytosolic	protein_coding
ENSG00000105329.5	TGFB1	9	0.963081861958266	9.345	membrane	protein_coding
ENSG00000105364.9	MRPL4	37	0.299862225463976	123.39	cytosolic	protein_coding
ENSG00000105372.2	RPS19	21	0.00196245359030884	10700.89	cytosolic	protein_coding
ENSG00000105376.4	ICAM5	76	11.1682586333578	6.805	membrane	protein_coding
ENSG00000105401.2	CDC37	19	0.0986474909789466	192.605	cytosolic	protein_coding
ENSG00000105404.6	RABAC1	72.5	0.354488558576178	204.52	membrane	protein_coding
ENSG00000105409.11	ATP1A3	490.5	27.5794208602755	17.785	membrane	protein_coding
ENSG00000105426.10	PTPRS	452	21.6009557945042	20.925	membrane	protein_coding
ENSG00000105429.8	MEGF8	465	22.6002430133657	20.575	membrane	protein_coding
ENSG00000105438.4	KDELR1	441.5	2.6479143551144	166.735	membrane	protein_coding
ENSG00000105447.8	GRWD1	4	0.0825082508250825	48.48	cytosolic	protein_coding
ENSG00000105483.12	CARD8	10	0.459347726228755	21.77	cytosolic	protein_coding
ENSG00000105486.9	LIG1	28	0.787180208040483	35.57	cytosolic	protein_coding
ENSG00000105552.10	BCAT2	23	0.327285663464959	70.275	cytosolic	protein_coding
ENSG00000105568.13	PPP2R1A	64	0.494877247245312	129.325	cytosolic	protein_coding
ENSG00000105576.11	TNPO2	6.5	0.130169219985982	49.935	cytosolic	protein_coding
ENSG00000105612.4	DNASE2	532.5	15.7218777679362	33.87	membrane	protein_coding
ENSG00000105640.8	RPL18A	69.5	0.0193960434862086	3583.205	cytosolic	protein_coding
ENSG00000105655.14	ISYNA1	116.5	0.578235513090954	201.475	cytosolic	protein_coding
ENSG00000105677.7	TMEM147	35	0.127011775806071	275.565	membrane	protein_coding
ENSG00000105696.4	TMEM59L	51.5	6.51486401012018	7.905	membrane	protein_coding
ENSG00000105698.11	USF2	6	0.0440173134766341	136.31	cytosolic	protein_coding
ENSG00000105699.12	LSR	542	15.556831228473	34.84	membrane	protein_coding
ENSG00000105700.6	KXD1	6	0.0426030461177974	140.835	cytosolic	protein_coding
ENSG00000105701.11	FKBP8	5.5	0.0241593639498364	227.655	cytosolic	protein_coding
ENSG00000105722.5	ERF	219.5	5.96954038618439	36.77	cytosolic	protein_coding
ENSG00000105723.7	GSK3A	75	0.856311012159616	87.585	cytosolic	protein_coding
ENSG00000105726.12	ATP13A1	293.5	17.4494649227111	16.82	membrane	protein_coding
ENSG00000105767.2	CADM4	48	1.87170988496783	25.645	membrane	protein_coding
ENSG00000105771.9	SMG9	40	1.06044538706257	37.72	cytosolic	protein_coding
ENSG00000105792.15	C7orf63	12	10.3896103896104	1.155	cytosolic	protein_coding
ENSG00000105810.5	CDK6	14.5	1.49484536082474	9.7	cytosolic	protein_coding
ENSG00000105819.9	PMPCB	32	0.3796867584243	84.28	cytosolic	protein_coding
ENSG00000105854.8	PON2	2.5	0.0958588957055215	26.08	membrane	protein_coding
ENSG00000105880.4	DLX5	5.5	1.70278637770898	3.23	cytosolic	protein_coding
ENSG00000105887.10	MTPN	281.5	1.94600947080986	144.655	cytosolic	protein_coding
ENSG00000105939.8	ZC3HAV1	37	3.7525354969574	9.86	cytosolic	protein_coding
ENSG00000105948.9	TTC26	2.5	0.245821042281219	10.17	cytosolic	protein_coding
ENSG00000105953.10	OGDH	24.5	0.763715710723192	32.08	cytosolic	protein_coding
ENSG00000105971.10	CAV2	9.5	0.381986328910334	24.87	cytosolic	protein_coding
ENSG00000105976.10	MET	293.5	18.7539936102236	15.65	membrane	protein_coding
ENSG00000105983.15	LMBR1	239.5	6.23941643871304	38.385	membrane	protein_coding
ENSG00000105993.10	DNAJB6	43.5	0.395616388522577	109.955	cytosolic	protein_coding
ENSG00000106025.4	TSPAN12	81	2.18800648298217	37.02	membrane	protein_coding
ENSG00000106028.6	SSBP1	11.5	0.0209999634783244	547.62	cytosolic	protein_coding
ENSG00000106066.9	CPVL	185.5	4.09040793825799	45.35	membrane	protein_coding
ENSG00000106080.6	FKBP14	5.5	0.54590570719603	10.075	membrane	protein_coding
ENSG00000106105.9	GARS	25.5	0.390117035110533	65.365	cytosolic	protein_coding
ENSG00000106153.12	CHCHD2	28	0.0350940960450207	797.855	cytosolic	protein_coding
ENSG00000106236.3	NPTX2	32.5	1.78767876787679	18.18	membrane	protein_coding
ENSG00000106246.13	PTCD1	23.5	1.65086055497014	14.235	cytosolic	protein_coding
ENSG00000106263.13	EIF3B	33.5	0.149630390602318	223.885	cytosolic	protein_coding
ENSG00000106290.10	TAF6	11.5	0.212314225053079	54.165	cytosolic	protein_coding
ENSG00000106348.12	IMPDH1	3	0.0397772474144789	75.42	cytosolic	protein_coding
ENSG00000106367.9	AP1S1	15.5	0.156660602385284	98.94	cytosolic	protein_coding
ENSG00000106397.7	PLOD3	32.5	2.30088495575221	14.125	membrane	protein_coding
ENSG00000106443.10	PHF14	3.5	0.316598824061511	11.055	cytosolic	protein_coding
ENSG00000106460.14	TMEM106B	13	0.758238553514144	17.145	membrane	protein_coding
ENSG00000106537.7	TSPAN13	57.5	1.43983973957681	39.935	membrane	protein_coding
ENSG00000106554.7	CHCHD3	38	0.383780235317881	99.015	cytosolic	protein_coding
ENSG00000106603.13	COA1	15	0.0694187338022954	216.08	cytosolic	protein_coding
ENSG00000106609.12	TMEM248	136	5.75905145034935	23.615	membrane	protein_coding
ENSG00000106628.6	POLD2	40.5	0.149606590077943	270.71	cytosolic	protein_coding
ENSG00000106635.3	BCL7B	13.5	0.53946053946054	25.025	cytosolic	protein_coding
ENSG00000106636.3	YKT6	27	0.304431164731086	88.69	cytosolic	protein_coding
ENSG00000106682.10	EIF4H	27	0.123858892609753	217.99	cytosolic	protein_coding
ENSG00000106688.7	SLC1A1	17.5	1.99771689497717	8.76	membrane	protein_coding
ENSG00000106723.12	SPIN1	4	0.113943882637801	35.105	cytosolic	protein_coding
ENSG00000106771.8	TMEM245	118	7.30424017332095	16.155	membrane	protein_coding
ENSG00000106772.13	PRUNE2	7	0.72840790842872	9.61	cytosolic	protein_coding
ENSG00000106799.8	TGFBR1	28.5	2.67857142857143	10.64	membrane	protein_coding
ENSG00000106803.5	SEC61B	26	0.132785168918056	195.805	cytosolic	protein_coding
ENSG00000106976.14	DNM1	5.5	0.35959463877084	15.295	cytosolic	protein_coding
ENSG00000107020.5	PLGRKT	4.5	0.147807521760552	30.445	cytosolic	protein_coding
ENSG00000107021.11	TBC1D13	7.5	0.38275070170962	19.595	cytosolic	protein_coding
ENSG00000107164.15	FUBP3	7.5	0.129165590286748	58.065	cytosolic	protein_coding
ENSG00000107185.8	RGP1	6.5	0.544844928751048	11.93	cytosolic	protein_coding
ENSG00000107223.8	EDF1	56	0.173554615468055	322.665	cytosolic	protein_coding
ENSG00000107263.14	RAPGEF1	15.5	0.45702491522925	33.915	cytosolic	protein_coding
ENSG00000107281.5	NPDC1	90	2.17733155921132	41.335	membrane	protein_coding
ENSG00000107331.12	ABCA2	135.5	5.42	25	membrane	protein_coding
ENSG00000107341.4	UBE2R2	35.5	1.64275798241555	21.61	cytosolic	protein_coding
ENSG00000107438.4	PDLIM1	95.5	1.07970604861504	88.45	cytosolic	protein_coding
ENSG00000107518.12	ATRNL1	13	1.88679245283019	6.89	membrane	protein_coding
ENSG00000107566.9	ERLIN1	31	1.04044302735358	29.795	membrane	protein_coding
ENSG00000107581.8	EIF3A	45	0.563768479077925	79.82	cytosolic	protein_coding
ENSG00000107625.8	DDX50	16	0.326330817866612	49.03	cytosolic	protein_coding
ENSG00000107651.8	SEC23IP	3	0.093603744149766	32.05	cytosolic	protein_coding
ENSG00000107679.10	PLEKHA1	12.5	0.528764805414552	23.64	cytosolic	protein_coding
ENSG00000107731.8	UNC5B	100	8.65800865800866	11.55	membrane	protein_coding
ENSG00000107745.12	MICU1	4	0.0773694390715667	51.7	cytosolic	protein_coding
ENSG00000107789.11	MINPP1	3.5	0.141072148327287	24.81	membrane	protein_coding
ENSG00000107798.13	LIPA	211.5	5.067081935793	41.74	membrane	protein_coding
ENSG00000107862.4	GBF1	23.5	1.39218009478673	16.88	cytosolic	protein_coding
ENSG00000107874.6	CUEDC2	12	0.100204584359734	119.755	cytosolic	protein_coding
ENSG00000107882.7	SUFU	9.5	1.14182692307692	8.32	cytosolic	protein_coding
ENSG00000107937.14	GTPBP4	8.5	0.122761409589832	69.24	cytosolic	protein_coding
ENSG00000107949.12	BCCIP	20	0.163934426229508	122	cytosolic	protein_coding
ENSG00000107951.8	MTPAP	10.5	0.709939148073022	14.79	cytosolic	protein_coding
ENSG00000107959.11	PITRM1	51	1.01898101898102	50.05	cytosolic	protein_coding
ENSG00000108010.7	GLRX3	4.5	0.0286916602907422	156.84	cytosolic	protein_coding
ENSG00000108064.6	TFAM	16.5	0.251390264340672	65.635	cytosolic	protein_coding
ENSG00000108091.10	CCDC6	17	0.92896174863388	18.3	cytosolic	protein_coding
ENSG00000108106.9	UBE2S	25.5	0.0599901192744724	425.07	cytosolic	protein_coding
ENSG00000108175.12	ZMIZ1	3	0.316288877174486	9.485	cytosolic	protein_coding
ENSG00000108179.9	PPIF	14	0.0700245085780023	199.93	cytosolic	protein_coding
ENSG00000108264.12	TADA2A	5.5	0.443190975020145	12.41	cytosolic	protein_coding
ENSG00000108270.6	AATF	32	0.483347179216071	66.205	cytosolic	protein_coding
ENSG00000108292.12	MLLT6	5.5	0.190839694656489	28.82	cytosolic	protein_coding
ENSG00000108294.4	PSMB3	139.5	0.346398818022671	402.715	cytosolic	protein_coding
ENSG00000108298.5	RPL19	23	0.00516877743806175	4449.795	cytosolic	protein_coding
ENSG00000108344.10	PSMD3	129	1.0119631300255	127.475	cytosolic	protein_coding
ENSG00000108384.10	RAD51C	15.5	0.183139363147634	84.635	cytosolic	protein_coding
ENSG00000108406.5	DHX40	5	0.0891821992330331	56.065	cytosolic	protein_coding
ENSG00000108424.5	KPNB1	215.5	1.01701314330211	211.895	cytosolic	protein_coding
ENSG00000108474.12	PIGL	12	0.256191289496157	46.84	membrane	protein_coding
ENSG00000108479.7	GALK1	6.5	0.144733912268982	44.91	cytosolic	protein_coding
ENSG00000108506.7	INTS2	145.5	17.1782762691854	8.47	cytosolic	protein_coding
ENSG00000108510.5	MED13	5	0.357270453733476	13.995	cytosolic	protein_coding
ENSG00000108518.7	PFN1	86	0.153754011460037	559.335	cytosolic	protein_coding
ENSG00000108528.9	SLC25A11	45	0.469532554257095	95.84	cytosolic	protein_coding
ENSG00000108557.13	RAI1	3.5	0.243055555555556	14.4	cytosolic	protein_coding
ENSG00000108559.7	NUP88	17	0.197307335190344	86.16	cytosolic	protein_coding
ENSG00000108561.4	C1QBP	177	0.183705241307732	963.5	cytosolic	protein_coding
ENSG00000108582.7	CPD	838.5	36.0877985797289	23.235	membrane	protein_coding
ENSG00000108588.9	CCDC47	252.5	5.60799555802332	45.025	membrane	protein_coding
ENSG00000108592.12	FTSJ3	4.5	0.122100122100122	36.855	cytosolic	protein_coding
ENSG00000108604.11	SMARCD2	17	0.194976488129373	87.19	cytosolic	protein_coding
ENSG00000108639.3	SYNGR2	10	0.172995415621486	57.805	membrane	protein_coding
ENSG00000108671.5	PSMD11	8	0.118255728011826	67.65	cytosolic	protein_coding
ENSG00000108679.8	LGALS3BP	135.5	0.617846883407049	219.31	membrane	protein_coding
ENSG00000108773.6	KAT2A	16.5	0.429240374609781	38.44	cytosolic	protein_coding
ENSG00000108797.7	CNTNAP1	16	4.73372781065089	3.38	membrane	protein_coding
ENSG00000108828.11	VAT1	26.5	0.396825396825397	66.78	cytosolic	protein_coding
ENSG00000108829.9	LRRC59	44	0.303919875669142	144.775	cytosolic	protein_coding
ENSG00000108861.4	DUSP3	18	0.508977802912484	35.365	cytosolic	protein_coding
ENSG00000108883.8	EFTUD2	64.5	0.477424130273871	135.1	cytosolic	protein_coding
ENSG00000108946.10	PRKAR1A	16.5	0.176159718144451	93.665	cytosolic	protein_coding
ENSG00000108947.4	EFNB3	5	0.684931506849315	7.3	membrane	protein_coding
ENSG00000108953.12	YWHAE	601.5	0.556833593312442	1080.215	cytosolic	protein_coding
ENSG00000108960.3	MMD	8	0.311708552503409	25.665	cytosolic	protein_coding
ENSG00000109016.13	DHRS7B	52.5	2.09455415918612	25.065	membrane	protein_coding
ENSG00000109046.10	WSB1	5	0.145836371591075	34.285	cytosolic	protein_coding
ENSG00000109062.5	SLC9A3R1	9	0.27552426144191	32.665	cytosolic	protein_coding
ENSG00000109133.8	TMEM33	183.5	8.22685496525443	22.305	membrane	protein_coding
ENSG00000109171.10	SLAIN2	34	2.48356464572681	13.69	cytosolic	protein_coding
ENSG00000109180.10	OCIAD1	67.5	0.506471581316826	133.275	membrane	protein_coding
ENSG00000109189.8	USP46	13.5	1.08870967741935	12.4	cytosolic	protein_coding
ENSG00000109255.7	NMU	6.5	0.208433541766875	31.185	membrane	protein_coding
ENSG00000109332.15	UBE2D3	180.5	1.03783348666053	173.92	cytosolic	protein_coding
ENSG00000109390.7	NDUFC1	3.5	0.0194942631168542	179.54	cytosolic	protein_coding
ENSG00000109472.9	CPE	506.5	7.75472709178596	65.315	membrane	protein_coding
ENSG00000109475.12	RPL34	4.5	0.00154571981595629	2911.265	cytosolic	protein_coding
ENSG00000109501.9	WFS1	90	13.7931034482759	6.525	membrane	protein_coding
ENSG00000109572.9	CLCN3	17	1.18922700244841	14.295	membrane	protein_coding
ENSG00000109586.7	GALNT7	71	3.7037037037037	19.17	membrane	protein_coding
