gene_id	Symbol	localization_cat	region	par_clip_enrichment
ENSG00000106025.4	TSPAN12	membrane	transcript	2.18800648298217
ENSG00000106028.6	SSBP1	cytosolic	transcript	0.077608560680764
ENSG00000106052.9	TAX1BP1	cytosolic	transcript	0.224719101123595
ENSG00000106066.9	CPVL	membrane	transcript	5.20396912899669
ENSG00000106070.13	GRB10	cytosolic	transcript	0.185720181593066
ENSG00000106080.6	FKBP14	membrane	transcript	0.54590570719603
ENSG00000106105.9	GARS	cytosolic	transcript	0.390117035110533
ENSG00000106144.15	CASP2	cytosolic	transcript	3.53089533417402
ENSG00000106153.12	CHCHD2	cytosolic	transcript	0.0350940960450207
ENSG00000106236.3	NPTX2	membrane	transcript	2.11771177117712
ENSG00000106246.13	PTCD1	cytosolic	transcript	18.510713031261
ENSG00000106263.13	EIF3B	cytosolic	transcript	0.149630390602318
ENSG00000106290.10	TAF6	cytosolic	transcript	0.387704237053448
ENSG00000106348.12	IMPDH1	cytosolic	transcript	0.225404402015381
ENSG00000106355.5	LSM5	cytosolic	transcript	0.593457943925234
ENSG00000106367.9	AP1S1	cytosolic	transcript	0.156660602385284
ENSG00000106397.7	PLOD3	membrane	transcript	2.30088495575221
ENSG00000106443.10	PHF14	cytosolic	transcript	0.316598824061511
ENSG00000106460.14	TMEM106B	membrane	transcript	0.758238553514144
ENSG00000106462.6	EZH2	cytosolic	transcript	0.103842159916926
ENSG00000106537.7	TSPAN13	membrane	transcript	2.69187429573056
ENSG00000106554.7	CHCHD3	cytosolic	transcript	0.383780235317881
ENSG00000106603.13	COA1	cytosolic	transcript	0.472047389855609
ENSG00000106605.6	BLVRA	cytosolic	transcript	0.0580973129992738
ENSG00000106609.12	TMEM248	membrane	transcript	5.75905145034935
ENSG00000106615.5	RHEB	cytosolic	transcript	0.192889687053111
ENSG00000106628.6	POLD2	cytosolic	transcript	0.149606590077943
ENSG00000106635.3	BCL7B	cytosolic	transcript	0.53946053946054
ENSG00000106636.3	YKT6	cytosolic	transcript	0.445371518773255
ENSG00000106682.10	EIF4H	cytosolic	transcript	0.149089407770999
ENSG00000106723.12	SPIN1	cytosolic	transcript	0.61244836917818
ENSG00000106771.8	TMEM245	membrane	transcript	7.30424017332095
ENSG00000106799.8	TGFBR1	membrane	transcript	2.67857142857143
ENSG00000106803.5	SEC61B	cytosolic	transcript	0.250248972191721
ENSG00000106976.14	DNM1	cytosolic	transcript	0.35959463877084
ENSG00000107020.5	PLGRKT	cytosolic	transcript	0.147807521760552
ENSG00000107021.11	TBC1D13	cytosolic	transcript	0.38275070170962
ENSG00000107164.15	FUBP3	cytosolic	transcript	0.129165590286748
ENSG00000107185.8	RGP1	cytosolic	transcript	0.544844928751048
ENSG00000107223.8	EDF1	cytosolic	transcript	0.288224629259449
ENSG00000107263.14	RAPGEF1	cytosolic	transcript	0.560224089635854
ENSG00000107281.5	NPDC1	membrane	transcript	10.4269989113342
ENSG00000107331.12	ABCA2	membrane	transcript	5.42
ENSG00000107341.4	UBE2R2	cytosolic	transcript	1.64275798241555
ENSG00000107438.4	PDLIM1	cytosolic	transcript	1.07970604861504
ENSG00000107566.9	ERLIN1	membrane	transcript	1.04044302735358
ENSG00000107581.8	EIF3A	cytosolic	transcript	0.563768479077925
ENSG00000107625.8	DDX50	cytosolic	transcript	0.326330817866612
ENSG00000107651.8	SEC23IP	cytosolic	transcript	0.093603744149766
ENSG00000107679.10	PLEKHA1	cytosolic	transcript	0.8248730964467
ENSG00000107731.8	UNC5B	membrane	transcript	11.991341991342
ENSG00000107745.12	MICU1	cytosolic	transcript	0.270793036750484
ENSG00000107789.11	MINPP1	membrane	transcript	0.141072148327287
ENSG00000107798.13	LIPA	membrane	transcript	5.067081935793
ENSG00000107862.4	GBF1	cytosolic	transcript	1.39218009478673
ENSG00000107874.6	CUEDC2	cytosolic	transcript	0.100204584359734
ENSG00000107937.14	GTPBP4	cytosolic	transcript	1.40814558058925
ENSG00000107949.12	BCCIP	cytosolic	transcript	0.163934426229508
ENSG00000107951.8	MTPAP	cytosolic	transcript	0.709939148073022
ENSG00000107959.11	PITRM1	cytosolic	transcript	1.01898101898102
ENSG00000108010.7	GLRX3	cytosolic	transcript	0.0286916602907422
ENSG00000108064.6	TFAM	cytosolic	transcript	0.251390264340672
ENSG00000108091.10	CCDC6	cytosolic	transcript	0.92896174863388
ENSG00000108106.9	UBE2S	cytosolic	transcript	0.0599901192744724
ENSG00000108107.8	RPL28	cytosolic	transcript	0.12467258461852
ENSG00000108179.9	PPIF	cytosolic	transcript	0.142549892462362
ENSG00000108264.12	TADA2A	cytosolic	transcript	0.443190975020145
ENSG00000108270.6	AATF	cytosolic	transcript	0.483347179216071
ENSG00000108278.7	ZNHIT3	cytosolic	transcript	0.162713870124747
ENSG00000108292.12	MLLT6	cytosolic	transcript	0.190839694656489
ENSG00000108294.4	PSMB3	cytosolic	transcript	0.3861291484052
ENSG00000108298.5	RPL19	cytosolic	transcript	0.00516877743806175
ENSG00000108312.10	UBTF	cytosolic	transcript	0.0609490639965172
ENSG00000108344.10	PSMD3	cytosolic	transcript	1.33359482251422
ENSG00000108349.10	CASC3	cytosolic	transcript	0.434037692747002
ENSG00000108384.10	RAD51C	cytosolic	transcript	0.183139363147634
ENSG00000108406.5	DHX40	cytosolic	transcript	0.231873718005886
ENSG00000108424.5	KPNB1	cytosolic	transcript	1.28837395880035
ENSG00000108474.12	PIGL	membrane	transcript	0.256191289496157
ENSG00000108479.7	GALK1	cytosolic	transcript	0.144733912268982
ENSG00000108510.5	MED13	cytosolic	transcript	0.357270453733476
ENSG00000108518.7	PFN1	cytosolic	transcript	0.999401074490243
ENSG00000108528.9	SLC25A11	cytosolic	transcript	0.469532554257095
ENSG00000108557.13	RAI1	cytosolic	transcript	0.243055555555556
ENSG00000108559.7	NUP88	cytosolic	transcript	0.197307335190344
ENSG00000108561.4	C1QBP	cytosolic	transcript	0.183705241307732
ENSG00000108582.7	CPD	membrane	transcript	36.324510436841
ENSG00000108587.10	GOSR1	cytosolic	transcript	0.349317243569387
ENSG00000108588.9	CCDC47	membrane	transcript	5.80788450860633
ENSG00000108592.12	FTSJ3	cytosolic	transcript	0.122100122100122
ENSG00000108604.11	SMARCD2	cytosolic	transcript	0.275260924417938
ENSG00000108639.3	SYNGR2	membrane	transcript	6.5651760228354
ENSG00000108671.5	PSMD11	cytosolic	transcript	2.42424242424242
ENSG00000108679.8	LGALS3BP	membrane	transcript	13.2894076877479
ENSG00000108773.6	KAT2A	cytosolic	transcript	0.429240374609781
ENSG00000108774.10	RAB5C	cytosolic	transcript	1.16089087625763
ENSG00000108828.11	VAT1	cytosolic	transcript	0.965858041329739
ENSG00000108829.9	LRRC59	cytosolic	transcript	0.303919875669142
ENSG00000108861.4	DUSP3	cytosolic	transcript	0.508977802912484
ENSG00000108883.8	EFTUD2	cytosolic	transcript	0.521835677276092
ENSG00000108946.10	PRKAR1A	cytosolic	transcript	0.202850584529974
ENSG00000108953.12	YWHAE	cytosolic	transcript	1.70382747878894
ENSG00000108960.3	MMD	cytosolic	transcript	0.311708552503409
ENSG00000108961.9	RANGRF	cytosolic	transcript	0.155017860753522
ENSG00000109016.13	DHRS7B	membrane	transcript	2.09455415918612
ENSG00000109046.10	WSB1	cytosolic	transcript	0.262505468863935
ENSG00000109062.5	SLC9A3R1	cytosolic	transcript	0.27552426144191
ENSG00000109099.9	PMP22	membrane	transcript	9.72577696526508
ENSG00000109133.8	TMEM33	membrane	transcript	17.4848688634835
ENSG00000109171.10	SLAIN2	cytosolic	transcript	2.48356464572681
ENSG00000109180.10	OCIAD1	membrane	transcript	0.645282311011067
ENSG00000109184.10	DCUN1D4	cytosolic	transcript	1.82509505703422
ENSG00000109189.8	USP46	cytosolic	transcript	1.45161290322581
ENSG00000109255.7	NMU	membrane	transcript	0.208433541766875
ENSG00000109270.8	LAMTOR3	cytosolic	transcript	0.616370808678501
ENSG00000109332.15	UBE2D3	cytosolic	transcript	1.03783348666053
ENSG00000109390.7	NDUFC1	cytosolic	transcript	0.150384315472875
ENSG00000109472.9	CPE	membrane	transcript	7.75472709178596
ENSG00000109475.12	RPL34	cytosolic	transcript	0.00154571981595629
ENSG00000109572.9	CLCN3	membrane	transcript	1.43406785589367
ENSG00000109586.7	GALNT7	membrane	transcript	4.01669274908711
ENSG00000109606.8	DHX15	cytosolic	transcript	3.27970297029703
ENSG00000109654.10	TRIM2	cytosolic	transcript	0.403551251008878
ENSG00000109674.3	NEIL3	cytosolic	transcript	0.139599813866915
ENSG00000109685.13	WHSC1	cytosolic	transcript	0.310808101062763
ENSG00000109736.10	MFSD10	membrane	transcript	14.3692059653366
ENSG00000109805.5	NCAPG	cytosolic	transcript	0.426136363636364
ENSG00000109854.9	HTATIP2	cytosolic	transcript	0.236534432655268
ENSG00000109861.11	CTSC	membrane	transcript	4.35940099833611
ENSG00000109881.12	CCDC34	cytosolic	transcript	0.458230525202679
ENSG00000109911.13	ELP4	cytosolic	transcript	0.293513354857646
ENSG00000109919.5	MTCH2	cytosolic	transcript	0.166877661410979
ENSG00000109920.8	FNBP4	cytosolic	transcript	0.968039336201598
ENSG00000109929.5	SC5D	membrane	transcript	12.85472257518
ENSG00000109971.9	HSPA8	cytosolic	transcript	1.12851357789424
ENSG00000110048.7	OSBP	cytosolic	transcript	1.01010101010101
ENSG00000110075.10	PPP6R3	cytosolic	transcript	1.11323155216285
ENSG00000110107.4	PRPF19	cytosolic	transcript	1.7082439703503
ENSG00000110108.5	TMEM109	membrane	transcript	0.388766003083317
ENSG00000110172.7	CHORDC1	cytosolic	transcript	0.140664961636829
ENSG00000110200.4	ANAPC15	cytosolic	transcript	0.159538099217504
ENSG00000110321.11	EIF4G2	cytosolic	transcript	1.00850520483909
ENSG00000110328.5	GALNT18	membrane	transcript	1.94778284293411
ENSG00000110344.5	UBE4A	membrane	transcript	2.92664386164956
ENSG00000110367.7	DDX6	cytosolic	transcript	3.3003300330033
ENSG00000110429.9	FBXO3	cytosolic	transcript	0.388852883992223
ENSG00000110435.7	PDHX	cytosolic	transcript	0.514366796736431
ENSG00000110492.11	MDK	membrane	transcript	0.076874893229315
ENSG00000110514.14	MADD	cytosolic	transcript	0.200400801603206
ENSG00000110619.12	CARS	cytosolic	transcript	0.815217391304348
ENSG00000110651.7	CD81	membrane	transcript	5.63828137118039
ENSG00000110660.10	SLC35F2	membrane	transcript	7.34660373486559
ENSG00000110700.2	RPS13	cytosolic	transcript	0.0287067604420841
ENSG00000110713.11	NUP98	cytosolic	transcript	2.146605183654
ENSG00000110717.6	NDUFS8	cytosolic	transcript	0.328260980202555
ENSG00000110880.6	CORO1C	cytosolic	transcript	0.356379187455453
ENSG00000110881.7	ASIC1	membrane	transcript	4.58353868900936
ENSG00000110911.10	SLC11A2	membrane	transcript	9.1096596768649
ENSG00000110917.3	MLEC	membrane	transcript	2.48597847506442
ENSG00000110955.4	ATP5B	cytosolic	transcript	2.23329381433599
ENSG00000110958.11	PTGES3	cytosolic	transcript	0.310794181680497
ENSG00000111142.9	METAP2	cytosolic	transcript	0.255793727937791
ENSG00000111144.5	LTA4H	cytosolic	transcript	1.4342906875544
ENSG00000111206.8	FOXM1	cytosolic	transcript	0.176263219741481
ENSG00000111229.11	ARPC3	cytosolic	transcript	0.0195833639323395
ENSG00000111247.10	RAD51AP1	cytosolic	transcript	0.196918799953666
ENSG00000111269.2	CREBL2	cytosolic	transcript	1.7017017017017
ENSG00000111300.5	NAA25	cytosolic	transcript	0.676229508196721
ENSG00000111358.9	GTF2H3	cytosolic	transcript	0.316916488222698
ENSG00000111361.8	EIF2B1	cytosolic	transcript	0.481242480586241
ENSG00000111371.11	SLC38A1	membrane	transcript	12.8975100251795
ENSG00000111412.4	C12orf49	cytosolic	transcript	0.432198811453268
ENSG00000111445.9	RFC5	cytosolic	transcript	0.101091791346543
ENSG00000111481.5	COPZ1	cytosolic	transcript	1.2759340518894
ENSG00000111530.8	CAND1	cytosolic	transcript	2.15157353885678
ENSG00000111540.11	RAB5B	cytosolic	transcript	1.04913678618858
ENSG00000111581.5	NUP107	cytosolic	transcript	0.198694294635254
ENSG00000111596.7	CNOT2	cytosolic	transcript	0.267566309911587
ENSG00000111605.12	CPSF6	cytosolic	transcript	1.43535386993486
ENSG00000111615.8	KRR1	cytosolic	transcript	0.891530460624071
ENSG00000111640.10	GAPDH	cytosolic	transcript	0.0688662731985368
ENSG00000111641.6	NOP2	cytosolic	transcript	0.156109276493545
ENSG00000111642.10	CHD4	cytosolic	transcript	0.417271407837446
ENSG00000111666.6	CHPT1	membrane	transcript	1.95455363031357
ENSG00000111670.10	GNPTAB	membrane	transcript	0.320741268709907
ENSG00000111674.4	ENO2	cytosolic	transcript	0.891302120684356
ENSG00000111676.10	ATN1	cytosolic	transcript	5.0873786407767
ENSG00000111678.6	C12orf57	cytosolic	transcript	0.0187133829477897
ENSG00000111684.6	LPCAT3	membrane	transcript	7.81529803018675
ENSG00000111711.5	GOLT1B	membrane	transcript	1.27739875163304
ENSG00000111716.8	LDHB	cytosolic	transcript	0.452349582784365
ENSG00000111726.8	CMAS	cytosolic	transcript	0.0439721509710517
ENSG00000111731.8	C2CD5	cytosolic	transcript	0.188273265196342
ENSG00000111832.8	RWDD1	cytosolic	transcript	0.201308505284348
ENSG00000111880.11	RNGTT	cytosolic	transcript	0.837821663674446
ENSG00000111885.5	MAN1A1	membrane	transcript	14.9006622516556
ENSG00000111897.6	SERINC1	membrane	transcript	32.2728001282257
ENSG00000111906.13	HDDC2	cytosolic	transcript	0.0182248952068526
ENSG00000111911.5	HINT3	cytosolic	transcript	0.966947960618847
ENSG00000111962.7	UST	membrane	transcript	1.93752471332543
ENSG00000112039.3	FANCE	cytosolic	transcript	0.689655172413793
ENSG00000112062.6	MAPK14	cytosolic	transcript	0.677553856845031
ENSG00000112078.9	KCTD20	cytosolic	transcript	0.509922822491731
ENSG00000112081.12	SRSF3	cytosolic	transcript	0.805020022292862
ENSG00000112096.12	SOD2	cytosolic	transcript	0.343449919394407
ENSG00000112118.13	MCM3	cytosolic	transcript	0.708932002056444
ENSG00000112146.12	FBXO9	cytosolic	transcript	0.0761324704986677
ENSG00000112245.6	PTP4A1	cytosolic	transcript	0.806554858532838
ENSG00000112290.8	WASF1	cytosolic	transcript	0.897782585181179
ENSG00000112294.8	ALDH5A1	cytosolic	transcript	0.80024622960911
ENSG00000112305.10	SMAP1	cytosolic	transcript	0.809248554913295
ENSG00000112306.7	RPS12	cytosolic	transcript	0.0131300657213019
ENSG00000112308.8	C6orf62	cytosolic	transcript	2.35249237029502
ENSG00000112312.5	GMNN	cytosolic	transcript	0.216220466249951
ENSG00000112319.13	EYA4	cytosolic	transcript	0.352360817477097
ENSG00000112335.10	SNX3	cytosolic	transcript	0.880400269412104
ENSG00000112378.11	PERP	membrane	transcript	14.9305555555556
ENSG00000112394.12	SLC16A10	membrane	transcript	30.4475421863536
ENSG00000112531.12	QKI	cytosolic	transcript	2.41855328547764
ENSG00000112578.5	BYSL	cytosolic	transcript	0.15353121801433
ENSG00000112592.8	TBP	cytosolic	transcript	0.254452926208651
ENSG00000112640.10	PPP2R5D	cytosolic	transcript	1.19080083628761
ENSG00000112651.7	MRPL2	cytosolic	transcript	1.42795091758063
ENSG00000112655.11	PTK7	membrane	transcript	7.45222209657356
ENSG00000112685.9	EXOC2	cytosolic	transcript	2.23300970873786
ENSG00000112697.11	TMEM30A	membrane	transcript	43.4905903583398
ENSG00000112715.16	VEGFA	membrane	transcript	0.155666251556663
ENSG00000112742.5	TTK	cytosolic	transcript	1.82341650671785
ENSG00000112759.12	SLC29A1	membrane	transcript	17.5492487479132
ENSG00000112763.11	BTN2A1	membrane	transcript	0.719257540603248
ENSG00000112837.12	TBX18	cytosolic	transcript	0.358937544867193
ENSG00000112851.10	ERBB2IP	cytosolic	transcript	0.281928390188892
ENSG00000112893.5	MAN2A1	membrane	transcript	6.53188180404355
ENSG00000112977.11	DAP	cytosolic	transcript	0.558050905131346
ENSG00000112984.7	KIF20A	cytosolic	transcript	1.15404976177872
ENSG00000112992.12	NNT	cytosolic	transcript	0.678733031674208
ENSG00000112996.5	MRPS30	cytosolic	transcript	0.380611216836449
ENSG00000113013.8	HSPA9	cytosolic	transcript	2.99443687556767
ENSG00000113048.12	MRPS27	cytosolic	transcript	0.104198590254367
ENSG00000113141.11	IK	cytosolic	transcript	1.15795482345266
ENSG00000113161.11	HMGCR	membrane	transcript	8.02792321116928
ENSG00000113194.8	FAF2	membrane	transcript	2.55281690140845
ENSG00000113282.9	CLINT1	cytosolic	transcript	0.530069390902082
ENSG00000113296.10	THBS4	membrane	transcript	4.06386066763425
ENSG00000113300.7	CNOT6	cytosolic	transcript	0.254175744371823
ENSG00000113328.14	CCNG1	cytosolic	transcript	0.553556601162469
ENSG00000113356.6	POLR3G	cytosolic	transcript	0.550603041426324
ENSG00000113360.12	DROSHA	cytosolic	transcript	0.553191489361702
ENSG00000113368.7	LMNB1	cytosolic	transcript	0.340671819480567
ENSG00000113384.9	GOLPH3	cytosolic	transcript	0.552791597567717
ENSG00000113387.7	SUB1	cytosolic	transcript	0.0816169763310769
ENSG00000113391.12	FAM172A	cytosolic	transcript	0.732127476313523
ENSG00000113407.9	TARS	cytosolic	transcript	0.603821554840504
ENSG00000113456.14	RAD1	cytosolic	transcript	0.361901628557328
ENSG00000113558.14	SKP1	cytosolic	transcript	0.115291003031726
ENSG00000113569.11	NUP155	cytosolic	transcript	6.01236476043277
ENSG00000113575.5	PPP2CA	cytosolic	transcript	1.64378501508342
ENSG00000113583.6	C5orf15	membrane	transcript	0.426755311980594
ENSG00000113615.8	SEC24A	cytosolic	transcript	2.61096605744125
ENSG00000113621.10	TXNDC15	membrane	transcript	2.72545662100457
ENSG00000113643.4	RARS	cytosolic	transcript	0.0746199048596213
ENSG00000113648.12	H2AFY	cytosolic	transcript	0.282325133502582
ENSG00000113649.7	TCERG1	cytosolic	transcript	2.04673066473465
ENSG00000113657.8	DPYSL3	cytosolic	transcript	0.32183908045977
ENSG00000113658.12	SMAD5	cytosolic	transcript	1.4022787028922
ENSG00000113712.12	CSNK1A1	cytosolic	transcript	0.679063273465761
ENSG00000113719.11	ERGIC1	membrane	transcript	1.68618266978923
ENSG00000113732.4	ATP6V0E1	membrane	transcript	0.0799168864381044
ENSG00000113810.11	SMC4	cytosolic	transcript	3.10331534309946
ENSG00000114030.8	KPNA1	cytosolic	transcript	0.335830534745544
ENSG00000114054.9	PCCB	cytosolic	transcript	0.170212765957447
ENSG00000114126.13	TFDP2	cytosolic	transcript	0.218080888183981
ENSG00000114315.3	HES1	cytosolic	transcript	0.257147178944184
ENSG00000114346.9	ECT2	cytosolic	transcript	0.501002004008016
ENSG00000114354.8	TFG	cytosolic	transcript	0.231893020020097
ENSG00000114391.8	RPL24	cytosolic	transcript	0.0177030969355202
ENSG00000114395.6	CYB561D2	membrane	transcript	0.304878048780488
ENSG00000114416.13	FXR1	cytosolic	transcript	0.0735361706039158
ENSG00000114439.14	BBX	cytosolic	transcript	1.1463507833397
ENSG00000114446.4	IFT57	cytosolic	transcript	0.294802172226532
ENSG00000114450.5	GNB4	cytosolic	transcript	0.522095841879545
ENSG00000114503.6	NCBP2	cytosolic	transcript	0.269501422368618
ENSG00000114544.11	SLC41A3	membrane	transcript	7.33663943990665
ENSG00000114554.7	PLXNA1	membrane	transcript	20.8805579773322
ENSG00000114573.5	ATP6V1A	cytosolic	transcript	1.21649484536082
ENSG00000114631.10	PODXL2	membrane	transcript	4.16134525329928
ENSG00000114650.14	SCAP	membrane	transcript	2.11745904914103
ENSG00000114686.4	MRPL3	cytosolic	transcript	1.16529281292416
ENSG00000114742.9	WDR48	cytosolic	transcript	0.189513581806696
ENSG00000114767.6	RRP9	cytosolic	transcript	0.455235204855842
ENSG00000114770.12	ABCC5	membrane	transcript	1.03626943005181
ENSG00000114790.8	ARHGEF26	cytosolic	transcript	0.229095074455899
ENSG00000114850.2	SSR3	membrane	transcript	9.35301780286583
ENSG00000114867.15	EIF4G1	cytosolic	transcript	1.02978934872036
ENSG00000114902.9	SPCS1	membrane	transcript	1.10111662531017
ENSG00000114942.9	EEF1B2	cytosolic	transcript	0.026287976737823
ENSG00000114956.15	DGUOK	cytosolic	transcript	0.140106480925503
ENSG00000114978.13	MOB1A	cytosolic	transcript	2.44389501711677
ENSG00000114999.7	TTL	cytosolic	transcript	0.150956055015096
ENSG00000115053.11	NCL	cytosolic	transcript	1.51220690210329
ENSG00000115073.6	ACTR1B	cytosolic	transcript	0.168035847647498
ENSG00000115084.8	SLC35F5	membrane	transcript	7.83758262511804
ENSG00000115091.7	ACTR3	cytosolic	transcript	0.445347292757247
ENSG00000115107.15	STEAP3	membrane	transcript	6.99488835082055
ENSG00000115128.6	SF3B14	cytosolic	transcript	0.153769841269841
ENSG00000115204.10	MPV17	cytosolic	transcript	0.176185582146528
ENSG00000115207.9	GTF3C2	cytosolic	transcript	0.0924702774108322
ENSG00000115211.11	EIF2B4	cytosolic	transcript	0.627977479428324
ENSG00000115233.7	PSMD14	cytosolic	transcript	0.833522770326589
ENSG00000115268.5	RPS15	cytosolic	transcript	0.001035782844674
ENSG00000115271.6	GCA	cytosolic	transcript	0.900032144005143
ENSG00000115275.7	MOGS	membrane	transcript	5.81422283993514
ENSG00000115286.15	NDUFS7	cytosolic	transcript	0.307272106520997
ENSG00000115307.12	AUP1	membrane	transcript	2.93997215625256
ENSG00000115310.13	RTN4	membrane	transcript	3.15011772347162
ENSG00000115339.9	GALNT3	membrane	transcript	1.5751211631664
ENSG00000115364.9	MRPL19	cytosolic	transcript	0.184869169510808
ENSG00000115365.7	LANCL1	cytosolic	transcript	0.996249413970933
ENSG00000115368.5	WDR75	cytosolic	transcript	0.270935960591133
ENSG00000115414.14	FN1	membrane	transcript	21.525129982669
ENSG00000115419.8	GLS	cytosolic	transcript	0.37147102526003
ENSG00000115446.7	UNC50	membrane	transcript	2.30430958663149
ENSG00000115457.5	IGFBP2	membrane	transcript	3.0037255510711
ENSG00000115468.7	EFHD1	cytosolic	transcript	1.06100795755968
ENSG00000115484.10	CCT4	cytosolic	transcript	0.280318957516526
ENSG00000115486.7	GGCX	membrane	transcript	1.85555757686011
ENSG00000115524.11	SF3B1	cytosolic	transcript	0.842105263157895
ENSG00000115677.12	HDLBP	cytosolic	transcript	4.33404736054462
ENSG00000115685.10	PPP1R7	cytosolic	transcript	0.120557710451829
ENSG00000115694.10	STK25	cytosolic	transcript	0.187728141839041
ENSG00000115758.8	ODC1	cytosolic	transcript	0.31449663985169
ENSG00000115762.12	PLEKHB2	cytosolic	transcript	0.410761963442185
ENSG00000115828.11	QPCT	membrane	transcript	12.4687239366138
ENSG00000115866.6	DARS	cytosolic	transcript	1.35832869965843
ENSG00000115875.14	SRSF7	cytosolic	transcript	0.228489825062478
ENSG00000115884.6	SDC1	membrane	transcript	1.44762986091399
ENSG00000115944.10	COX7A2L	cytosolic	transcript	0.0917611588123484
ENSG00000115947.9	ORC4	cytosolic	transcript	1.04849279161206
ENSG00000116005.7	PCYOX1	membrane	transcript	4.01093892433911
ENSG00000116044.11	NFE2L2	cytosolic	transcript	2.07236842105263
ENSG00000116120.8	FARSB	cytosolic	transcript	0.834185881797435
ENSG00000116133.7	DHCR24	membrane	transcript	4.99200786917497
ENSG00000116161.13	CACYBP	cytosolic	transcript	0.0249121155922163
ENSG00000116171.12	SCP2	cytosolic	transcript	0.308832612723904
ENSG00000116191.13	RALGPS2	cytosolic	transcript	1.29613356766257
ENSG00000116209.7	TMEM59	membrane	transcript	10.1742439415181
ENSG00000116221.11	MRPL37	cytosolic	transcript	0.561038064274822
ENSG00000116237.11	ICMT	membrane	transcript	1.62712480683574
ENSG00000116251.5	RPL22	cytosolic	transcript	0.0949513989506112
ENSG00000116260.12	QSOX1	membrane	transcript	7.9520697167756
ENSG00000116266.6	STXBP3	cytosolic	transcript	0.563449289563939
ENSG00000116273.5	PHF13	cytosolic	transcript	0.149094781682641
ENSG00000116288.8	PARK7	cytosolic	transcript	0.0971588122099385
ENSG00000116406.14	EDEM3	membrane	transcript	2.78276481149013
ENSG00000116455.9	WDR77	cytosolic	transcript	0.218094836077107
ENSG00000116459.6	ATP5F1	cytosolic	transcript	0.229291667238752
ENSG00000116473.10	RAP1A	cytosolic	transcript	0.106177606177606
ENSG00000116478.7	HDAC1	cytosolic	transcript	0.546791295673699
ENSG00000116489.8	CAPZA1	cytosolic	transcript	1.06622923928645
ENSG00000116521.6	SCAMP3	membrane	transcript	21.2636874815034
ENSG00000116560.6	SFPQ	cytosolic	transcript	0.292358292781443
ENSG00000116586.7	LAMTOR2	cytosolic	transcript	0.135204438435358
ENSG00000116641.11	DOCK7	cytosolic	transcript	1.38348465196714
ENSG00000116649.5	SRM	cytosolic	transcript	2.14647719367982
ENSG00000116667.8	C1orf21	cytosolic	transcript	0.362236812316052
ENSG00000116670.10	MAD2L2	cytosolic	transcript	0.263920737247437
ENSG00000116675.11	DNAJC6	cytosolic	transcript	1.12522686025408
ENSG00000116678.14	LEPR	membrane	transcript	13.1687242798354
ENSG00000116679.11	IVNS1ABP	cytosolic	transcript	0.114882506527415
ENSG00000116685.11	KIAA2013	membrane	transcript	1.70566037735849
ENSG00000116698.16	SMG7	cytosolic	transcript	1.19220235218302
ENSG00000116717.7	GADD45A	cytosolic	transcript	0.291159343568025
ENSG00000116729.9	WLS	membrane	transcript	11.7933553661506
ENSG00000116747.8	TROVE2	cytosolic	transcript	1.90869228785143
ENSG00000116752.5	BCAS2	cytosolic	transcript	0.0992690190416027
ENSG00000116754.9	SRSF11	cytosolic	transcript	1.62480751871715
ENSG00000116761.7	CTH	cytosolic	transcript	4.53648915187377
ENSG00000116786.7	PLEKHM2	cytosolic	transcript	0.36330608537693
ENSG00000116791.9	CRYZ	cytosolic	transcript	0.499192482748495
ENSG00000116815.11	CD58	membrane	transcript	7.23404255319149
ENSG00000116830.7	TTF2	cytosolic	transcript	0.614854894244958
ENSG00000116857.12	TMEM9	membrane	transcript	1.06172540470712
ENSG00000116906.7	GNPAT	cytosolic	transcript	1.09175041573277
ENSG00000116918.9	TSNAX	cytosolic	transcript	1.12899039709317
ENSG00000116957.8	TBCE	cytosolic	transcript	0.34432387312187
ENSG00000116962.10	NID1	membrane	transcript	29.0118679050568
ENSG00000116984.8	MTR	cytosolic	transcript	0.558867362146051
ENSG00000117020.12	AKT3	cytosolic	transcript	1.0361718161266
ENSG00000117114.15	LPHN2	membrane	transcript	4.52103849597135
ENSG00000117118.5	SDHB	cytosolic	transcript	1.08971523040026
ENSG00000117122.9	MFAP2	membrane	transcript	1.76066024759285
ENSG00000117139.12	KDM5B	cytosolic	transcript	0.793650793650794
ENSG00000117143.9	UAP1	cytosolic	transcript	0.0668960244648318
ENSG00000117153.11	KLHL12	cytosolic	transcript	0.598802395209581
ENSG00000117174.6	ZNHIT6	cytosolic	transcript	0.466136550589526
ENSG00000117298.10	ECE1	membrane	transcript	12.0144284128746
ENSG00000117335.14	CD46	membrane	transcript	5.57602792862684
ENSG00000117385.11	LEPRE1	membrane	transcript	18.06684733514
ENSG00000117394.15	SLC2A1	membrane	transcript	7.27858839497794
ENSG00000117395.6	EBNA1BP2	cytosolic	transcript	0.168163915564013
ENSG00000117399.9	CDC20	cytosolic	transcript	0.0989220903261018
ENSG00000117410.9	ATP6V0B	membrane	transcript	1.50283588020664
ENSG00000117411.12	B4GALT2	cytosolic	transcript	0.0599201065246338
ENSG00000117419.10	ERI3	cytosolic	transcript	0.0892060660124888
ENSG00000117448.9	AKR1A1	cytosolic	transcript	0.155779416346453
ENSG00000117450.9	PRDX1	cytosolic	transcript	0.416602980886428
