gene_id	Symbol	log2FoldChange.tumor.KO.WT	reg_tumor	localization_cat	loc_tar_CDS
ENSG00000109472.9	CPE	0.222242950057771	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000109572.9	CLCN3	-0.237654893375606	not_quantified	membrane	membrane_tc<1.66
ENSG00000109586.7	GALNT7	-1.84581357425943	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000109736.10	MFSD10	-0.517044340828219	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000109861.11	CTSC	-0.861021128088162	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000109929.5	SC5D	0.128051851232144	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000110108.5	TMEM109	-0.109651317962111	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000110328.5	GALNT18	-0.298339811129906	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000110344.5	UBE4A	-0.481849224477998	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000110492.11	MDK	-1.99650764128763	down_tumor	membrane	membrane_tc<1.66
ENSG00000110651.7	CD81	-0.889844283293793	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000110660.10	SLC35F2	-0.38675670238854	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000110911.10	SLC11A2	-0.527936003239755	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000110917.3	MLEC	-0.546339974222546	not_quantified	membrane	membrane_tc<1.66
ENSG00000111371.11	SLC38A1	-0.502769453601253	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000111666.6	CHPT1	-0.472156471908409	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000111670.10	GNPTAB	0.312590217773195	not_quantified	membrane	membrane_tc<1.66
ENSG00000111684.6	LPCAT3	-0.588395561247742	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000111711.5	GOLT1B	-0.887531851626291	not_quantified	membrane	membrane_tc<1.66
ENSG00000111775.2	COX6A1	-0.61159187755403	not_quantified	membrane	nontarget_membrane
ENSG00000111817.12	DSE	0.67759759504642	not_quantified	membrane	nontarget_membrane
ENSG00000111897.6	SERINC1	-0.772854851528585	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000112378.11	PERP	-1.01192427369806	down_tumor	membrane	nontarget_membrane
ENSG00000112473.12	SLC39A7	-0.340018634213377	unchanged_tumor	membrane	nontarget_membrane
ENSG00000112697.11	TMEM30A	-0.986533123755366	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000112715.16	VEGFA	-1.94492521692529	down_tumor	membrane	membrane_tc<1.66
ENSG00000112759.12	SLC29A1	-0.061042249892394	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000112763.11	BTN2A1	-0.454925088851248	not_quantified	membrane	membrane_tc<1.66
ENSG00000112893.5	MAN2A1	-0.766060037785342	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000113161.11	HMGCR	-0.600489253738137	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000113194.8	FAF2	-0.529529107009215	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000113583.6	C5orf15	-0.57191140094678	not_quantified	membrane	nontarget_membrane
ENSG00000113621.10	TXNDC15	-0.578239182337997	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000113719.11	ERGIC1	-0.0137273304936157	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000113732.4	ATP6V0E1	-0.489577213884385	unchanged_tumor	membrane	nontarget_membrane
ENSG00000113739.6	STC2	0.282836457473935	unchanged_tumor	membrane	nontarget_membrane
ENSG00000114395.6	CYB561D2	-1.05597291936167	down_tumor	membrane	membrane_tc<1.66
ENSG00000114529.8	C3orf52	-0.397359161494344	unchanged_tumor	membrane	nontarget_membrane
ENSG00000114544.11	SLC41A3	-0.796381068915614	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000114554.7	PLXNA1	-0.292017690836465	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000114631.10	PODXL2	-0.57483071457841	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000114650.14	SCAP	-0.246886529313449	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000114770.12	ABCC5	-0.0797126918204799	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000114850.2	SSR3	-0.711714308625133	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000114902.9	SPCS1	-0.726719438936993	not_quantified	membrane	membrane_tc<1.66
ENSG00000114988.7	LMAN2L	0.305343029797575	unchanged_tumor	membrane	nontarget_membrane
ENSG00000115084.8	SLC35F5	-0.554727165758663	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000115107.15	STEAP3	0.238609293161607	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000115275.7	MOGS	-0.596144658065833	not_quantified	membrane	nontarget_membrane
ENSG00000115307.12	AUP1	-0.25334717291967	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000115310.13	RTN4	0.279580934642559	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000115414.14	FN1	-1.51939540194697	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000115446.7	UNC50	-0.553855661165732	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000115457.5	IGFBP2	-0.999131280908751	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000115461.4	IGFBP5	1.08459577242134	up_tumor	membrane	nontarget_membrane
ENSG00000115486.7	GGCX	0.201926719340416	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000115526.6	CHST10	0.577966998557699	not_quantified	membrane	nontarget_membrane
ENSG00000115652.10	UXS1	-0.163814168837189	unchanged_tumor	membrane	nontarget_membrane
ENSG00000115828.11	QPCT	-0.895250418715313	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000115884.6	SDC1	-0.743066504809571	not_quantified	membrane	membrane_tc<1.66
ENSG00000116005.7	PCYOX1	0.460250825537854	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000116133.7	DHCR24	-0.708157879707257	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000116209.7	TMEM59	-0.987216332249233	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000116237.11	ICMT	-0.54854807361385	not_quantified	membrane	membrane_tc<1.66
ENSG00000116260.12	QSOX1	-0.820214048158294	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000116406.14	EDEM3	-0.920937350046002	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000116521.6	SCAMP3	-0.362098351461841	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000116685.11	KIAA2013	-0.269112589819786	not_quantified	membrane	membrane_tc<1.66
ENSG00000116729.9	WLS	-0.597290390826731	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000116815.11	CD58	-1.44273994184854	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000116857.12	TMEM9	-0.679170752745337	not_quantified	membrane	membrane_tc<1.66
ENSG00000117114.15	LPHN2	-1.99418390285993	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000117262.14	GPR89A	-0.435501068131393	not_quantified	membrane	nontarget_membrane
ENSG00000117298.10	ECE1	0.3311495148763	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000117335.14	CD46	-1.44279710771808	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000117362.8	APH1A	-0.626966510627892	not_quantified	membrane	nontarget_membrane
ENSG00000117385.11	LEPRE1	0.346176937532766	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000117394.15	SLC2A1	-0.881833175111688	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000117410.9	ATP6V0B	-0.093367633666864	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000117479.8	SLC19A2	-0.953459689719845	not_quantified	membrane	membrane_tc<1.66
ENSG00000117500.8	TMED5	-0.847092428228727	not_quantified	membrane	membrane_tc<1.66
ENSG00000117620.8	SLC35A3	-0.444947642632509	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000117862.7	TXNDC12	-0.631692764952404	not_quantified	membrane	membrane_tc<1.66
ENSG00000117868.11	ESYT2	-1.12385511133424	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000117899.6	MESDC2	0.169573592283143	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000117906.9	RCN2	-0.483735632047909	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000117984.8	CTSD	-0.930457176433757	not_quantified	membrane	nontarget_membrane
ENSG00000118363.7	SPCS2	-1.02921172879292	down_tumor	membrane	nontarget_membrane
ENSG00000118705.12	RPN2	-0.15506058971723	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000118855.14	MFSD1	-0.896957788157608	not_quantified	membrane	nontarget_membrane
ENSG00000119523.8	ALG2	-0.958634185672873	not_quantified	membrane	nontarget_membrane
ENSG00000119537.11	KDSR	-0.161861072009788	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000119777.14	TMEM214	-0.663673264893032	not_quantified	membrane	membrane_tc<1.66
ENSG00000119820.6	YIPF4	0.795608198524281	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000119888.6	EPCAM	-1.74916733154925	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000119899.11	SLC17A5	-0.00740603082402882	unchanged_tumor	membrane	nontarget_membrane
ENSG00000119946.9	CNNM1	0.221537362349655	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000119977.16	TCTN3	-1.02091742355459	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000120256.5	LRP11	-0.39180407572941	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000120451.6	SNX19	-0.680263541854073	not_quantified	membrane	nontarget_membrane
ENSG00000120697.4	ALG5	-0.754320762309142	not_quantified	membrane	nontarget_membrane
ENSG00000120725.8	SIL1	-0.572437252204881	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000120885.15	CLU	-0.742880052046409	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000120889.8	TNFRSF10B	-0.466499633799159	not_quantified	membrane	membrane_tc<1.66
ENSG00000120942.9	UBIAD1	0.185398263552586	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000121039.5	RDH10	-0.542785733134583	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000121057.8	AKAP1	-0.443622693161102	not_quantified	membrane	membrane_tc<1.66
ENSG00000121064.8	SCPEP1	0.669632182499677	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000121073.9	SLC35B1	-0.30793232377962	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000121753.8	BAI2	0.500613810589315	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000121775.13	TMEM39B	0.325517591388754	unchanged_tumor	membrane	nontarget_membrane
ENSG00000121940.11	CLCC1	-0.343041745486472	not_quantified	membrane	membrane_tc<1.66
ENSG00000122642.6	FKBP9	-0.733236727672269	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000122643.14	NT5C3A	-0.802832398154661	not_quantified	membrane	membrane_tc<1.66
ENSG00000122884.8	P4HA1	-1.58071234855365	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000123131.8	PRDX4	-1.15619555309039	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000123146.15	CD97	-0.248864279487943	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000123179.9	EBPL	-0.0113777049239816	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000123353.5	ORMDL2	-0.238769163446993	not_quantified	membrane	nontarget_membrane
ENSG00000123983.9	ACSL3	-0.440473332780751	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000124145.5	SDC4	0.0916747963658619	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000124155.12	PIGT	-0.838111147397356	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000124783.8	SSR1	-0.68309519558196	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000125037.8	EMC3	0.140009406430604	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000125247.11	TMTC4	-1.01709130623681	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000125257.9	ABCC4	-0.127437879600636	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000125304.8	TM9SF2	-1.21599140025195	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000125505.12	MBOAT7	-1.17212028781331	down_tumor	membrane	nontarget_membrane
ENSG00000125827.4	TMX4	-0.302796020734118	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000125844.11	RRBP1	-0.0132305899133273	unchanged_tumor	membrane	nontarget_membrane
ENSG00000125912.6	NCLN	-0.146774095191093	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000125991.14	ERGIC3	-0.503190722198366	not_quantified	membrane	membrane_tc<1.66
ENSG00000126062.3	TMEM115	-0.78135081147252	not_quantified	membrane	nontarget_membrane
ENSG00000126709.10	IFI6	0.842269668119299	unchanged_tumor	membrane	nontarget_membrane
ENSG00000126773.8	PCNXL4	-0.531327044535917	not_quantified	membrane	nontarget_membrane
ENSG00000126777.13	KTN1	0.158603028318874	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000126821.7	SGPP1	-0.818267296099999	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000126903.11	SLC10A3	-0.59283644320282	not_quantified	membrane	nontarget_membrane
ENSG00000127022.10	CANX	-0.34743827876257	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000127418.10	FGFRL1	-1.64817383360432	down_tumor	membrane	nontarget_membrane
ENSG00000127463.9	EMC1	0.701625312958502	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000127526.9	SLC35E1	0.819296004454071	not_quantified	membrane	nontarget_membrane
ENSG00000127948.9	POR	-0.663413918849483	not_quantified	membrane	membrane_tc<1.66
ENSG00000127990.11	SGCE	-1.15152353503098	down_tumor	membrane	membrane_tc<1.66
ENSG00000128011.4	LRFN1	0.682670887010578	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000128039.6	SRD5A3	-0.945735568351842	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000128228.4	SDF2L1	-0.0652148506355423	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000128463.8	EMC4	-0.156817211315948	unchanged_tumor	membrane	nontarget_membrane
ENSG00000128567.12	PODXL	-1.78748827343843	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000128595.12	CALU	-0.834080178120943	not_quantified	membrane	nontarget_membrane
ENSG00000128602.5	SMO	0.312096321769431	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000128699.9	ORMDL1	-0.754389560375702	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000128791.7	TWSG1	-0.798048023951708	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000128973.7	CLN6	-0.40694914964384	not_quantified	membrane	nontarget_membrane
ENSG00000129038.11	LOXL1	-1.32046962847766	down_tumor	membrane	membrane_tc<1.66
ENSG00000129103.13	SUMF2	-0.693645059523534	not_quantified	membrane	membrane_tc<1.66
ENSG00000129128.8	SPCS3	-0.871658103284904	not_quantified	membrane	membrane_tc<1.66
ENSG00000129255.10	MPDU1	0.329101615391847	not_quantified	membrane	membrane_tc<1.66
ENSG00000129353.10	SLC44A2	-0.391597130002188	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000129562.6	DAD1	-0.677263321184103	not_quantified	membrane	membrane_tc<1.66
ENSG00000129625.8	REEP5	-0.709364866447389	not_quantified	membrane	membrane_tc<1.66
ENSG00000129636.8	ITFG1	-0.707044653375334	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000130175.5	PRKCSH	-1.07033695551383	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000130193.7	THEM6	-1.52425854300583	down_tumor	membrane	nontarget_membrane
ENSG00000130202.5	PVRL2	-0.541879705137486	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000130203.5	APOE	0.197178924829826	unchanged_tumor	membrane	nontarget_membrane
ENSG00000130208.5	APOC1	1.75919735440467	up_tumor	membrane	nontarget_membrane
ENSG00000130303.8	BST2	0.688879667701475	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000130309.6	COLGALT1	0.0662949576512016	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000130702.9	LAMA5	-0.201563066965369	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000130714.11	POMT1	-0.543606736879602	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000130733.6	YIPF2	-1.35090496983141	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000130962.13	PRRG1	-0.391931689479735	not_quantified	membrane	nontarget_membrane
ENSG00000131067.12	GGT7	-0.467495095243514	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000131238.12	PPT1	-0.20409192672595	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000131389.12	SLC6A6	-0.452534869594114	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000131446.11	MGAT1	-0.66328452665811	not_quantified	membrane	nontarget_membrane
ENSG00000131504.11	DIAPH1	0.742627093511194	not_quantified	membrane	membrane_tc<1.66
ENSG00000131507.9	NDFIP1	-0.662013218036228	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000131591.13	C1orf159	-0.639908406294419	not_quantified	membrane	membrane_tc<1.66
ENSG00000131724.6	IL13RA1	-0.654222469208129	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000131748.11	STARD3	-0.0368644496610718	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000131871.10	VIMP	-0.357968712626007	not_quantified	membrane	membrane_tc<1.66
ENSG00000131873.5	CHSY1	-0.426426469364557	not_quantified	membrane	nontarget_membrane
ENSG00000132182.7	NUP210	-0.0217763336520478	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000132386.6	SERPINF1	-0.358201151035434	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000132581.5	SDF2	-0.0287838461221866	unchanged_tumor	membrane	nontarget_membrane
ENSG00000132670.16	PTPRA	-0.807999648505658	not_quantified	membrane	membrane_tc<1.66
ENSG00000132824.9	SERINC3	-0.758532017140852	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000133027.13	PEMT	-0.443095074818949	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000133065.6	SLC41A1	-0.0999900028540295	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000133318.9	RTN3	-0.71860084159405	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000133597.5	ADCK2	-0.944451200664679	not_quantified	membrane	nontarget_membrane
ENSG00000133657.10	ATP13A3	-0.705472385489417	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000133678.9	TMEM254	-0.515694721089429	not_quantified	membrane	membrane_tc<1.66
ENSG00000133872.9	TMEM66	-1.50913271607449	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000133935.6	C14orf1	-0.386669814736349	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134109.6	EDEM1	-0.87230748735278	not_quantified	membrane	membrane_tc<1.66
ENSG00000134153.5	EMC7	-0.240160677917308	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000134243.7	SORT1	-0.836984130596023	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134247.9	PTGFRN	-1.17090847025967	down_tumor	membrane	membrane_tc<1.66
ENSG00000134250.13	NOTCH2	0.137687290514025	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134255.9	CEPT1	-0.850940716108736	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134285.6	FKBP11	-0.110622167273967	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000134294.9	SLC38A2	-0.553748625339958	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134824.9	FADS2	-0.450971224200302	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134851.8	TMEM165	-1.02604822131263	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000134871.13	COL4A2	-0.34223506537761	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134882.11	UBAC2	-0.644532299498732	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000134910.8	STT3A	-0.715873389441446	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000134970.13	TMED7	-1.45594551989853	down_tumor	membrane	nontarget_membrane
ENSG00000135047.10	CTSL	0.0550613633381607	unchanged_tumor	membrane	nontarget_membrane
ENSG00000135052.12	GOLM1	-0.837486778070414	not_quantified	membrane	membrane_tc<1.66
ENSG00000135124.10	P2RX4	0.793429956421808	not_quantified	membrane	nontarget_membrane
ENSG00000135211.5	TMEM60	-0.97282028354829	not_quantified	membrane	membrane_tc<1.66
ENSG00000135317.8	SNX14	-0.298554875696536	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000135404.7	CD63	-0.562356747542753	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000135452.5	TSPAN31	-0.132332054341582	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000135503.8	ACVR1B	-0.38832073867733	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000135506.11	OS9	-0.853313127465795	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000135535.10	CD164	-1.3995443640077	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000135677.6	GNS	-0.553777286098996	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000135750.10	KCNK1	-1.43477776647007	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000135862.5	LAMC1	-0.441530762053376	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000135916.11	ITM2C	-0.359932354664044	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000135919.8	SERPINE2	-0.34096329302464	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000135926.8	TMBIM1	-0.373130815965746	not_quantified	membrane	membrane_tc<1.66
ENSG00000136026.9	CKAP4	-0.201530718482283	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000136156.8	ITM2B	-1.36472205353738	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000136240.5	KDELR2	-1.11564191627373	down_tumor	membrane	nontarget_membrane
ENSG00000136295.10	TTYH3	-1.27177421084174	down_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000136720.6	HS6ST1	0.173578354928302	unchanged_tumor	membrane	nontarget_membrane
ENSG00000136731.8	UGGT1	0.426246222911814	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000136770.6	DNAJC1	0.455183356019231	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000136802.7	LRRC8A	-0.334508495891609	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000136816.11	TOR1B	-0.726993896818763	not_quantified	membrane	membrane_tc<1.66
ENSG00000136827.11	TOR1A	-0.620889454411251	not_quantified	membrane	nontarget_membrane
ENSG00000136868.9	SLC31A1	0.518014298600322	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000136943.6	CTSV	-0.531085732647278	unchanged_tumor	membrane	nontarget_membrane
ENSG00000136986.5	DERL1	-0.470464489154633	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000137161.12	CNPY3	-0.694072207408708	not_quantified	membrane	nontarget_membrane
ENSG00000137207.7	YIPF3	-1.10541220954398	down_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000137216.14	TMEM63B	-0.546075384711607	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000137404.10	NRM	-0.683407825680613	not_quantified	membrane	nontarget_membrane
ENSG00000137414.5	FAM8A1	-1.32387770726777	down_tumor	membrane	membrane_tc<1.66
ENSG00000137509.6	PRCP	-0.655079314735538	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000137522.13	RNF121	-0.223495911247749	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000137563.7	GGH	-0.253014159808557	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000137700.12	SLC37A4	-0.359458774643723	unchanged_tumor	membrane	nontarget_membrane
ENSG00000137824.11	RMDN3	-0.610752779765572	not_quantified	membrane	membrane_tc<1.66
ENSG00000137842.2	TMEM62	-0.579627706563705	not_quantified	membrane	membrane_tc<1.66
ENSG00000137845.10	ADAM10	-0.87132315847749	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000138018.13	EPT1	-0.194122152969288	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000138031.10	ADCY3	0.22235258670368	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000138074.10	SLC5A6	0.429069854039675	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000138085.12	ATRAID	-0.362966081831917	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000138138.9	ATAD1	-0.666020428995428	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000138600.5	SPPL2A	-0.645141175321541	not_quantified	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000138604.5	GLCE	-1.4019771160492	down_tumor	membrane	membrane_tc<1.66
ENSG00000138744.10	NAAA	0.0741465803514063	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
ENSG00000138760.4	SCARB2	-0.661623050548559	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000138821.8	SLC39A8	-0.946427575250887	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000138829.6	FBN2	0.261858590927971	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000139291.9	TMEM19	1.31562890313348	up_tumor	membrane	nontarget_membrane
ENSG00000139324.7	TMTC3	-0.950149233456753	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000139370.6	SLC15A4	-0.640100807335331	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000139514.8	SLC7A1	-0.347487798620628	not_quantified	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000139624.8	CERS5	-0.0853717341230604	unchanged_tumor	membrane	membrane_tc>5.56 & tc<65.26
ENSG00000139636.11	LMBR1L	0.10830030615912	unchanged_tumor	membrane	membrane_tc<1.66
ENSG00000139641.8	ESYT1	-0.125973003041984	unchanged_tumor	membrane	membrane_tc>1.66 & tc<5.56
