codon	localization	variable	value
484	sp	293_2	1.82116132883012
485	sp	293_2	4.35611235410988
486	sp	293_2	1.55248277344098
487	sp	293_2	4.07914232304529
488	sp	293_2	0.695247128951447
489	sp	293_2	1.28103341936084
490	sp	293_2	4.21664994716996
491	sp	293_2	1.90553119033536
492	sp	293_2	4.89841872982109
493	sp	293_2	4.721815630987
494	sp	293_2	2.83674186351748
495	sp	293_2	1.86839545354538
496	sp	293_2	5.39225116803495
497	sp	293_2	8.05157624994026
498	sp	293_2	2.68984354184859
499	sp	293_2	1.37318073403165
500	sp	293_2	4.16068497346218
-100	tm	293_2	0.69385797284034
-99	tm	293_2	0.771824646402055
-98	tm	293_2	0.688296457229967
-97	tm	293_2	0.846913611152882
-96	tm	293_2	0.772649339722043
-95	tm	293_2	0.519108295532871
-94	tm	293_2	0.542758737874613
-93	tm	293_2	0.547911750606405
-92	tm	293_2	0.47413028153921
-91	tm	293_2	1.42169994267155
-90	tm	293_2	1.11036836147635
-89	tm	293_2	0.487088479636059
-88	tm	293_2	1.29457359860863
-87	tm	293_2	4.62662424355593
-86	tm	293_2	2.57269889754064
-85	tm	293_2	2.1105781975713
-84	tm	293_2	0.561575956008625
-83	tm	293_2	0.645352229346857
-82	tm	293_2	0.771864591417502
-81	tm	293_2	1.10469618299552
-80	tm	293_2	0.946014222474054
-79	tm	293_2	0.924230120488234
-78	tm	293_2	1.00451028766438
-77	tm	293_2	1.09240260798908
-76	tm	293_2	0.54197585555362
-75	tm	293_2	0.549376286926845
-74	tm	293_2	1.04098037557882
-73	tm	293_2	1.32629557288244
-72	tm	293_2	0.464933635003698
-71	tm	293_2	0.525722496761725
-70	tm	293_2	0.66177052370432
-69	tm	293_2	0.255176756054567
-68	tm	293_2	1.17305865108721
-67	tm	293_2	2.77876010650345
-66	tm	293_2	1.08384384527687
-65	tm	293_2	0.390213439125769
-64	tm	293_2	0.366079231825013
-63	tm	293_2	1.38697054080739
-62	tm	293_2	0.910657327427025
-61	tm	293_2	0.291982054002403
-60	tm	293_2	0.881528438166173
-59	tm	293_2	0.744959996018767
-58	tm	293_2	0.308447921115779
-57	tm	293_2	0.75024557691668
-56	tm	293_2	1.90249643893685
-55	tm	293_2	2.46488378451951
-54	tm	293_2	0.674297858926186
-53	tm	293_2	0.579480186353371
-52	tm	293_2	1.06261859393347
-51	tm	293_2	1.72246552778562
-50	tm	293_2	0.927459648156793
-49	tm	293_2	0.623886709497277
-48	tm	293_2	0.938980876257805
-47	tm	293_2	0.719067498698412
-46	tm	293_2	0.961294679680279
-45	tm	293_2	1.20594166747182
-44	tm	293_2	1.50731673282078
-43	tm	293_2	1.26420324074231
-42	tm	293_2	0.42962458315033
-41	tm	293_2	0.963788583681539
-40	tm	293_2	0.897517664778452
-39	tm	293_2	1.24873451409254
-38	tm	293_2	1.75783338547529
-37	tm	293_2	1.39736355433868
-36	tm	293_2	3.97038410333752
-35	tm	293_2	0.920402275288317
-34	tm	293_2	1.26040438504256
-33	tm	293_2	1.70509095235805
-32	tm	293_2	2.74660719005248
-31	tm	293_2	1.26762463963235
-30	tm	293_2	0.600364804937561
-29	tm	293_2	1.50289025264307
-28	tm	293_2	1.63841217445196
-27	tm	293_2	0.3197510472387
-26	tm	293_2	1.28557765431234
-25	tm	293_2	2.52331372195853
-24	tm	293_2	1.05246340027696
-23	tm	293_2	0.896977128211468
-22	tm	293_2	0.917859584514812
-21	tm	293_2	0.926260812558585
-20	tm	293_2	0.575387403279126
-19	tm	293_2	2.7431022474144
-18	tm	293_2	1.67867969983581
-17	tm	293_2	1.16820430954027
-16	tm	293_2	1.13183652935212
-15	tm	293_2	1.26895667226986
-14	tm	293_2	0.713195979281457
-13	tm	293_2	1.10968398018581
-12	tm	293_2	1.06280498544807
-11	tm	293_2	0.924344946672632
-10	tm	293_2	1.43246372748272
-9	tm	293_2	1.16890724337949
-8	tm	293_2	0.896420604941823
-7	tm	293_2	1.3950002747773
-6	tm	293_2	1.24336092407401
-5	tm	293_2	1.3920449939823
-4	tm	293_2	2.01544400368942
-3	tm	293_2	1.65171044095682
-2	tm	293_2	1.51491061659495
-1	tm	293_2	0.983943029869171
0	tm	293_2	0.793095126592801
1	tm	293_2	0.711413223116199
2	tm	293_2	0.889890607782207
3	tm	293_2	0.579746946724975
4	tm	293_2	0.579365282433397
5	tm	293_2	0.541666080768902
6	tm	293_2	0.610989365146773
7	tm	293_2	0.441785790542367
8	tm	293_2	0.958100762708612
9	tm	293_2	0.427069622109768
10	tm	293_2	0.596272402354108
11	tm	293_2	0.590740426248255
12	tm	293_2	0.437469768594663
13	tm	293_2	0.753259406929003
14	tm	293_2	0.466888897094261
15	tm	293_2	0.487187915183825
16	tm	293_2	0.527321969617452
17	tm	293_2	0.752665762957882
18	tm	293_2	1.59084872999464
19	tm	293_2	1.11390747907963
20	tm	293_2	0.885435479367844
21	tm	293_2	1.0901662222196
22	tm	293_2	1.15298083806746
23	tm	293_2	1.25638251651171
24	tm	293_2	0.932415215329936
25	tm	293_2	0.805582793459158
26	tm	293_2	1.03545194812981
27	tm	293_2	0.681010472554501
28	tm	293_2	1.07901282211074
29	tm	293_2	0.955693468899327
30	tm	293_2	0.838750610310906
31	tm	293_2	0.799018468229918
32	tm	293_2	1.07324469045332
33	tm	293_2	1.10851281005038
34	tm	293_2	1.04993664190254
35	tm	293_2	1.26518279058984
36	tm	293_2	0.852186400490632
37	tm	293_2	1.15641637644876
38	tm	293_2	1.04094838919733
39	tm	293_2	0.979795085165506
40	tm	293_2	0.961875960510781
41	tm	293_2	1.01458730715388
42	tm	293_2	1.19224388322871
43	tm	293_2	1.34612205084784
44	tm	293_2	0.790610760011503
45	tm	293_2	1.00227955103883
46	tm	293_2	0.800147054296066
47	tm	293_2	1.23379821195488
48	tm	293_2	2.80890911767116
49	tm	293_2	7.24033566029829
50	tm	293_2	1.7157313115713
51	tm	293_2	0.887392307916958
52	tm	293_2	2.74675683823249
53	tm	293_2	1.15281328179144
54	tm	293_2	1.84493002663862
55	tm	293_2	2.12161189549423
56	tm	293_2	1.29217951719498
57	tm	293_2	2.17972741116274
58	tm	293_2	3.49371236581284
59	tm	293_2	3.02776894999408
60	tm	293_2	2.32454864513951
61	tm	293_2	1.19251677744747
62	tm	293_2	2.08351901929442
63	tm	293_2	1.57774434286484
64	tm	293_2	2.17153741700035
65	tm	293_2	2.00300103084904
66	tm	293_2	2.04909417975905
67	tm	293_2	2.48094149217374
68	tm	293_2	2.48991879433713
69	tm	293_2	1.18128818105643
70	tm	293_2	1.35247790825091
71	tm	293_2	2.29615447311521
72	tm	293_2	1.54621060661898
73	tm	293_2	1.45828113983399
74	tm	293_2	2.7668968417228
75	tm	293_2	2.13614314093047
76	tm	293_2	2.60759723699702
77	tm	293_2	0.924423615853661
78	tm	293_2	1.63336053972848
79	tm	293_2	1.71454191865019
80	tm	293_2	1.96292696072868
81	tm	293_2	2.25124990625352
82	tm	293_2	1.56740628729423
83	tm	293_2	1.2302296635718
84	tm	293_2	1.17030817209267
85	tm	293_2	1.42222152868116
86	tm	293_2	1.73245912890283
87	tm	293_2	1.32078682026259
88	tm	293_2	1.68449615498524
89	tm	293_2	1.58834227593701
90	tm	293_2	1.44499348160069
91	tm	293_2	1.9252321817473
92	tm	293_2	2.04717329799686
93	tm	293_2	2.0200881474745
94	tm	293_2	1.17520025038343
95	tm	293_2	2.13710064815782
96	tm	293_2	1.80566186209366
97	tm	293_2	1.67104377007299
98	tm	293_2	1.95056875751015
99	tm	293_2	1.72995960295429
100	tm	293_2	2.31889551879607
101	tm	293_2	2.34481031636572
102	tm	293_2	1.66154116792932
103	tm	293_2	1.82676934702171
104	tm	293_2	1.3896536839833
105	tm	293_2	1.99571941310708
106	tm	293_2	1.9871446361598
107	tm	293_2	1.06972520602158
108	tm	293_2	1.57180594377443
109	tm	293_2	2.12447389448485
110	tm	293_2	1.66559153297856
111	tm	293_2	1.259068018968
112	tm	293_2	2.83064268494504
113	tm	293_2	1.86218260631536
114	tm	293_2	1.92995381198267
115	tm	293_2	1.91941348206054
116	tm	293_2	1.3012377909935
117	tm	293_2	2.091580831427
118	tm	293_2	1.40397409762506
119	tm	293_2	2.95109624675099
120	tm	293_2	2.0164008125345
121	tm	293_2	2.31711522167899
122	tm	293_2	1.77158537150574
123	tm	293_2	1.66391385005795
124	tm	293_2	2.14448843164663
125	tm	293_2	2.54146361443726
126	tm	293_2	2.2837505163855
127	tm	293_2	2.6070874715168
128	tm	293_2	2.71055047317029
129	tm	293_2	1.94192429506891
130	tm	293_2	1.80039477293126
131	tm	293_2	2.06522713383142
132	tm	293_2	1.18148285113472
133	tm	293_2	2.58753843398131
134	tm	293_2	1.18363745597478
135	tm	293_2	2.86952364866024
136	tm	293_2	2.5162785016613
137	tm	293_2	2.01471773048757
138	tm	293_2	0.982838680304259
139	tm	293_2	1.76189741455486
140	tm	293_2	2.59322833941018
141	tm	293_2	1.58981443822381
142	tm	293_2	1.52884564362998
143	tm	293_2	1.45432046410367
144	tm	293_2	1.6046631384687
145	tm	293_2	2.42378015563156
146	tm	293_2	1.92094934657234
147	tm	293_2	1.80740016514136
148	tm	293_2	1.13209900090931
149	tm	293_2	1.13442302390357
150	tm	293_2	1.83435312714059
151	tm	293_2	2.35978959947305
152	tm	293_2	2.13554111887331
153	tm	293_2	3.06509394619074
154	tm	293_2	1.20464480952263
155	tm	293_2	2.38714290580818
156	tm	293_2	1.77152224936809
157	tm	293_2	1.53610968638404
158	tm	293_2	1.88969170414177
159	tm	293_2	0.957244949894422
160	tm	293_2	3.18403705278069
161	tm	293_2	1.51905499512028
162	tm	293_2	2.39102184271414
163	tm	293_2	1.42647525387572
164	tm	293_2	2.15970112676614
165	tm	293_2	1.25859429639012
166	tm	293_2	1.52626714178435
167	tm	293_2	1.73819289294628
168	tm	293_2	2.19624909245488
169	tm	293_2	1.79538415054448
170	tm	293_2	1.453699865121
171	tm	293_2	2.12787426381577
172	tm	293_2	1.69692259616694
173	tm	293_2	1.72380776318146
174	tm	293_2	2.16397256970771
175	tm	293_2	1.90827107315065
176	tm	293_2	1.96003061986113
177	tm	293_2	1.93271635912301
178	tm	293_2	1.55003522258968
179	tm	293_2	1.44350933942147
180	tm	293_2	1.01083364850694
181	tm	293_2	1.20174826490987
182	tm	293_2	1.16893474996385
183	tm	293_2	1.91586104200844
184	tm	293_2	2.0685778654956
185	tm	293_2	1.863289248372
186	tm	293_2	1.95974183425177
187	tm	293_2	2.15943378513009
188	tm	293_2	1.39902896545203
189	tm	293_2	1.35328304670789
190	tm	293_2	1.09200460440047
191	tm	293_2	1.17303445514991
192	tm	293_2	0.957606009439716
193	tm	293_2	1.96927015102471
194	tm	293_2	2.19645216197232
195	tm	293_2	1.59975366979775
196	tm	293_2	1.47085486574498
197	tm	293_2	1.58071857918411
198	tm	293_2	2.26392080240801
199	tm	293_2	1.85761001318132
200	tm	293_2	1.32327044857171
201	tm	293_2	4.32450983119039
202	tm	293_2	1.42622547196191
203	tm	293_2	1.42918697765404
204	tm	293_2	1.70257443363581
205	tm	293_2	1.79381204619395
206	tm	293_2	3.0041235815082
207	tm	293_2	1.15044907933451
208	tm	293_2	1.66321579827755
209	tm	293_2	1.09690177684941
210	tm	293_2	0.863797429558546
211	tm	293_2	1.21700807327943
212	tm	293_2	2.17616395343668
213	tm	293_2	2.53500844792543
214	tm	293_2	1.35513757745005
215	tm	293_2	3.04757585558013
216	tm	293_2	1.76439154398447
217	tm	293_2	1.66578616789555
218	tm	293_2	1.56293856790133
219	tm	293_2	2.9217915156344
220	tm	293_2	2.23672237814578
221	tm	293_2	1.88284635462515
222	tm	293_2	0.851348058701548
223	tm	293_2	1.42454036633539
224	tm	293_2	1.70651020564448
225	tm	293_2	3.03793853752537
226	tm	293_2	4.82809530789399
227	tm	293_2	1.56332568593466
228	tm	293_2	1.99968217205124
229	tm	293_2	3.54619610137879
230	tm	293_2	3.18732115460019
231	tm	293_2	3.37828336919851
232	tm	293_2	1.88241902732049
233	tm	293_2	3.42251342698922
234	tm	293_2	2.65806983411785
235	tm	293_2	3.37515669947564
236	tm	293_2	2.07280956427827
237	tm	293_2	1.14139360680247
238	tm	293_2	1.70930062642538
239	tm	293_2	2.70799829343648
240	tm	293_2	1.33552718818798
241	tm	293_2	1.63011643604369
242	tm	293_2	2.05987111083013
243	tm	293_2	1.11588752995298
244	tm	293_2	2.29359043621638
245	tm	293_2	1.23627022100648
246	tm	293_2	1.21474608912114
247	tm	293_2	1.61961737754071
248	tm	293_2	3.05377751959938
249	tm	293_2	1.58966735347545
250	tm	293_2	2.79456243692533
251	tm	293_2	2.8836587350178
252	tm	293_2	0.739073861717189
253	tm	293_2	1.49428303990098
254	tm	293_2	1.61477247300417
255	tm	293_2	1.71443216611405
256	tm	293_2	1.66073167987851
257	tm	293_2	0.908485526989704
258	tm	293_2	2.89423824331831
259	tm	293_2	2.0895700833908
260	tm	293_2	2.46171819405757
261	tm	293_2	1.13061228799096
262	tm	293_2	1.90649159049207
263	tm	293_2	0.542342215805518
264	tm	293_2	2.06146828159642
265	tm	293_2	3.25676636188963
266	tm	293_2	1.23696341837446
267	tm	293_2	1.79952065479457
268	tm	293_2	1.31520250117187
269	tm	293_2	3.24643851306876
270	tm	293_2	3.15078098413278
271	tm	293_2	1.59388549889454
272	tm	293_2	2.69494075592811
273	tm	293_2	2.4730892416238
274	tm	293_2	1.37858777477338
275	tm	293_2	1.28318414756752
276	tm	293_2	1.09682231031415
277	tm	293_2	0.974220982246524
278	tm	293_2	1.09542148498777
279	tm	293_2	1.92852283538543
280	tm	293_2	1.29631034315505
281	tm	293_2	2.07640651223973
282	tm	293_2	2.20075844566517
283	tm	293_2	1.36585148301512
284	tm	293_2	1.42627387438019
285	tm	293_2	1.30005821721542
286	tm	293_2	0.962916935242719
287	tm	293_2	0.767234598830509
288	tm	293_2	3.17790122277026
289	tm	293_2	1.21371234262269
290	tm	293_2	3.20942599618992
291	tm	293_2	3.41486611756284
292	tm	293_2	1.82497417784135
293	tm	293_2	1.99499316605823
294	tm	293_2	1.6461922972709
295	tm	293_2	1.04099649949413
296	tm	293_2	1.49593704760891
297	tm	293_2	1.7989476151102
298	tm	293_2	0.813091189526678
299	tm	293_2	1.94840332631744
300	tm	293_2	2.28592986944167
301	tm	293_2	3.55284484917304
302	tm	293_2	1.66039227986593
303	tm	293_2	3.34657477638846
304	tm	293_2	3.78828188249501
305	tm	293_2	3.68529688459786
306	tm	293_2	3.40896403631901
307	tm	293_2	1.01490848314508
308	tm	293_2	3.23859373212563
309	tm	293_2	1.74288976665822
310	tm	293_2	2.90286275557089
311	tm	293_2	2.28258702471114
312	tm	293_2	2.25387641999818
313	tm	293_2	4.6708828738711
314	tm	293_2	4.01007556849826
315	tm	293_2	1.70707133949781
316	tm	293_2	3.19673807180224
317	tm	293_2	1.47206025207167
318	tm	293_2	2.39736702866282
319	tm	293_2	1.6617693791064
320	tm	293_2	1.19505693654513
321	tm	293_2	1.35101532467289
322	tm	293_2	1.37857052388736
323	tm	293_2	2.42097557661917
324	tm	293_2	1.47681089847702
325	tm	293_2	1.13352651799676
326	tm	293_2	1.84578209988572
327	tm	293_2	1.90205284166863
328	tm	293_2	2.22120412443571
329	tm	293_2	1.89801008183305
330	tm	293_2	3.30531378316013
331	tm	293_2	2.00743254591799
332	tm	293_2	1.62833617235734
333	tm	293_2	1.00500497274242
334	tm	293_2	1.29740884832391
335	tm	293_2	1.44656801248277
336	tm	293_2	0.861529117248116
337	tm	293_2	1.39498946002405
338	tm	293_2	3.11552671351612
339	tm	293_2	1.39947852784279
340	tm	293_2	1.66106148407314
341	tm	293_2	4.00965464544663
342	tm	293_2	2.819752039902
343	tm	293_2	2.93016682038401
344	tm	293_2	2.35807464328987
345	tm	293_2	1.8674099984029
346	tm	293_2	1.57959629230068
347	tm	293_2	1.46900183248961
348	tm	293_2	2.26647376438323
349	tm	293_2	1.09779824552996
350	tm	293_2	1.27037445304122
351	tm	293_2	1.87967809153147
352	tm	293_2	1.64507997278505
353	tm	293_2	1.7512417897504
354	tm	293_2	2.05167111815321
355	tm	293_2	0.780130129012462
356	tm	293_2	5.13971658766041
357	tm	293_2	1.25097408247929
358	tm	293_2	6.3295981462136
359	tm	293_2	2.36545505475626
360	tm	293_2	0.771414931849159
361	tm	293_2	2.36876300162948
362	tm	293_2	0.698090710875633
363	tm	293_2	1.98915498220017
364	tm	293_2	0.618369390587653
365	tm	293_2	2.46274218180452
366	tm	293_2	2.12580658796937
367	tm	293_2	1.7841744898911
368	tm	293_2	2.05011086272175
369	tm	293_2	2.0117795672991
370	tm	293_2	1.8617567545171
371	tm	293_2	0.674419183692572
372	tm	293_2	1.02944795374796
373	tm	293_2	1.49726882275923
374	tm	293_2	0.940420314104258
375	tm	293_2	1.30637199280561
376	tm	293_2	0.876970744713869
377	tm	293_2	1.60448429828406
378	tm	293_2	1.32161095500863
379	tm	293_2	1.33106518179157
380	tm	293_2	1.78203645424526
381	tm	293_2	1.48505318931595
382	tm	293_2	0.81201694581624
383	tm	293_2	1.51096407597652
384	tm	293_2	0.763723036568574
385	tm	293_2	0.782690571201825
386	tm	293_2	1.45155925665626
387	tm	293_2	2.40372334768418
388	tm	293_2	1.92502068260541
389	tm	293_2	0.610662565614613
390	tm	293_2	1.00692480000406
391	tm	293_2	0.996581692652783
392	tm	293_2	1.24023244158517
393	tm	293_2	3.96044659470093
394	tm	293_2	1.02571224085714
395	tm	293_2	1.62554174787031
396	tm	293_2	1.80335842503072
397	tm	293_2	2.60123661833243
398	tm	293_2	1.46899998241075
399	tm	293_2	1.00753069674251
400	tm	293_2	1.80298112753937
401	tm	293_2	1.84066121805047
402	tm	293_2	1.42305805250082
403	tm	293_2	1.693830159355
404	tm	293_2	1.01230187580392
405	tm	293_2	1.60425295444878
406	tm	293_2	1.48500029716879
407	tm	293_2	1.69015905102878
408	tm	293_2	0.917433543525074
409	tm	293_2	0.781055166182794
410	tm	293_2	1.47179674428915
411	tm	293_2	0.454258061909996
412	tm	293_2	1.65875277133299
413	tm	293_2	1.38572905682243
414	tm	293_2	1.25268801260573
415	tm	293_2	1.148886923453
416	tm	293_2	2.16590255730684
417	tm	293_2	2.78037570075075
418	tm	293_2	2.34232663596895
419	tm	293_2	2.54262082910065
420	tm	293_2	1.59146433590162
421	tm	293_2	0.57594516069386
422	tm	293_2	1.46215919513892
423	tm	293_2	0.817262169357554
424	tm	293_2	0.570423705129272
425	tm	293_2	1.59942503063031
426	tm	293_2	0.931702954701922
427	tm	293_2	1.75877912847279
428	tm	293_2	1.66803100820237
429	tm	293_2	1.30268703895406
430	tm	293_2	2.89444994207258
431	tm	293_2	1.22634406958993
432	tm	293_2	3.0800763693336
433	tm	293_2	2.75719043394751
434	tm	293_2	2.35695759864862
435	tm	293_2	3.22954208917344
436	tm	293_2	2.26282162136212
437	tm	293_2	0.82866254527555
438	tm	293_2	0.640494671704198
439	tm	293_2	1.8613667526127
440	tm	293_2	1.47478644993851
441	tm	293_2	1.42131247802965
442	tm	293_2	1.31293724025253
443	tm	293_2	2.98165901167546
444	tm	293_2	2.7158719785923
445	tm	293_2	1.04831267834261
446	tm	293_2	1.2846701738927
447	tm	293_2	1.88725150774829
448	tm	293_2	1.23405939954109
449	tm	293_2	0.691600281162137
450	tm	293_2	0.312908494225669
451	tm	293_2	2.79225391384522
452	tm	293_2	3.02441822943898
453	tm	293_2	1.37327268836465
454	tm	293_2	0.896610169491525
455	tm	293_2	1.63012996271112
456	tm	293_2	1.18464035646159
457	tm	293_2	2.31473545488953
458	tm	293_2	4.15493072326826
459	tm	293_2	2.19532551699879
460	tm	293_2	0.0736733848886752
461	tm	293_2	2.58285252966104
462	tm	293_2	4.03502958421819
463	tm	293_2	2.36989583622292
464	tm	293_2	2.31390847286919
465	tm	293_2	0.204157119476268
466	tm	293_2	1.41022980975241
467	tm	293_2	3.7176499032882
468	tm	293_2	1.88672375523333
469	tm	293_2	3.29251280009102
470	tm	293_2	4.63685670261941
471	tm	293_2	1.41612895578997
472	tm	293_2	1.68754823331095
473	tm	293_2	1.8885802405312
474	tm	293_2	1.27773610353398
475	tm	293_2	1.23421717171717
476	tm	293_2	1.88604126370084
477	tm	293_2	0.655826885880077
478	tm	293_2	3.09870910772853
479	tm	293_2	2.77949709864604
480	tm	293_2	3.60971040564851
481	tm	293_2	3.58050885284928
482	tm	293_2	0.138670513282846
483	tm	293_2	2.08931498541127
484	tm	293_2	2.09630200308166
485	tm	293_2	2.70329143159728
486	tm	293_2	2.56895551257253
487	tm	293_2	1.21856866537718
488	tm	293_2	1.93640955004591
489	tm	293_2	3.25
490	tm	293_2	1.28947368421053
491	tm	293_2	0
492	tm	293_2	0
493	tm	293_2	0
494	tm	293_2	0
495	tm	293_2	0
496	tm	293_2	0
497	tm	293_2	0
498	tm	293_2	0
499	tm	293_2	0
0	sp	guide1_1	11.4739377331726
1	sp	guide1_1	2.81225421202019
2	sp	guide1_1	3.06750746569871
3	sp	guide1_1	1.25820311550095
4	sp	guide1_1	0.954358085840752
5	sp	guide1_1	0.912682732988538
6	sp	guide1_1	0.289154892278184
7	sp	guide1_1	0.223347525193115
8	sp	guide1_1	0.596240237905028
9	sp	guide1_1	0.248185649744439
10	sp	guide1_1	0.45079562740314
11	sp	guide1_1	0.242620519866838
12	sp	guide1_1	0.161221857387521
13	sp	guide1_1	0.307178264797009
14	sp	guide1_1	0.21892789698587
15	sp	guide1_1	0.871911634930954
16	sp	guide1_1	0.539766850609857
17	sp	guide1_1	0.933358377218698
18	sp	guide1_1	1.52605822217175
19	sp	guide1_1	0.745584914776458
20	sp	guide1_1	0.822173513635034
21	sp	guide1_1	0.698482201769947
22	sp	guide1_1	1.00038912514194
23	sp	guide1_1	0.88784508561111
24	sp	guide1_1	0.820423421744241
25	sp	guide1_1	0.736518932810977
26	sp	guide1_1	0.70570292287291
27	sp	guide1_1	1.06610163295995
28	sp	guide1_1	0.835670665863768
29	sp	guide1_1	0.812588050694819
30	sp	guide1_1	1.18742993896351
31	sp	guide1_1	0.722270287686813
32	sp	guide1_1	0.98722882676763
33	sp	guide1_1	1.46512354013987
34	sp	guide1_1	0.915384147481329
35	sp	guide1_1	1.29841897005167
36	sp	guide1_1	1.57312612002441
37	sp	guide1_1	1.1425683916746
38	sp	guide1_1	1.180314234499
39	sp	guide1_1	1.07506172671775
40	sp	guide1_1	1.06717826288873
41	sp	guide1_1	1.36203969517868
42	sp	guide1_1	1.22738437992316
43	sp	guide1_1	1.45547899316162
44	sp	guide1_1	1.28637999613525
45	sp	guide1_1	1.0222492256061
46	sp	guide1_1	1.57307857938151
47	sp	guide1_1	2.25905504852538
48	sp	guide1_1	2.76950215946969
49	sp	guide1_1	2.00749776312065
50	sp	guide1_1	1.70914481265769
51	sp	guide1_1	1.16709199104786
52	sp	guide1_1	1.59799373288026
53	sp	guide1_1	1.51108239421304
54	sp	guide1_1	1.9300495222565
55	sp	guide1_1	3.01834506632332
56	sp	guide1_1	3.8429591159399
57	sp	guide1_1	2.62659529021973
58	sp	guide1_1	1.40209759450209
59	sp	guide1_1	1.93938739169437
60	sp	guide1_1	3.35137994655301
61	sp	guide1_1	1.94456807058468
62	sp	guide1_1	2.57403342828526
63	sp	guide1_1	2.7687420187977
64	sp	guide1_1	1.96291328020272
65	sp	guide1_1	1.80237803123293
66	sp	guide1_1	2.51253801104819
67	sp	guide1_1	2.91555257707295
68	sp	guide1_1	2.95022185612922
69	sp	guide1_1	2.57087262897368
70	sp	guide1_1	2.38418429865676
71	sp	guide1_1	2.39656700442433
72	sp	guide1_1	2.36080230024593
73	sp	guide1_1	2.31901200969396
74	sp	guide1_1	1.40336085186901
75	sp	guide1_1	2.77511318408813
76	sp	guide1_1	2.05097464408067
77	sp	guide1_1	2.29129149821595
78	sp	guide1_1	3.41133665069664
79	sp	guide1_1	2.60994967848019
80	sp	guide1_1	3.31319962183402
81	sp	guide1_1	2.23763633495765
82	sp	guide1_1	2.15649869178656
83	sp	guide1_1	2.39654811423633
84	sp	guide1_1	1.63369937299166
85	sp	guide1_1	2.83682990884676
86	sp	guide1_1	2.39582501970722
87	sp	guide1_1	1.68601563390037
88	sp	guide1_1	3.01447196078996
89	sp	guide1_1	3.71764180427455
90	sp	guide1_1	3.04531243819603
91	sp	guide1_1	2.20795956971114
92	sp	guide1_1	1.89011982707081
93	sp	guide1_1	1.59317605685084
94	sp	guide1_1	2.79878708219574
95	sp	guide1_1	1.74763219782162
96	sp	guide1_1	1.79791875355911
97	sp	guide1_1	2.77371739121985
98	sp	guide1_1	1.77509459115197
99	sp	guide1_1	2.62999755080797
100	sp	guide1_1	1.7380741571749
101	sp	guide1_1	3.53566365656235
102	sp	guide1_1	1.51339969198817
103	sp	guide1_1	2.29941503569667
104	sp	guide1_1	4.31343551120207
105	sp	guide1_1	2.21482503557318
106	sp	guide1_1	2.76727302511571
107	sp	guide1_1	3.16752683381493
108	sp	guide1_1	2.09489296126193
109	sp	guide1_1	1.98723754947589
110	sp	guide1_1	2.5063496508625
111	sp	guide1_1	1.59355413267372
112	sp	guide1_1	2.10310906650686
113	sp	guide1_1	2.36453314895998
114	sp	guide1_1	2.13553332047585
115	sp	guide1_1	2.04330820850622
116	sp	guide1_1	2.35675578812821
117	sp	guide1_1	1.93878983262661
118	sp	guide1_1	2.89702352055437
119	sp	guide1_1	1.87524094551888
120	sp	guide1_1	2.61338980429004
121	sp	guide1_1	1.73563768160555
122	sp	guide1_1	2.71777294260062
123	sp	guide1_1	2.12750363966033
124	sp	guide1_1	2.97464215766943
125	sp	guide1_1	2.13801272477089
126	sp	guide1_1	1.44061128824923
127	sp	guide1_1	1.53958101946734
128	sp	guide1_1	1.6162065952903
129	sp	guide1_1	3.36694446741389
130	sp	guide1_1	2.83731267813637
131	sp	guide1_1	1.77221245210355
132	sp	guide1_1	3.54219123109666
133	sp	guide1_1	1.39465631573263
134	sp	guide1_1	2.24600343797952
135	sp	guide1_1	2.2499889722374
136	sp	guide1_1	2.74509493280256
137	sp	guide1_1	1.60655238593651
138	sp	guide1_1	2.30282568605556
139	sp	guide1_1	2.98039590694125
140	sp	guide1_1	2.37671337774098
141	sp	guide1_1	2.1790014849242
142	sp	guide1_1	2.34392049725121
143	sp	guide1_1	1.88139117099037
144	sp	guide1_1	3.74644011669763
145	sp	guide1_1	1.79697915921416
146	sp	guide1_1	1.35674122463562
147	sp	guide1_1	1.44188265065789
148	sp	guide1_1	2.20439399896293
149	sp	guide1_1	2.45426364835229
150	sp	guide1_1	2.33630119556447
151	sp	guide1_1	2.87352422598949
152	sp	guide1_1	2.31178149588801
153	sp	guide1_1	2.10077651513947
154	sp	guide1_1	1.97069664644535
155	sp	guide1_1	2.21191497248935
156	sp	guide1_1	3.55569835407017
157	sp	guide1_1	1.86465147749592
158	sp	guide1_1	1.72919815799309
159	sp	guide1_1	4.02451559786101
160	sp	guide1_1	3.78840358908151
161	sp	guide1_1	2.5924805305537
162	sp	guide1_1	3.68313293234072
163	sp	guide1_1	2.88906684337545
164	sp	guide1_1	2.89362873689375
165	sp	guide1_1	1.64709408183935
166	sp	guide1_1	1.83090299149967
167	sp	guide1_1	2.47938950008913
168	sp	guide1_1	2.53677987414741
169	sp	guide1_1	2.12864240949745
170	sp	guide1_1	3.17999008956766
171	sp	guide1_1	2.6997737073796
172	sp	guide1_1	4.74643239424824
173	sp	guide1_1	3.06326923311164
174	sp	guide1_1	4.18697541878634
175	sp	guide1_1	2.88239232461405
176	sp	guide1_1	3.34783512044484
177	sp	guide1_1	2.64160804975183
178	sp	guide1_1	2.27448057400454
179	sp	guide1_1	2.77083260922715
180	sp	guide1_1	3.66117057532057
181	sp	guide1_1	1.91687152754083
